#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_Plus_2652;[From.GetTitledFirstNameNoRegnal] now leads the [From.PrimaryTitle.GetFullName], but our allegiance was to the [former_khan.GetOnlyDynastyName] Clan and not to the [From.GetOnlyDynastyName] Clan. Perhaps it is time for the [Root.GetOnlyDynastyName] to strike out on its own and seek its own fortunes...;;[From.GetTitledFirstNameNoRegnal] führt nun den [From.PrimaryTitle.GetFullName] an, aber unsere Loyalität galt dem [former_khan.GetOnlyDynastyName] Clan und nicht dem [From.GetOnlyDynastyName] Clan. Vielleicht ist es an der Zeit, dass der [Root.GetOnlyDynastyName] Clan seinen eigenen Weg geht und sein eigenes Glück sucht...;;;;;;;;;;;x
EVTOPTA_Plus_2652;We will not follow [From.GetTitledFirstNameNoRegnal]!;;Wir werden [From.GetTitledFirstNameNoRegnal] nicht folgen!;;;;;;;;;;;x
EVTOPTB_Plus_2652;No, [From.GetSheHe] is the [From.PrimaryTitle.GetRulerTitle], at least for now;;Nein, [From.GetSheHe] ist der [From.PrimaryTitle.GetRulerTitle], zumindest im Moment;;;;;;;;;;;x
EVTDESC_Plus_2653;Dire news: [From.GetTitledFirstNameNoRegnal] has elected to split off from the [Root.PrimaryTitle.GetFullName], citing that [From.GetHerHis] allegiance was to the [former_khan.GetOnlyDynastyName] Clan and not to your own.;;Schlechte Nachrichten: [From.GetTitledFirstNameNoRegnal] hat sich entschieden, sich vom [Root.PrimaryTitle.GetFullName] abzuspalten, mit der Begründung, dass [From.GetHerHis] dem [former_khan.GetOnlyDynastyName]-Clan und nicht Eurem eigenen Clan treu ist.;;;;;;;;;;;x
EVTOPTA_Plus_2653;[From.GetSheHeCap] shall soon learn the error of [From.GetHerHis] ways...;;[From.GetSheHeCap] wird bald den Fehler von [From.GetHerHis] erkennen...;;;;;;;;;;;x
EVTNAME_Plus_2655;The Death of [Root.GetTitledFirstNameNoRegnal];;Der Tod von [Root.GetTitledFirstNameNoRegnal];;;;;;;;;;;x
EVTDESC_Plus_2655_two;While [nomadic_first_heir.GetTitledFirstNameNoRegnal] is widely recognized as [Root.GetTitledFirstNameNoRegnal]'s chosen heir, there is also widespread support amongst the [Root.GetOnlyDynastyName] Clan for [nomadic_second_heir.GetFirstName]. With the [Root.PrimaryTitle.GetFullName] having grown so large, some [Root.GetOnlyDynastyName] warriors have declared they will follow him into a new clan.;;Während [nomadic_first_heir.GetTitledFirstNameNoRegnal] weithin als [Root.GetTitledFirstNameNoRegnal]'s auserwählter Erbe anerkannt ist, gibt es auch eine weit verbreitete Unterstützung im [Root.GetOnlyDynastyName] Clan für [nomadic_second_heir.GetFirstName]. Da der [Root.PrimaryTitle.GetFullName] so groß geworden ist, haben einige [Root.GetOnlyDynastyName]-Krieger erklärt, dass sie ihm in einen neuen Clan folgen werden.;;;;;;;;;;;x
EVTDESC_Plus_2655_three;While [nomadic_first_heir.GetTitledFirstNameNoRegnal] is widely recognized as [Root.GetTitledFirstNameNoRegnal]'s chosen heir, there is also widespread support amongst the [Root.GetOnlyDynastyName] Clan for [nomadic_second_heir.GetFirstName] and [nomadic_third_heir.GetFirstName]. With the [Root.PrimaryTitle.GetFullName] having grown so large, some [Root.GetOnlyDynastyName] warriors have declared they will follow them into new clans.;;Während [nomadic_first_heir.GetTitledFirstNameNoRegnal] weithin als [Root.GetTitledFirstNameNoRegnal]'s auserwählter Erbe anerkannt ist, gibt es auch weit verbreitete Unterstützung unter dem [Root.GetOnlyDynastyName] Clan für [nomadic_second_heir.GetFirstName] und [nomadic_third_heir.GetFirstName]. Da der [Root.PrimaryTitle.GetFullName] so groß geworden ist, haben einige [Root.GetOnlyDynastyName]-Krieger erklärt, dass sie ihnen in neue Clans folgen werden.;;;;;;;;;;;x
EVTDESC_Plus_2655_four;While [nomadic_first_heir.GetTitledFirstNameNoRegnal] is widely recognized as [Root.GetTitledFirstNameNoRegnal]'s chosen heir, there is also widespread support amongst the [Root.GetOnlyDynastyName] Clan for his other sons: [nomadic_second_heir.GetFirstName], [nomadic_third_heir.GetFirstName], and [nomadic_fourth_heir.GetFirstName]. With the [Root.PrimaryTitle.GetFullName] having grown so large, some [Root.GetOnlyDynastyName] warriors have declared they will follow them into new clans.;;Während [nomadic_first_heir.GetTitledFirstNameNoRegnal] weithin als [Root.GetTitledFirstNameNoRegnal]'s auserwählter Erbe anerkannt ist, gibt es auch unter dem [Root.GetOnlyDynastyName]-Clan eine breite Unterstützung für seine anderen Söhne: [nomadic_second_heir.GetFirstName], [nomadic_third_heir.GetFirstName], und [nomadic_fourth_heir.GetFirstName]. Da die [Root.PrimaryTitle.GetFullName] so groß geworden sind, haben einige [Root.GetOnlyDynastyName]-Krieger erklärt, dass sie ihnen in neue Clans folgen werden.;;;;;;;;;;;x
EVTOPTA_Plus_2655;They would split [Root.PrimaryTitle.GetName] apart?;;Sie würden [Root.PrimaryTitle.GetName] auseinanderreißen?;;;;;;;;;;;x
EVTOPTB_Plus_2655;I will take my place as a new leader;;Ich werde meinen Platz als neuer Anführer einnehmen;;;;;;;;;;;x
EVTOPTC_Plus_2655;Such is how it must be;;So muss es sein;;;;;;;;;;;x
EVTOPTD_Plus_2655;Perhaps this will finally weaken them;;Vielleicht werden sie dadurch endlich geschwächt;;;;;;;;;;;x
EVTDESC_Plus_2659;Now that I am the head of my own clan, I must consider whether I wish to remain in the [From.PrimaryTitle.GetFullName] under the leadership of my brother. If I split off, it is possible that other clans might choose to join me...or I could be completely on my own.;;Jetzt, da ich das Oberhaupt meines eigenen Clans bin, muss ich mir überlegen, ob ich in der [From.PrimaryTitle.GetFullName] unter der Führung meines Bruders bleiben will. Wenn ich mich abspalte, ist es möglich, dass andere Clans sich mir anschließen ... oder ich bin ganz auf mich allein gestellt.;;;;;;;;;;;x
EVTOPTA_Plus_2659;I will forge my own destiny;;Ich werde mein Schicksal selbst in die Hand nehmen;;;;;;;;;;;x
EVTOPTB_Plus_2659;I will remain in [From.PrimaryTitle.GetName], at least for now;;Ich werde in [From.PrimaryTitle.GetName] bleiben, zumindest vorerst;;;;;;;;;;;x
EVTDESC_Plus_2660;To my liege and [GetFromRelation],\nA number of clansmen from the [Root.GetOnlyDynastyName] Clan have joined my ranks, and I have decided to split off from the [Root.PrimaryTitle.GetFullName] and forge my own destiny.\n\nWith respect,\n[From.GetTitledName];;An meinen Lehnsherrn und [GetFromRelation],\nEine Reihe von Clanmitgliedern des [Root.GetOnlyDynastyName]-Klans haben sich meinen Reihen angeschlossen, und ich habe beschlossen, mich vom [Root.PrimaryTitle.GetFullName] abzuspalten und mein eigenes Schicksal zu gestalten.\n\nMit Respekt,\n[From.GetTitledName];;;;;;;;;;;x
EVTDESC_Plus_2661;The [From.GetOnlyDynastyName] Clan has decided to split off from the [nomadic_first_heir.PrimaryTitle.GetFullName], and since your lands border my own I invite you to join us in forging a new destiny.\n\nWith respect,\n[From.GetTitledName];;Der [From.GetOnlyDynastyName] Clan hat beschlossen, sich vom [nomadic_first_heir.PrimaryTitle.GetFullName] abzuspalten, und da eure Ländereien an die meinen grenzen, lade ich euch ein, mit uns ein neues Schicksal zu schmieden.\n\nMit Respekt,\n[From.GetTitledName];;;;;;;;;;;x
EVTOPTA_Plus_2661;Yes, we will join him;;Ja, wir werden uns ihm anschließen;;;;;;;;;;;x
EVTOPTB_Plus_2661;No, we will remain in [nomadic_first_heir.PrimaryTitle.GetName];;Nein, wir werden in [nomadic_first_heir.PrimaryTitle.GetName] bleiben.;;;;;;;;;;;x
EVTDESC_Plus_2662;[Root.PrimaryTitle.GetRulerTitle],\nMy clan has decided to join yours in the [Root.PrimaryTitle.GetFullName]. Together we shall make our enemies tremble!\n\nWith respect,\n[From.GetTitledName];;[Root.PrimaryTitle.GetRulerTitle],\nMein Clan hat beschlossen, sich dem Euren im [Root.PrimaryTitle.GetFullName] anzuschließen. Gemeinsam werden wir unsere Feinde zum Zittern bringen!\n\nMit Respekt,\n[From.GetTitledName];;;;;;;;;;;x
