#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_1100;Your council gathers as you inform them of your decision to disinherit [From.GetTitledFirstName]. While the reasoning is obvious to everyone, their somber faces betray the fact this is not something to be lightly considered. [From.GetFirstName] could take up arms against you, after all, and many of your vassals would consider [From.GetHerHis] position completely justified.;;Ihr Rat versammelt sich, als Sie ihm Ihre Entscheidung mitteilen, [From.GetTitledFirstName] zu enterben. Obwohl die Gründe für alle offensichtlich sind, verraten ihre düsteren Gesichter, dass dies nicht leichtfertig in Erwägung gezogen werden sollte. Schließlich könnte [From.GetFirstName] gegen Euch zu den Waffen greifen, und viele Eurer Vasallen würden die Position von [From.GetHerHis] als völlig gerechtfertigt betrachten.;;;x
EVTOPTA_Plus_1100;I have considered the matter carefully-let it be done;;Ich habe die Angelegenheit sorgfältig erwogen - lasst es geschehen.;;;x
EVTOPTB_Plus_1100;I doubt [From.GetSheHe] will even understand what has happened...;;Ich bezweifle, dass [From.GetSheHe] überhaupt verstehen wird, was geschehen ist...;;;x
EVTOPTC_Plus_1100;[From.GetSheHeCap] is in prison-what could [From.GetSheHe] do?;;[From.GetSheHeCap] ist im Gefängnis - was könnte [From.GetSheHe] tun?;;;x
EVTOPTD_Plus_1100;Perhaps not, then;;Dann vielleicht nicht;;;x
EVTDESC_Plus_1101;News has spread throughout the realm that [From.GetTitledFirstName] has declared [FromFrom.GetTitledFirstName] unfit to inherit the [From.PrimaryTitle.GetFullName], even though the law of the land states that [FromFrom.GetSheHe] should. Everyone knows the reason, but many are saying it doesn't seem right that the law should be ignored... even by the [From.PrimaryTitle.GetRulerTitle].;;Im ganzen Reich hat sich die Nachricht verbreitet, dass [From.GetTitledFirstName] [FromFrom.GetTitledFirstName] für unfähig erklärt hat, den [From.PrimaryTitle.GetFullName] zu erben, obwohl das Gesetz des Landes besagt, dass [FromFrom.GetSheHe] es sollte. Jeder kennt den Grund, aber viele sagen, dass es nicht richtig zu sein scheint, dass das Gesetz ignoriert wird... sogar vom [From.PrimaryTitle.GetRulerTitle].;;;x
EVTOPTA_Plus_1101;Actually, [From.GetSheHe] IS the law;;Eigentlich ist [From.GetSheHe] das Gesetz;;;x
EVTOPTB_Plus_1101;I feel for [FromFrom.GetTitledFirstName], but that is how it is;;Ich fühle mit [From.GetTitledFirstName], aber so ist es nun einmal;;;x
EVTOPTC_Plus_1101;This is an outrage! [From.GetTitledFirstName] has no right!;;Das ist ein Skandal! [From.GetTitledFirstName] hat kein Recht!;;;x
EVTDESC_Plus_1105;[From.GetTitledFirstName] has declared you unfit to inherit [From.GetHerHis] titles, even though the laws of the [From.PrimaryTitle.GetFullName] say that I am. It is only [From.GetTitledFirstName]'s great prestige that allows this, although it is certain many of [From.GetHerHis] vassals would be sympathetic to your cause.;;[From.GetTitledFirstName] hat Euch für unfähig erklärt, [From.GetHerHis] Titel zu erben, obwohl die Gesetze des [From.PrimaryTitle.GetFullName] besagen, dass ich es bin. Nur das große Ansehen von [From.GetTitledFirstName] erlaubt dies, obwohl sicher viele von [From.GetHerHis] Vasallen mit Eurer Sache sympathisieren würden.;;;x
EVTOPTA_Plus_1105;Disappointing, but truly I am relieved;;Enttäuschend, aber ich bin wirklich erleichtert.;;;x
EVTOPTB_Plus_1105;Look for support in dealing with this outrage;;Sucht nach Unterstützung im Umgang mit diesem Skandal;;;x
EVTOPTC_Plus_1105;I will become [From.PrimaryTitle.GetRulerTitle], no matter what [From.GetSheHe] says!;;Ich werde [From.PrimaryTitle.GetRulerTitle] werden, egal was [From.GetSheHe] sagt!;;;x
EVTDESC_Plus_1106;My [Root.GetLordLady], I am certain you have heard the recent news regarding my disinheritance. I consider this an illegal act, and since I understand you to be sympathetic regarding my cause I will join your court while I consider my options. -- Yours in thanks, [From.GetTitledName];;Meine [Root.GetLordLady], ich bin sicher, Ihr habt die jüngsten Nachrichten über meine Enterbung gehört. Ich halte dies für einen illegalen Akt, und da ich davon ausgehe, dass Ihr meiner Sache wohlwollend gegenübersteht, werde ich mich Eurem Hof anschließen, während ich meine Möglichkeiten abwäge. -- Mit freundlichen Grüßen, [From.GetTitledName];;;x
EVTOPTA_Plus_1106;We are pleased to welcome [From.GetHerHim];;Wir freuen uns, [From.GetHerHim] willkommen zu heißen.;;;x
EVTOPTB_Plus_1106;If [From.GetSheHe] must come here, then so be it;;Wenn [From.GetSheHe] hierher kommen muss, dann soll es so sein;;;x
EVTDESC_Plus_1110;While you can barely understand in your current state, [From.GetTitledFirstName] has declared you unfit to inherit [From.GetHerHis] titles. People around you are talking about this, and some are angry, but it's simply too dizzying to think about.;;Obwohl Ihr es in Eurem derzeitigen Zustand kaum verstehen könnt, hat [From.GetTitledFirstName] Euch für unfähig erklärt, [From.GetHerHis] Titel zu erben. Die Leute um Sie herum reden darüber, und einige sind wütend, aber es ist einfach zu schwindelerregend, um darüber nachzudenken.;;;x
EVTOPTA_Plus_1110;Maybe it's for the best;;Vielleicht ist es das Beste;;;x
