#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#NON-LANDED
emperor_title_queen_mother_female;Empress Dowager;Impératrice douairière;Kaiserinwitwe;;Emperatriz viuda;;;;;;;;;x
emperor_title_queen_mother_female_german;Kaiserin Witwe;Kaiserin Witwe;Kaiserin Witwe;;Kaiserin Witwe;;;;;;;;;x
title_lord;Lord;Seigneur;Herr;;Lord;;;;;;;;;x
title_lord_female;Lady;Dame;Herrin;;Lady;;;;;;;;;x
title_lord_female_muslim;Iqta;Iqta;Iqta;;Iqta;;;;;;;;;x
title_lord_israelite;Adon;Adon;Adon;;Adon;;;;;;;;x
title_lord_jewish_group;Adon;Adon;Adon;;Adon;;;;;;;;;x
title_prince;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
title_prince_female;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
title_prince_female_iranian;Shahzadokth;Shahzadokth;Shahzadokth;;Shahzadokth;;;;;;;;;x
title_prince_female_saxon;Ætheling;Ætheling;Ætheling;;Ætheling;;;;;;;;;x
title_prince_iranian;Shahzada;Shahzada;Shahzada;;Shahzada;;;;;;;;;x
title_prince_saxon;Ætheling;Ætheling;Ætheling;;Ætheling;;;;;;;;;x
title_prince_west_african;Maghan;Maghan;Maghan;;Maghan;;;;;;;;;x
imperial_title_lord;Lord;Seigneur;Herr;;Lord;;;;;;;;;x
imperial_title_lord_female;Lady;Dame;Herrin;;Lady;;;;;;;;;x
imperial_title_lord_female_muslim;Iqta;Iqta;Iqta;;Iqta;;;;;;;;;x
imperial_title_lord_israelite;Adon;Adon;Adon;;Adon;;;;;;;;x
imperial_title_lord_jewish_group;Adon;Adon;Adon;;Adon;;;;;;;;;x
imperial_title_prince;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
imperial_title_prince_female;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
imperial_title_prince_iranian;Shahzada;Shahzada;Shahzada;;Shahzada;;;;;;;;;x
imperial_title_prince_female_iranian;Shahdokht;Shahdokht;Shahdokht;;Shahdokht;;;;;;;;;x
imperial_title_prince_saxon;Ætheling;Ætheling;Ætheling;;Ætheling;;;;;;;;;x
imperial_title_prince_west_african;Maghan;Maghan;Maghan;;Maghan;;;;;;;;;x
imperial_emperor_title_queen_mother_female;Empress Dowager;Impératrice douairière;Kaiserinwitwe;;Emperatriz viuda;;;;;;;;;x
imperial_emperor_title_queen_mother_female_german;Kaiserin Witwe;Kaiserin Witwe;Kaiserin Witwe;;Kaiserin Witwe;;;;;;;;;x
#PATRICIANS
family_palace_baron_arabic;Rais;Rais;Rais;;Rais;;;;;;;;;x
family_palace_baron_baltic;Magnate;Magnat;Magnat;;Magnate;;;;;;;;;x
family_palace_baron_celtic;Clan Chief;Chef de Clan;Clanchef;;Jefe del Clan;;;;;;;;;x
family_palace_baron_central_germanic;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;;;;;;;;;x
family_palace_baron_east_african;Pasha;Pasha;Pasha;;Pasha;;;;;;;;;x
family_palace_baron_east_slavic;Magnate;Magnat;Magnat;;Magnate;;;;;;;;;x
family_palace_baron_female_celtic;Lady;Dame;Frau;;Señora;;;;;;;;;x
family_palace_baron_female_central_germanic;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;;;;;;;;;
family_palace_baron_female_east_slavic;Lady;Dame;Frau;;Señora;;;;;;;;;x
family_palace_baron_female_finno_ugric;Lady;Dame;Frau;;Señora;;;;;;;;;x
family_palace_baron_female_iberian;Lady;Dame;Frau;;Señora;;;;;;;;;x
family_palace_baron_female_magyar;Lady;Dame;Frau;;Señora;;;;;;;;;x
family_palace_baron_female_polish;Lady;Dame;Frau;;Señora;;;;;;;;;x
family_palace_baron_female_prussian;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;;;;;;;;;
family_palace_baron_female_roman;Mater Familias;Mater Familias;Mater Familias;;Mater Familias;;;;;;;;;x
family_palace_baron_female_saxon;Lady;Dame;Frau;;Señora;;;;;;;;;x
family_palace_baron_female_west_germanic;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;;;;;;;;;x
family_palace_baron_female_west_slavic;Grand Burgheress;Grande Bourgeoise;Großbürgerin;;Gran Burguesa;;;;;;;;;
family_palace_baron_finno_ugric;Magnate;Magnat;Magnat;;Magnate;;;;;;;;;x
family_palace_baron_iberian;Grandee;Grandee;Grandee;;Grandee;;;;;;;;;x
family_palace_baron_iranian;Pasha;Pasha;Pasha;;Pasha;;;;;;;;;x
family_palace_baron_magyar;Magnate;Magnat;Magnat;;Magnate;;;;;;;;;x
family_palace_baron_north_germanic;Magnate;Magnat;Magnat;;Magnate;;;;;;;;;x
family_palace_baron_pagan_group;Elder;Ainé;Altere;;Saúco;;;;;;;;;x
family_palace_baron_polish;Magnate;Magnat;Magnat;;Magnate;;;;;;;;;x
family_palace_baron_prussian;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;;;;;;;;;x
family_palace_baron_roman;Pater Familias;Pater Familias;Pater Familias;;Pater Familias;;;;;;;;;x
family_palace_baron_saxon;Magnate;Magnat;Magnat;;Magnate;;;;;;;;;x
family_palace_baron_turkish;Pasha;Pasha;Pasha;;Pasha;;;;;;;;;x
family_palace_baron_west_african;Horon;Horon;Horon;;Horon;;;;;;;;;x
family_palace_baron_west_germanic;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;;;;;;;;;x
family_palace_baron_west_slavic;Grand Burgher;Grand Bourgeois;Großbürger;;Gran Burgués;;;;;;;;;x
#BARONS
baron;Baron;Baron;Baron;;Barón;;;;;;;;;x
baron_bulgar;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
baron_central_germanic;Burgrave;Burgrave;Burggraf;;Burgrave;;;;;;;;;x
baron_cuman;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
baron_female;Baroness;Baronne;Baronin;;Baronesa;;;;;;;;x
baron_female_israelite;Nagidah;Nagidah;Nagidah;;Nagidah;;;;;;;;x
baron_female_jewish_group;Nagidah;Nagidah;Nagidah;;Nagidah;;;;;;;;;x
baron_female_roman;Domina;Domina;Domina;;Domina;;;;;;;;;x
baron_iranian;Argbadh;Argbadh;Argbadh;;Argbadh;;;;;;;;;x
baron_israelite;Nagid;Nagid;Nagid;;Nagid;;;;;;;;x
baron_jewish_group;Nagid;Nagid;Nagid;;Nagid;;;;;;;;;x
baron_khazar;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
baron_mongol;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
baron_pecheneg;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
baron_polish;Castellan;Châtelain;Kastellan;;Castellán;;;;;;;;;;;x
baron_roman;Eques;Eques;Eques;;Eques;;;;;;;;;x
baron_saxon;Thegn;Thegn;Thegn;;Thegn;;;;;;;;;x
baron_somali;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x
baron_south_slavic;Baron;Baron;Baron;;Barón;;;;;;;;;x
baron_turkish;Timariot;Timariote;Timariot;;Timariots;;;;;;;;;x
baron_west_african;Ton-Tigui;Ton-Tigui;Ton-Tigui;;Ton-Tigui;;;;;;;;;x
imperial_baron;Baron;Baron;Baron;;Barón;;;;;;;;;x
imperial_baron_female;Baroness;Baroness;Baroness;;Baroness;;;;;;;;x
imperial_baron_bulgar;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
imperial_baron_central_germanic;Burgrave;Burgrave;Burggraf;;Burgrave;;;;;;;;;x
imperial_baron_cuman;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
imperial_baron_female_israelite;Nagidah;Nagidah;Nagidah;;Nagidah;;;;;;;;x
imperial_baron_female_jewish_group;Nagidah;Nagidah;Nagidah;;Nagidah;;;;;;;;;x
imperial_baron_female_roman;Domina;Domina;Domina;;Domina;;;;;;;;;x
imperial_baron_iranian;Argbadh;Argbadh;Argbadh;;Argbadh;;;;;;;;;x
imperial_baron_israelite;Nagid;Nagid;Nagid;;Nagid;;;;;;;;x
imperial_baron_jewish_group;Nagid;Nagid;Nagid;;Nagid;;;;;;;;;x
imperial_baron_khazar;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
imperial_baron_mongol;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
imperial_baron_pecheneg;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
imperial_baron_polish;Castellan;Châtelain;Kastellan;;Castellán;;;;;;;;;;;x
imperial_baron_roman;Eques;Eques;Eques;;Eques;;;;;;;;;x
imperial_baron_saxon;Thegn;Thegn;Thegn;;Thegn;;;;;;;;;x
imperial_baron_somali;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x
imperial_baron_south_slavic;Baron;Baron;Baron;;Barón;;;;;;;;;x
imperial_baron_turkish;Timariot;Timariote;Timariot;;Timariots;;;;;;;;;x
imperial_baron_west_african;Ton-Tigui;Ton-Tigui;Ton-Tigui;;Ton-Tigui;;;;;;;;;x
city_baron_female_israelite;Sar;Sar;Sar;;Sar;;;;;;;;x
city_baron_female_jewish_group;Sar;Sar;Sar;;Sar;;;;;;;;;x
city_baron_israelite;Sar;Sar;Sar;;Sar;;;;;;;;x
city_baron_jewish_group;Sar;Sar;Sar;;Sar;;;;;;;;;x
city_baron_north_germanic;Alderman;Alderman;Alderman;;Alderman;;;;;;;;;x
city_baron_roman;Praefectus;Praefectus;Praefectus;;Praefectus;;;;;;;;;x
city_baron_saxon;Reeve;Reeve;Reeve;;Reeve;;;;;;;;;x
city_baron_west_african;Dougou-Tigui;Dougou-Tigui;Dougou-Tigui;;Dougou-Tigui;;;;;;;;;x
city_baron_zoroastrian_group;Dihqan;Dihqan;Dihqan;;Dihqan;;;;;;;;;x
temple_baron_celtic_pagan;Druid;Druide;Druid;;Druid;;;;;;;;;x
temple_baron_celtic_pagan_reformed;Druid;Druide;Druid;;Druid;;;;;;;;;x
temple_baron_egyptian_pagan;Local Cult Leader;Dirigeant du Culte Local;Local Cult Leader;;Local Cult Leader;;;;;;;;;x
temple_baron_hellenic_pagan;Minor Pontiff;Mineure Pontife;Minor Pontiff;;Pontífice Minor;;;;;;;;x
temple_baron_fe,ale_hellenic_pagan;Minor Pontiff;Mineure Pontife;Minor Pontiff;;Pontífice Minor;;;;;;;;x
temple_baron_female_jewish_group;Rabbi;Rabbi;Rabbi;;Rabbi;;;;;;;;;x
temple_baron_female_norse_pagan;Gydja;Gydja;Gydja;;Gydja;;;;;;;;;x
temple_baron_female_norse_pagan_reformed;Gydja;Gydja;Gydja;;Gydja;;;;;;;;;x
temple_baron_female_pagan_group;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;x
temple_baron_female_promethean_pagan;Philosophoia;Philosophoia;Philosophoia;;Philosophoia;;;;;;;;;x
temple_baron_jewish_group;Rabbi;Rabbi;Rabbi;;Rabbi;;;;;;;;;x
temple_baron_mandaean;Tarmid;Tarmid;Tarmid;;Tarmid;;;;;;;;x
temple_baron_manichean;Bishop;Bishop;Bishop;;Bishop;;;;;;;;x
temple_baron_norse_pagan;Godi;Godi;Godi;;Godi;;;;;;;;;x
temple_baron_norse_pagan_reformed;Godi;Godi;Godi;;Godi;;;;;;;;;x
temple_baron_othodox;Eparch;Éparque;Eparchen;;Eparca;;;;;;;;;x
temple_baron_pagan_group;Priest;Prêtre;Priester;;Sacerdote;;;;;;;;;x
temple_baron_promethean_pagan;Philosophos;Philosophos;Philosophos;;Philosophos;;;;;;;;;x
temple_baron_yazidi;Sheikh;Sheikh;Sheikh;;Sheikh;;;;;;;;x
temple_baron_zoroastrian;Herbad;Herbad;Herbad;;Herbad;;;;;;;;x
temple_baron_zoroastrian;Mobad;Mobad;Mobad;;Mobad;;;;;;;;;x
tribal_baron;Elder;Aîné;Ältester;;Élder;;;;;;;;;x
tribal_baron_celtic;Prif;Prif;Prif;;Prif;;;;;;;;;x
#COUNTS
city_count_east_african;Mekonnen;Mekonnen;Mekonnen;;Mekonnen;;;;;;;;;x
city_count_east_slavic;Posadnik;Posadnik;Posadnik;;Posadnik;;;;;;;;;x
city_count_female;Lady;Dame;Frau;;Señora;;;;;;;;;x
city_count_female_israelite;Parnas;Parnas;Parnas;;Parnas;;;;;;;;x
city_count_female_jewish_group;Parnas;Parnas;Parnas;;Parnas;;;;;;;;;x
city_count_italian;Podesta;Podesta;Podesta;;Podesta;;;;;;;;;x
city_count_israelite;Parnas;Parnas;Parnas;;Parnas;;;;;;;;x
city_count_jewish_group;Parnas;Parnas;Parnas;;Parnas;;;;;;;;;x
city_count_north_germanic;Lagman;Lagman;Lagman;;Lagman;;;;;;;;;x
