#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_1402;[FromFrom.GetTitledFirstName] has asked for an audience with you: 'My [Root.GetLordLady], a vision of [Root.Religion.GetRandomGodName] came to me and commanded that I build a temple in [From.GetName]. I will need your help, however, for I'm uncertain I can complete this grand project on my own.';;[FromFrom.GetTitledFirstName] hat um eine Audienz bei Ihnen gebeten: Meine [Root.GetLordLady], eine Vision von [Root.Religion.GetRandomGodName] kam zu mir und befahl mir, einen Tempel in [From.GetName] zu bauen. Ich werde jedoch Eure Hilfe benötigen, denn ich bin mir nicht sicher, ob ich dieses große Projekt allein vollenden kann.';;;x
EVTOPTA_Plus_1402;Take this, and my blessing;;Nimm dies, und meinen Segen;;;x
EVTOPTB_Plus_1402;I shall appeal to the [Root.Religion.GetName] faithful on your behalf;;Ich werde mich in deinem Namen an die [Root.Religion.GetName] Gläubigen wenden.;;;x
EVTOPTC_Plus_1402;The lords and ladies of [Root.PrimaryTitle.GetName] will all help you;;Die Herren und Damen von [Root.PrimaryTitle.GetName] werden Euch alle helfen;;;x
EVTOPTD_Plus_1402;I can spare you nothing;;Ich kann Euch nichts ersparen;;;x
EVTOPTE_Plus_1402;I fear I can be of no help to you, [FromFrom.GetTitledFirstName];;Ich fürchte, ich kann Euch nicht helfen, [FromFrom.GetTitledFirstName];;;x
EVTDESC_Plus_1406;With the death of [From.GetTitledFirstName], so dies [From.GetHerHis] dream of building a new temple in [Root.PrimaryTitle.GetName]...;;Mit dem Tod von [From.GetTitledFirstName] stirbt auch [From.GetHerHis] Traum vom Bau eines neuen Tempels in [Root.PrimaryTitle.GetName]...;;;x
EVTDESC_Plus_1408_ruler;My [Root.GetLordLady],\nWould that I could continue construction of the new temple as planned, but my duties in [From.PrimaryTitle.GetName] take me away from such matters. If you can find another to take my place, I recommend that you do so.\n\nWith great respect,\n[From.GetTitledName];;Meine [Root.GetLordLady],\nwollte, dass ich den Bau des neuen Tempels wie geplant fortsetzen könnte, aber meine Pflichten in [From.PrimaryTitle.GetName] halten mich von solchen Angelegenheiten ab. Wenn Ihr einen anderen finden könnt, der meinen Platz einnimmt, empfehle ich Euch, dies zu tun.\n\nMit großem Respekt,\n[From.GetTitledName];;;x
EVTDESC_Plus_1408_incapable;While the construction of the new temple has been ongoing, it seems that [From.GetTitledFirstName] is no longer in any condition to continue it. Many fear that unless [From.GetSheHe] miraculously recovers [From.GetHerHis] mind or someone else is found to take [From.GetHerHis] place, the project will never finish.;;Der Bau des neuen Tempels wurde zwar fortgesetzt, aber es scheint, dass [From.GetTitledFirstName] nicht mehr in der Lage ist, ihn fortzusetzen. Viele befürchten, dass das Projekt niemals fertiggestellt wird, wenn [From.GetSheHe] nicht auf wundersame Weise [From.GetHerHis] Geist wiedererlangt oder jemand anderes gefunden wird, der [From.GetHerHis] Platz einnimmt.;;;x
EVTDESC_Plus_1408_prison;[From.GetTitledFirstName]'s imprisonment has halted all construction of the new temple. The people are quickly scattering to the winds, returning to their homes...unless someone appears to take [From.GetTitledFirstName]'s place, all hope of it finishing will be lost.;;Die Inhaftierung von [From.GetTitledFirstName] hat den Bau des neuen Tempels zum Stillstand gebracht. Die Menschen zerstreuen sich schnell in alle Winde und kehren in ihre Häuser zurück ... wenn nicht jemand auftaucht, der den Platz von [From.GetTitledFirstName] einnimmt, ist alle Hoffnung auf seine Fertigstellung verloren.;;;x
