#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
byzantine_vassalize_desc;§Y$CLAIMANT$§! can use this Casus Belli to subjugate the §Y$TITLE$§! as a rightful part of the Roman Empire, either forcing the holder to become a vassal or seizing the title if they cannot become one. If the §Y$TITLE$§! is not held, all de jure counties in §Y$TARGET$§!'s realm will either be vassalized or seized.;;§Y$CLAIMANT$§! kann diesen Casus Belli nutzen, um den §Y$TITLE$§! als rechtmäßigen Teil des Römischen Reiches zu unterwerfen, indem er entweder den Inhaber zwingt, ein Vasall zu werden, oder den Titel beschlagnahmt, wenn er es nicht werden kann. Wenn der §Y$TITLE$§! nicht gehalten wird, werden alle de jure Grafschaften im Reich des §Y$TARGET$§! entweder vasallisiert oder beschlagnahmt.;;;x
carolingian_manifest_destiny_desc;My manifest destiny allows me to invade §Y$TARGET$§!. If successful, everything §Y$TARGET$§! controls within the §Y$TITLE$§! will be taken or vassalized.;Ma destinée manifeste me donne le droit d'envahir §Y$TARGET$§!. En cas de réussite, tout territoire contrôlé par §Y$TARGET$§! au sein du/de la §Y$TITLE$§! sera capturé ou vassalisé.;Mein offenkundiges Schicksal erlaubt es mir, in §Y$TARGET$§! einzufallen. Im Erfolgsfall wird alles, was §Y$TARGET$§! innerhalb des §Y$TITLE$§! kontrolliert, eingenommen oder vasallisiert.;;Mi destino manifiesto me permite invadir §Y$TARGET$§!. De tener éxito, todo lo que §Y$TARGET$§! controla en los §Y$TITLE$§! Será tomado o avasallado.;x
carolingian_reconquest_desc;The Carolingian Empire must be restored! §Y$CLAIMANT$§! may use this Casus Belli to seize all titles held by §Y$TARGET$§! within the de jure §Y$TITLE$§!, with the goal of rebuilding the Holy Roman Empire which has so recently been lost.;The Carolingian Empire must be restored! §Y$CLAIMANT$§! may use this Casus Belli to seize all titles held by §Y$TARGET$§! within the de jure §Y$TITLE$§!, with the goal of rebuilding the Holy Roman Empire which has so recently been lost.;Das Karolingische Reich muss wiederhergestellt werden! §Y$CLAIMANT$§! kann diesen Casus Belli nutzen, um alle von §Y$TARGET$§! gehaltenen Titel innerhalb des de jure §Y$TITLE$§! an sich zu reißen, mit dem Ziel, das Heilige Römische Reich wiederherzustellen, das vor so kurzer Zeit verloren gegangen ist.;;;x
CB_NAME_BYZANTINE_CONQUEST;Imperial Subjugation of [Title.GetBaseName];Assujettissement impérial;Kaiserliche Unterwerfung von [Title.GetBaseName];;;x
CB_NAME_CAROLINGIAN;Carolingian Reconquest of [Title.GetBaseName];Reconquête Impériale de [Title.GetBaseName];Karolingische Rückeroberung von [Title.GetBaseName];;Reconquista imperial del [Title.GetBaseName];x
CB_NAME_COASTAL_REPUBLIC;Seize the Coast of [Title.GetBaseName];S'emparer du Bourg costier de [Title.GetBaseName];Eroberung der Küste von [Title.GetBaseName];;Arrasar la ciudad de [Title.GetBaseName];x
CB_NAME_CONTESTEDCLAIM;Contest [Title.GetName];Contester [Title.GetName];Kampf gegen [Title.GetName];;;x
CB_NAME_DECADENCE_UPRISING;Decadence Uprising;Soulèvement Décadence;Dekadenz-Aufstand;;Alzamiento de Decadencia;x
CB_NAME_FREE_FAMILY;Liberate Family Members;Libérer les membres de la famille;Familienmitglieder befreien;;Liberate Family Members;x
CB_NAME_HELLENIC_LIBERATION;Liberation of [Title.GetBaseName];Libération de [Title.GetBaseName];Befreiung von [Title.GetBaseName];;Liberation of [Title.GetBaseName];x
CB_NAME_HERETIC_UPRISING;[Title.Duchy.GetAdjective] [Actor.Religion.GetName] Uprising;Soulèvement [Actor.Religion.GetName];[Title.Duchy.GetAdjective] [Actor.Religion.GetName] Aufstand;;Alzamiento de [Actor.Religion.GetName];x
CB_NAME_ITALIAN_RECONQUEST;[Actor.Religion.GetName] Reconquest of [Title.GetBaseName];[Actor.Religion.GetName] Reconquête de [Title.GetBaseName] par des aventuriers;[Actor.Religion.GetName] Rückeroberung von [Title.GetBaseName];;[Actor.Religion.GetName] Reconquista de [Title.GetBaseName];x
CB_NAME_LIBERATE_NOMAD;Conquer [Title.GetBaseName];Libérer [Title.GetBaseName];Eroberung [Title.GetBaseName];;Liberar el [Title.GetBaseName] ;x
CB_NAME_RECONQUISTA;Reconquista of [Title.GetBaseName];Guerre Sainte pour [Title.GetName];Rückeroberung von [Title.GetBaseName];;Guerra Santa por [Title.GetBaseName];x
CB_NAME_RESTORE_PAPACY;Restore the Papacy;Restaurer la papauté;Wiederherstellung des Papsttums;;;x
CB_NAME_RESTOREBYZANTIUM;Restore Byzantium;Restaurer Byzance;Wiederherstellung von Byzanz;;;x
