#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
altaic_pagan;Altaic;Altaïque;Altaic;;Altaic;;;;;;;;;x
aten_pagan;Atenic;Atonien(ne);Atenic;;Atenic;;;;;;;;;
aten_pagan_DESC;The Atenic religion is a proto-monotheistic religion that split off from Kemetism. Originally founded by the pharaoh Akhenaten, this heresy usurped the position of supreme god, typically held by Amun, with Aten. In addition, this heresy completely disowns the other Kemetic gods in complete favour of Aten. The heresy died out shortly after Akhenaten's death.;Le culte d'Aton est une religion proto-monothéiste qui dérive du Kémitisme. Fondée par le pharaon Akhénaton, cette hérésie plaça Aton en position de dieu supresme, au lieu de l'habituel Amon. De plus, cette hérésie balaie complètement les aultres dieux kémites en faveur d'Aton. L'hérésie disparut peu de temps après le trépas d'Akhénaton.;The Atenic religion is a proto-monotheistic religion that split off from Kemetism. Founded by the pharaoh Akhenaten, this heresy usurped the position of supreme god, typically held by Amun, with Aten. In addition, this heresy completely disowns the other Kemetic gods in complete favour of Aten. The heresy died out shortly after Akhenaten's death.;;The Atenic religion is a proto-monotheistic religion that split off from Kemetism. Founded by the pharaoh Akhenaten, this heresy usurped the position of supreme god, typically held by Amun, with Aten. In addition, this heresy completely disowns the other Kemetic gods in complete favour of Aten. The heresy died out shortly after Akhenaten's death.;;;;;;;;;
BOOK_OF_THE_DEAD;Book of the Dead;Book of the Dead;Book of the Dead;;Book of the Dead;;;;;;;;;x
aztec_group;Mesoamerican;Mésoaméricain;Mesoamerican;;Mesoamerican;;;;;;;;;x
aztec_pagan;Aztec;Aztèque;Azteke;;Aztec;;;;;;;;;x
aztec_pagan_reformed;Reformed Aztec;Aztèque Réformé;Reformed Azteke;;Reformed Aztec;;;;;;;;;x
baltic_pagan;Baltic;Balte;Baltic;;Baltic;;;;;;;;;x
bektashi;Zaydi;Zaïdite;Zaidi;;Zaydi;;;;;;;;;x
bektashi_DESC;Bektashism is a Sufi mystic order whose central tenet is the Wahdat-ul-Wujood - the single unified entity Allah-Muhammed-Ali. In the game it is regarded as a heresy. Defining features in-game:\n§Y*§! Muslim rulers can - and are expected to have - multiple wives\n§Y*§! Mosque Holdings can be held by anyone without penalty\n§Y*§! Muslim dynasties grow decadent unless the men have enough land and win wars;Le Bektashisme est un ordre mystique soufi dont le principe central est le Wahdat-ul-Wujood - l'affirmation qu'il n'y a que Dieu qui est, en plus de leur vénération de l'Imam Ali. C'est considéré comme une hérésie dans le jeu. Dans le jeu :\n§Y*§! Les dirigeants musulmans peuvent (et sont censés) avoir plusieurs femmes\n§Y*§! Les mosquées peuvent estre détenues par quiconque sans pénalité\n§Y*§! Les dynasties musulmanes deviennent décadentes, sauf si les hommes ont assez de terres et qu'ils gagnent des guerres;Bestimmende Merkmale im Spiel:\n§Y*§! Muslimische Herrscher können und sollten mehrere Ehefrauen haben\n§Y*§! Moschee-Liegenschaften können von Jedem ohne Strafe gehalten werden\n§Y*§! Muslimische Dynastien werden mit der Zeit dekadent, außer die Männer besitzen ausreichend Land und gewinnen Kriege;;Definiendo características del juego:\n§Y*§! Los gobernantes Musulmanes pueden tener (y se espera que tengan) varias esposas\n§Y*§! Las Celebraciones en la Mezquita pueden ser celebradas por cualquier persona sin cargos\n§Y*§! Las dinastías Musulmanas se vuelven decadentes a menos que los hombres tengan suficiente tierra y ganen guerras;;;;;;;;;x
build_pyramid;Build a Pyramid;Construire une Pyramide;Build a Pyramid;;Build a Pyramid;;;;;;;;;
build_pyramid_desc;Build yourself a mighty tomb;Vous construire une tombe majestueuse;Build yourself a mighty tomb;;Build yourself a mighty tomb;;;;;;;;;
catholic_mend_great_schism;Mend the Great Schism;Mettre fin au Grand Schisme;Heile das Große Schisma;;Reparar el Gran Cisma;;;;;;;;;x
catholic_mend_great_schism_desc;The Great Schism saw the Christian Church divided into two branches, but if all five of the episcopal sees of the Pentarchy could be restored under the papal authority of the Catholic faith, there may be a chance to finally reunite Christendom.;Le Grand Schisme a vu l'Eglise Chrétienne se diviser en deux branches, mais si tous les cinq sièges épiscopaulx de la Pentarchie étaient restaurés sous l'autorité papale de la foi catholique, il y aurait une chance d'enfin réunifier la Chrétienté.;The Great Schism saw the Christian Church divided into two branches, but if all five of the episcopal sees of the Pentarchy could be restored under the papal authority of the Catholic faith, there may be a chance to finally reunite Christendom.;;The Great Schism saw the Christian Church divided into two branches, but if all five of the episcopal sees of the Pentarchy could be restored under the papal authority of the Catholic faith, there may be a chance to finally reunite Christendom.;;;;;;;;;x
celtic_pagan;Celtic;Celte;Celtic;;Celtic;;;;;;;;;x
celtic_pagan_DESC;Celtic paganism claims to be one of the last surviving branches of the ancient druidic belief systems. A pantheon of gods and a world full of spirits, the children of Dana rule the Skies, the Earth and the Otherworld. The main gods are Dana and Nuada, Angus, the god of Youth, Macha, the horse goddess, the great Daghda, Manannan mac Lir, the Sea God and Lugh of the Long Spear. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Celtic Pagan faith can be Reformed;Le paganisme celte est l'une des dernières branches survivantes des anciens systèmes de croyances druidiques. Un panthéon de dieux et un monde rempli d'esprits, les enfants de Dana gouvernent le Ciel, la Terre et l'Aultre Monde. Les principaulx dieux sont Dana et Nuada, Angus, le dieu de la Jeunesse, Macha, la déesse du Cheval, le Grand Daghda, Manannasn Mac Lir, le Dieu de la Mer et Lugh de la Grande Lance. Caractéristiques en jeu la définition: \n§Y*§! Peult attaquer les voisins pour les piller \n§Y*§! Les non-païens sans technologie avancée ont une très faible limite d'approvisionnement dans les terres païennes \n§Y*§! Peult déclarer des guerres d'Assujettissement contre tous les aultres païens \n§Y*§! Seul le mode de succession de Partage Salique est disponible \n§Y*§! Les chefs païens ne peuvent point déclarer de Guerres Saintes \n§Y*§! Inférieur en conversion et vulnérables aulx missionnaires non-païens \n§Y*§! Les chefs païens perdent du Prestige s'ils sont en paix depuis trop longtemps \n§Y*§! La foi païenne celte peult estre réformée;Celtic Heidentum ist eine der letzten überlebenden Zweige der alten druidic Glaubenssysteme. Ein Pantheon der Götter und eine Welt voller Geister, regieren die Kinder Dana den Himmel, die Erde und der Anderswelt. Die wichtigsten Götter sind Dana und Nuada, Angus, der Gott der Jugend, Macha, das Pferd Göttin, der große Daghda, Manannan mac Lir, das Meer und Gott Lugh des Long Spear. Definieren von Eigenschaften im Spiel: \n§Y*§! Kann Nachbarn Beute überfallen \n§Y*§! Low-Tech-nicht-Heiden haben eine sehr niedrige Versorgung Grenze in Pagan Kreise \n§Y*§! Kann Unterwerfung Kriege gegen alle anderen Heiden erklären \n§Y*§! Lineale sind Gavelkind Succession begrenzt \n§Y*§! Lineale kann nicht erklären, Holy Wars \n§Y*§! Minderwertige bei Umwandlung und anfällig für nicht-heidnische Missionare \n§Y*§! Lineale verlieren Prestige, wenn in Frieden zu lange \n§Y*§! Die celtic Pagan Glauben reformiert werden;;Celtic paganism is one of the last surviving branches of the ancient druidic belief systems. A pantheon of gods and a world full of spirits, the children of Dana rule the Skies, the Earth and the Otherworld. The main gods are Dana and Nuada, Angus, the god of Youth, Macha, the horse goddess, the great Daghda, Manannan mac Lir, the Sea God and Lugh of the Long Spear. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! Low-tech non-pagans have very low Supply Limit in Pagan counties\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Rulers are limited to Gavelkind Succession\n§Y*§! Rulers cannot declare Holy Wars\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries\n§Y*§! Rulers lose Prestige if at peace for too long\n§Y*§! The Celtic Pagan faith can be Reformed;;;;;;;;;x
celtic_pagan_reformed;Tuatha;Tuatha;Tuatha;;Tuatha;;;;;;;;;x
celtic_pagan_reformed_DESC;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;La foi celte réformée a une liturgie standardisée gravée sur les nombreuses pierres levées dans les Isles Britanniques, narrant l'histoire de Don et de ses enfants. Elle est dirigée par le Cercle des Druides avec l'Archidruide comme dirigeant religieux des croyants. Caractéristiques dans le jeu :\n§Y*§! Peult raider ses voisins pour les piller \n§Y*§! L'Archidruide peult lancer de Grandes Guerres Saintes;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;;;;;;;;;x
celtic_ways;Celtic Rites;Rites Celtes;Celtic Rites;;Celtic Rites;;;;;;;;;x
celtic_ways_desc;This character has taken up ancient celtic traditions.;Ce personnage s'est mis aulx anciennes traditions celtes.;This character has taken up ancient celtic traditions.;;This character has taken up ancient celtic traditions.;;;;;;;;;x
ebionite;Antinomian;Antinomien;Antinomian;;Antinomian;;;;;;;;;x;;
ebionite_DESC;The Ebionite religion. Defining features in-game:;La religion ébionite. Caractéristiques en jeu :;The Jewish religion. Defining features in-game: \n§Y*§! Can have a religious head if Israel is retaken;;The Jewish religion. Defining features in-game: \n§Y*§! Can have a religious head if Israel is retaken;;;;;;;;;x
egyptian_pagan;Kemetic;Kémite;Kemetic;;Kemetic;;;;;;;;;
egyptian_pagan_DESC;The Kemetic religion is polytheistic, with a large selection of gods and cults. It originated in ancient Egypt and with the conquests of the Egyptian empire, it would go on to become the dominant religion in the middle east until the rise of the Roman empire. Defining features in-game: \n§Y*§! Rulers can declare Holy Wars\n§Y*§! Can proselytize pagan religions \n§Y*§! Can restore Luxor Temple \n§Y*§! Can construct pyramids;La religion kémite est polythéiste, avec un grand nombre de dieux et de cultes. Elle est née dans l'Ancienne Egypte et s'étendit avec les conquestes de l'Empire Egyptien, au point de devenir la religion dominante au Moyen-Orient jusqu'à l'avènement de l'Empire Romain. Caractéristiques en jeu : \n§Y*§! Les dirigeants peuvent lancer des Guerres Saintes\n§Y*§! Peult répandre sa religion chez les Païens \n§Y*§! Peult restaurer le Temple de Luxor \n§Y*§! Peult construire des Pyramides;The Kemetic religion is polytheistic, with a large selection of gods and cults. It originated in ancient Egypt and with the conquests of the Egyptian empire, it would go on to become the dominant religion in the middle east until the rise of the Roman empire. Defining features in-game: \n§Y*§! Rulers can declare Holy Wars\n§Y*§! Can proselytize pagan religions \n§Y*§! Can restore Luxor Temple \n§Y*§! Can construct pyramids;;The Kemetic religion is polytheistic, with a large selection of gods and cults. It originated in ancient Egypt and with the conquests of the Egyptian empire, it would go on to become the dominant religion in the middle east until the rise of the Roman empire. Defining features in-game: \n§Y*§! Rulers can declare Holy Wars\n§Y*§! Can proselytize pagan religions \n§Y*§! Can restore Luxor Temple \n§Y*§! Can construct pyramids;;;;;;;;;
finnish_pagan;Finnic;Finnois;Finnic;;Finnic;;;;;;;;;x
GOD_ADONAI;Adonai;Adonai;Adonai;;Adonai;;;;;;;;;x;;
GOD_AMANAETH;Amanaeth;Amanaeth;Amanaeth;;Amanaeth;;;;;;;;;x;;
GOD_AMAUNET;Amaunet;Amaunet;Amaunet;;Amaunet;;;;;;;;;;;
GOD_AMON;Amon;Amon;Amon;;Amon;;;;;;;;;;;
GOD_ANGUS;Angus mac Og;Angus mac Og;Angus mac Og;;Angus mac Og;;;;;;;;;x;;
GOD_APOLLO;Apollo;Apollon;Apollon;;Apolo;;;;;;;;;x;;
GOD_ATEN;Aten;Aton;Aten;;Aten;;;;;;;;;
GOD_BELI;Beli Mawr;Beli Mawr;Beli Mawr;;Beli Mawr;;;;;;;;;x;;
GOD_CERES;Ceres;Cérès;Ceres;;Ceres;;;;;;;;;x;;
GOD_CERES_byzantine;Demeter;Déméter;Demeter;;Deméter;;;;;;;;;x;;
GOD_DAGHDA;The Daghda;le Daghda;Die Daghda;;The Daghda;;;;;;;;;x;;
GOD_DANA;Dana;Dana;Dana;;Dana;;;;;;;;;x;;
GOD_DIANA;Diana;Diane;Diana;;Diana;;;;;;;;;x;;
GOD_DIANA_byzantine;Artemis;Artémis;Artemis;;Artemisa;;;;;;;;;x;;
GOD_EARTH;Don;Don;Don;;Don;;;;;;;;;x;;
GOD_HASHEM;Hashem;Hashem;Hashem;;Hashem;;;;;;;;;x;;
GOD_HAUHET;Hauhet;Hauhet;Hauhet;;Hauhet;;;;;;;;;;;
GOD_HEH;Heh;Heh;Heh;;Heh;;;;;;;;;;;
GOD_JUNO;Juno;Junon;Juno;;Juno;;;;;;;;;x;;
GOD_JUNO_byzantine;Hera;Héra;Hera;;Hera;;;;;;;;;x;;
GOD_JUPITER;Jupiter;Jupiter;Jupiter;;Júpiter;;;;;;;;;x;;
GOD_JUPITER_byzantine;Zeus;Zeus;Zeus;;Zeus;;;;;;;;;x;;
GOD_KAUKET;Kauket;Kauket;Kauket;;Kauket;;;;;;;;;;;
GOD_KEK;Kek;Kek;Kek;;Kek;;;;;;;;;;;
GOD_LLEU;Lleu;Lleu;Lleu;;Lleu;;;;;;;;;x;;
GOD_LUGH;Lugh;Lugh;Lugh;;Lugh;;;;;;;;;x;;
GOD_MACHA;Macha;Macha;Macha;;Macha;;;;;;;;;x;;
GOD_MANANNAN;Manannan mac Lir;Manannan mac Lir;Manannan mac Lir;;Manannan mac Lir;;;;;;;;;x;;
GOD_MANAWYDAN;Manawydan;Manawydan;Manawydan;;Manawydan;;;;;;;;;x;;
GOD_MARS;Mars;Mars;Mars;;Marte;;;;;;;;;x;;
GOD_MARS_byzantine;Ares;Arès;Ares;;Ares;;;;;;;;;x;;
GOD_MERCURY;Mercury;Mercure;Mercurius;;Mercurio;;;;;;;;;x;;
GOD_MERCURY_byzantine;Hermes;Hermès;Hermes;;Hermes;;;;;;;;;x;;
GOD_MINERVA;Minerva;Minerve;Minerva;;Minerva;;;;;;;;;x;;
GOD_MINERVA_byzantine;Athena;Athéna;Athene;;Atenea;;;;;;;;;x;;
GOD_MITHRAS;Mithras;Mithras;Mithras;;Mithras;;;;;;;;x;;;
GOD_NAUNET;Naunet;Naunet;Naunet;;Naunet;;;;;;;;;;;
GOD_NEPTUNE;Neptune;Neptune;Neptun;;Neptuno;;;;;;;;;x;;
GOD_NEPTUNE_byzantine;Poseidon;Poséidon;Poseidon;;Poseidón;;;;;;;;;x;;
GOD_NUADA;Nuada;Nuada;Nuada;;Nuada;;;;;;;;;x;;
GOD_NUN;Nun;Nun;Nun;;Nun;;;;;;;;;;;
GOD_PERSEPHONE;Persephone;Perséphone;Persephone;;Persephone;;;;;;;;x;
GOD_RHIANNON;Rhiannon;Rhiannon;Rhiannon;;Rhiannon;;;;;;;;;x;;
GOD_SKY;Lud;Lud;Lud;;Lud;;;;;;;;;x;;
GOD_SPENTA_MAINYU;Spenta Mainyu;Spenta Mainyu;Spenta Mainyu;;Spenta Mainyu;;;;;;;;;x;;
GOD_VENUS;Venus;Vénus;Venus;;Venus;;;;;;;;;x;;
GOD_VENUS_byzantine;Aphrodite;Aphrodite;Aphrodite;;Afrodita;;;;;;;;;x;;
GOD_VESTA;Vesta;Vesta;Vesta;;Vesta;;;;;;;;;x;;
GOD_VESTA_byzantine;Hestia;Hestia;Hestia;;Hestia;;;;;;;;;x;;
GOD_VULCAN;Vulcan;Vulcain;Vulcanus;;Vulcano;;;;;;;;;x;;
GOD_VULCAN_byzantine;Hephaestus;Héphaïstos;Hephaistos;;Hefesto;;;;;;;;;x;;
hellenic_pagan_DESC;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Greece and with the conquests of Alexander the Great and the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom. Defining features in-game: \n§Y*§! Rulers can declare Holy Wars\n§Y*§! Can proselytize pagan religions \n§Y*§! Can reform the Pontifex Maximus;La religion Hellénique est polythéiste, avec un panthéon de douze dieux majeurs incluant Jupiter, Mars, Mercure, Vénus, Minerve et Vesta. Elle est née en Grèce Antique et devint la religion dominante du monde méditerrannéen avec les conquestes d'Alexandre le Grand et de l'Empire Romain, jusqu'à la naissance du christianisme. Caractéristiques en jeu : \n§Y*§! Les dirigeants peuvent lancer des Guerres Saintes\n§Y*§! Peult propager sa religion chez les Païens \n§Y*§! Peult reformer le Pontifex Maximus;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Greece and with the conquests of Alexander the Great and the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom. Defining features in-game: \n§Y*§! Rulers can declare Holy Wars\n§Y*§! Can proselytize pagan religions \n§Y*§! Can reform the Pontifex Maximus;;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Greece and with the conquests of Alexander the Great and the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom. Defining features in-game: \n§Y*§! Rulers can declare Holy Wars\n§Y*§! Can proselytize pagan religions \n§Y*§! Can reform the Pontifex Maximus;;;;;;;;;x
jewish;Jewish;Juif;Jüdisch;;Jewish;;;;;;;;;x;;
jewish_DESC;Judaism is the religion, philosophy and way of life of the Jewish people. Judaism, the oldest major monotheistic religion, draws its major inspiration from the Hebrew Tanakh. Jewish concepts are also explored in later texts like the Talmud. Judaism is considered by Jews to be the covenantal relationship Yahweh established with the Children of Israel. Defining features: \n§Y*§! Can have a religious head (the Kohen Gadol) if Israel is retaken;Le Judaïsme est la religion, philosophie et manière de vivre des Juifs. Plus ancienne des religions monothéistes majeures, le Judaïsme tire son inspiration en grande partie de l'Hébreu Tanakh. Les concepts du judaïsme sont aussi discutés dans des textes appurus plus tard comme le Talmud. Le judaïsme est considéré par les Juifs comme l'alliance conclue par Yahvé avec les Enfants d'Israel. Caractéristiques en jeu : \n§Y*§! Peut avoir un dirigeant religieux si Israel est reconquis.;The Jewish religion. Defining features in-game: \n§Y*§! Can have a religious head if Israel is retaken;;The Jewish religion. Defining features in-game: \n§Y*§! Can have a religious head if Israel is retaken;;;;;;;;;x
jewish_group;Judaic;Juif;Jüdisch;;Judaic;;;;;;;;;x;;
mend_great_schism_miaphysite;Mend the Great Schism;Mettre fin au Grand Schisme;Heile das Große Schisma;;Reparar el Gran Cisma;;;;;;;;;x
