#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
b_aberdaron_fic;Aberdaron;;;;;x
b_aberdaron_fic_adj;Aberdaron;;;;;x
b_abeshler_fic;Abeshler;;;;;x
b_abeshler_fic_adj;Abeshler;;;;;x
b_abonunkomu_fic;Abonunkomu;;;;;x
b_abonunkomu_fic_adj;Abonunkomu;;;;;x
b_abu_funduq_fic;Abu Funduq;;;;;x
b_abu_funduq_fic_adj;Abu Funduq;;;;;x
b_abu_gurr_fic;Abu Gurr;;;;;x
b_abu_gurr_fic_adj;Abu Gurr;;;;;x
b_achuia_fic;Achuia;;;;;x
b_achuia_fic_adj;Achuia;;;;;x
b_acquapendente_fic;Acquapendente;;;;;x
b_acquapendente_fic_adj;Acquapendente;;;;;x
b_adderbury_fic;Adderbury;;;;;x
b_adderbury_fic_adj;Adderbury;;;;;x
b_adum_fic;Adum;;;;;x
b_adum_fic_adj;Adum;;;;;x
b_afiere_fic;Afiere;;;;;x
b_afiere_fic_adj;Afiere;;;;;x
b_agam_fic;Agam;;;;;x
b_agam_fic_adj;Agam;;;;;x
b_agbome_fic;Agbome;;;;;x
b_agbome_fic_adj;Agbome;;;;;x
b_agelli_fic;Agelli;;;;;x
b_agelli_fic_adj;Agelli;;;;;x
b_aghmed_fic;Aghmed;;;;;x
b_aghmed_fic_adj;Aghmed;;;;;x
b_agona_fic;Agona;;;;;x
b_agona_fic_adj;Agona;;;;;x
b_ait_mahmoud_fic;Ait Mahmoud;;;;;x
b_ait_mahmoud_fic_adj;Ait Mahmoud;;;;;x
b_ajeso_fic;Ajeso;;;;;x
b_ajeso_fic_adj;Ajeso;;;;;x
b_akantamansu_fic;Akantamansu;;;;;x
b_akantamansu_fic_adj;Akantamansu;;;;;x
b_ako_fic;Ako;;;;;x
b_ako_fic_adj;Ako;;;;;x
b_akureyrarkirkja_fic;Akureyrarkirkja;;;;;x
b_akureyrarkirkja_fic_adj;Akureyrarkirkja;;;;;x
b_akutuase_fic;Akutuase;;;;;x
b_akutuase_fic_adj;Akutuase;;;;;x
b_akyemfu_fic;Akyemfu;;;;;x
b_akyemfu_fic_adj;Akyemfu;;;;;x
b_al_baraqna_fic;Al Baraqna;;;;;x
b_al_baraqna_fic_adj;Al Baraqna;;;;;x
b_al_jazirah_fic;Al Jazirah;;;;;x
b_al_jazirah_fic_adj;Al Jazirah;;;;;x
b_al_kiter_balla_fic;Al Kiter Balla;;;;;x
b_al_kiter_balla_fic_adj;Al Kiter Balla;;;;;x
b_al_kuduk_fic;Al Kuduk;;;;;x
b_al_kuduk_fic_adj;Al Kuduk;;;;;x
b_al_rudud_fic;Al Rudud;;;;;x
b_al_rudud_fic_adj;Al Rudud;;;;;x
b_aldbourne_fic;Aldbourne;;;;;x
b_aldbourne_fic_adj;Aldbourne;;;;;x
b_alfafara_fic;Alfafara;;;;;x
b_alfafara_fic_adj;Alfafara;;;;;x
b_alhamilla_fic;Alhamilla;;;;;x
b_alhamilla_fic_adj;Alhamilla;;;;;x
b_aliou_lahcen_fic;Aliou Lahcen;;;;;x
b_aliou_lahcen_fic_adj;Aliou Lahcen;;;;;x
b_altilia_fic;Altilia;;;;;x
b_altilia_fic_adj;Altilia;;;;;x
b_ambodisatrambe_fic;Ambodisatrambe;;;;;x
b_ambodisatrambe_fic_adj;Ambodisatrambe;;;;;x
b_andalucia_fic;Andalucia;;;;;x
b_andalucia_fic_adj;Andalucia;;;;;x
b_andranobe_fic;Andranobe;;;;;x
b_andranobe_fic_adj;Andranobe;;;;;x
b_andranomovo_fic;Andranomovo;;;;;x
b_andranomovo_fic_adj;Andranomovo;;;;;x
b_ankerbae_fic;Ankerbae;;;;;x
b_ankerbae_fic_adj;Ankerbae;;;;;x
b_antsakoapito_fic;Antsakoapito;;;;;x
b_antsakoapito_fic_adj;Antsakoapito;;;;;x
b_arara_fic;Arara;;;;;x
b_arara_fic_adj;Arara;;;;;x
b_araux_fic;Araux;;;;;x
b_araux_fic_adj;Araux;;;;;x
b_arefen_fic;Arefen;;;;;x
b_arefen_fic_adj;Arefen;;;;;x
b_arekebu_fic;Arekebu;;;;;x
b_arekebu_fic_adj;Arekebu;;;;;x
b_ashegoda_fic;Ashegoda;;;;;x
b_ashegoda_fic_adj;Ashegoda;;;;;x
b_asiago_fic;Asiago;;;;;x
b_asiago_fic_adj;Asiago;;;;;x
b_asperjoc_fic;Asperjoc;;;;;x
b_asperjoc_fic_adj;Asperjoc;;;;;x
b_aspres_fic;Aspres;;;;;x
b_aspres_fic_adj;Aspres;;;;;x
b_assagalla_fic;Assagalla;;;;;x
b_assagalla_fic_adj;Assagalla;;;;;x
b_asuchuali_fic;Asuchuali;;;;;x
b_asuchuali_fic_adj;Asuchuali;;;;;x
b_avi_fic;Avi;;;;;x
b_avi_fic_adj;Avi;;;;;x
b_ax_fic;Ax;;;;;x
b_ax_fic_adj;Ax;;;;;x
b_azarouane_fic;Azarouane;;;;;x
b_azarouane_fic_adj;Azarouane;;;;;x
b_baa_fic;Baa;;;;;x
b_baa_fic_adj;Baa;;;;;x
b_baitok_fic;Baitok;;;;;x
b_baitok_fic_adj;Baitok;;;;;x
b_bala_fic;Bala;;;;;x
b_bala_fic_adj;Bala;;;;;x
b_balinluig_fic;Balinluig;;;;;x
b_balinluig_fic_adj;Balinluig;;;;;x
b_ballyboghill_fic;Ballyboghill;;;;;x
b_ballyboghill_fic_adj;Ballyboghill;;;;;x
b_ballyhillin_fic;Ballyhillin;;;;;x
b_ballyhillin_fic_adj;Ballyhillin;;;;;x
b_banguran_fic;Banguran;;;;;x
b_banguran_fic_adj;Banguran;;;;;x
b_barnacurra_fic;Barnacurra;;;;;x
b_barnacurra_fic_adj;Barnacurra;;;;;x
b_barney_fic;Barney;;;;;x
b_barney_fic_adj;Barney;;;;;x
b_baubigny_fic;Baubigny;;;;;x
b_baubigny_fic_adj;Baubigny;;;;;x
b_bauzac_fic;Bauzac;;;;;x
b_bauzac_fic_adj;Bauzac;;;;;x
b_bebington_fic;Bebington;;;;;x
b_bebington_fic_adj;Bebington;;;;;x
b_beddgelert_fic;Beddgelert;;;;;x
b_beddgelert_fic_adj;Beddgelert;;;;;x
b_belemeri_fic;Belemeri;;;;;x
b_belemeri_fic_adj;Belemeri;;;;;x
b_bemanevika_ambany_fic;Bemanevika Ambany;;;;;x
b_bemanevika_ambany_fic_adj;Bemanevika Ambany;;;;;x
b_beni_quatli_fic;Beni Quatli;;;;;x
b_beni_quatli_fic_adj;Beni Quatli;;;;;x
b_bertiolo_fic;Bertiolo;;;;;x
b_bertiolo_fic_adj;Bertiolo;;;;;x
b_beshinto_fic;Beshinto;;;;;x
b_beshinto_fic_adj;Beshinto;;;;;x
b_bethesda_fic;Bethesda;;;;;x
b_bethesda_fic_adj;Bethesda;;;;;x
b_biermont_fic;Biermont;;;;;x
b_biermont_fic_adj;Biermont;;;;;x
b_binpinar_fic;Binpinar;;;;;x
b_binpinar_fic_adj;Binpinar;;;;;x
b_bir_khalifah_fic;Bir Khalifah;;;;;x
b_bir_khalifah_fic_adj;Bir Khalifah;;;;;x
b_bir_khelifa_fic;Bir Khelifa;;;;;x
b_bir_khelifa_fic_adj;Bir Khelifa;;;;;x
b_birana_fic;Birana;;;;;x
b_birana_fic_adj;Birana;;;;;x
b_blaufelden_fic;Blaufelden;;;;;x
b_blaufelden_fic_adj;Blaufelden;;;;;x
b_boasi_fic;Boasi;;;;;x
b_boasi_fic_adj;Boasi;;;;;x
b_boevo_fic;Boevo;;;;;x
b_boevo_fic_adj;Boevo;;;;;x
