#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
AUGUR;Augur;;;;;x
SHOW_COLLEGE_OF_CARDINALS;Religious Electors;;Religiöse Kurfürsten;;;x
POPE_VOTE_SCORE;§YSuitability: $SCORE$§!;;;;;x
CANDIDATE_SCORE;§YCandidate Appointment Score§!;;;;;x
SUCCESSOR;Current Successor;;Aktueller Nachfolger;;;x
SUCCESSOR_TOOLTIP;This is the current expected successor of the religion head.;;Dies ist der aktuell erwartete Nachfolger des Religionsoberhaupts.;;;x
DRUID;Druid;Druide;Druidisch;;Druida;x
TIETAJA;Tietäjä;;;;;x
altaic_pagan;Altaic;Altaïque;Altaisch;;;x
aten_pagan;Atenic;Atonien(ne);Atenisch;;;x
aten_pagan_DESC;The Atenic religion is a proto-monotheistic religion that split off from Kemetism. Originally founded by the pharaoh Akhenaten, this heresy usurped the position of supreme god, typically held by Amun, with Aten. In addition, this heresy completely disowns the other Kemetic gods in complete favor of Aten. The heresy died out shortly after Akhenaten's death.;Le culte d'Aton est une religion proto-monothéiste qui dérive du Kémitisme. Fondée par le pharaon Akhénaton, cette hérésie plaça Aton en position de dieu suprême, au lieu de l'habituel Amon. De plus, cette hérésie balaie complètement les aultres dieux kémites en faveur d'Aton. L'hérésie disparut peu de temps après le trépas d'Akhénaton.;Die atenische Religion ist eine proto-monotheistische Religion, die sich vom Kemetismus abspaltete. Ursprünglich vom Pharao Echnaton gegründet, hat diese Ketzerei die Position des obersten Gottes, die normalerweise Amun innehatte, durch Aten ersetzt. Außerdem verleugnete diese Ketzerei die anderen kemetischen Götter vollständig zugunsten von Aten. Die Häresie starb kurz nach Echnatons Tod aus.;;;x
BOOK_OF_THE_DEAD;Book of the Dead;;Buch der Toten;;;x
bektashi;Bektashi;;Bektaschi;;;x
bektashi_DESC;Bektashism is a Sufi mystic order whose central tenet is the Wahdat-ul-Wujood - the single unified entity Allah-Muhammed-Ali.;Le Bektashisme est un ordre mystique soufi dont le principe central est le Wahdat-ul-Wujood - l'affirmation qu'il n'y a que Dieu qui est, en plus de leur vénération de l'Imam Ali. C'est considéré comme une hérésie dans le jeu.;Der Bektaschismus ist ein mystischer Sufi-Orden, dessen zentraler Grundsatz die Wahdat-ul-Wujood ist - die einzige, einheitliche Einheit Allah-Muhammed-Ali.;;;x
best_candidate_title_bogomilist_advisor;My Best Candidate;;Mein bester Kandidat;;;x
best_candidate_title_bogomilist_advisor_tooltip;Of all the perfecti in my realm, this one is the likeliest to be admitted onto the Council of Advisors.;;Von allen Perfektionisten in meinem Reich ist dieser Kandidat derjenige, der am ehesten in den Rat der Berater aufgenommen wird.;;;x
best_candidate_title_cathar_deacon;My Best Candidate;;Mein bester Kandidat;;;x
best_candidate_title_cathar_deacon_tooltip;Of all the perfecti in my realm, this one is the likeliest to be admitted onto the Council of Perfecti.;;Von allen Perfecti in meinem Reich ist dieser Kandidat derjenige, der am ehesten in den Rat der Perfecti aufgenommen wird.;;;x
best_candidate_title_chalcedonian_cardinal;My Best Cardinal Candidate;Mes meilleurs cardinaux potentiels;Mein bester Kardinalskandidat;;Mi mejor candidato a Cardenal;x
best_candidate_title_chalcedonian_cardinal_tooltip;Of all the bishops in my realm, this one is the likeliest to get appointed Cardinal by the Patriarch Supreme.;De tous les évêques de mon royaume, celui-ci est le plus susceptible d'être nommé cardinal par le pape.;Von allen Bischöfen in meinem Reich wird dieser am ehesten vom Obersten Patriarchen zum Kardinal ernannt.;;De todos los obispos de mi reino, este es el que tiene más probabilidades de que el Papa lo nombre Cardenal.;x
best_candidate_title_druid_circle_member;My Best Candidate;;Mein bester Kandidat;;;x
best_candidate_title_druid_circle_member_tooltip;Of all the druids in my realm, this one is the likeliest to enter the Circle of Druids.;;Von allen Druiden in meinem Reich ist dieser Kandidat derjenige, der am ehesten in den Kreis der Druiden aufgenommen wird.;;;x
best_candidate_title_manichaean_apostle;My Best Apostle Candidate;;Mein bester Apostelkandidat;;;x
best_candidate_title_manichaean_apostle_tooltip;Of all the priests in my realm, this one is the likeliest to get appointed Apostle by the Archegos.;;Von allen Priestern in meinem Reich wird dieser am ehesten vom Archegos zum Apostel ernannt.;;;x
best_candidate_title_hellenic_pontiff;My Best Pontiff Candidate;;Mein bester Pontifex-Kandidat;;;x
best_candidate_title_hellenic_pontiff_tooltip;Of all the priests in my realm, this one is the likeliest to get appointed Pontiff by the Pontifex Maximus.;;Von allen Priestern in meinem Reich wird dieser am ehesten vom Pontifex Maximus zum Pontifex ernannt.;;;x
build_pyramid;Build a Pyramid;Construire une Pyramide;Baue eine Pyramide;;;x
build_pyramid_desc;Build yourself a mighty tomb;Vous construire une tombe majestueuse;Baue dir ein mächtiges Grabmal;;;x
CAMPAIGN_FUND_CARDINALS_DESC;Money in the Campaign Fund will increase your influence and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.;;Geld im Wahlkampffonds erhöht deinen Einfluss und erhöht die Wahrscheinlichkeit, dass dein Kandidat zum nächsten $RULER_TITLE$ gewählt wird. Du kannst den Betrag frei anpassen, bis der nächste $RULER_TITLE$ gewählt ist, dann wird der Fonds im Wahlkampf aufgebraucht.;;;x
CATHOLICOS;Catholicos;;Katholikos;;;x
celtic_pagan;Celtic;Celte;Keltisch;;;x
celtic_pagan_DESC;Celtic paganism or Druidic refers to the diverse and complicated pre-Christian beliefs of the Celtic people. Often varying from tribe to tribe it is a faith system typically with two worlds of gods, fey, and a near infinite number of spirits. In the practices that survived to the medieval period the children of Danu rule the Skies, the Earth and the Otherworld. The most worshipped gods are Danu and Nuada, Angus, the god of Youth, Macha, the horse goddess, the great Daghda, Manannan mac Lir, the Sea God and especially Lugh of the Long Spear.;Le paganisme celte est l'une des dernières branches survivantes des anciens systèmes de croyances druidiques. Un panthéon de dieux et un monde rempli d'esprits, les enfants de Dana gouvernent le Ciel, la Terre et l'Aultre Monde. Les principaulx dieux sont Dana et Nuada, Angus, le dieu de la Jeunesse, Macha, la déesse du Cheval, le Grand Daghda, Manannasn Mac Lir, le Dieu de la Mer et Lugh de la Grande Lance.;Keltisches Heidentum oder Druidentum bezieht sich auf die vielfältigen und komplizierten vorchristlichen Glaubensvorstellungen der keltischen Völker. Es handelt sich um ein Glaubenssystem, das von Stamm zu Stamm variiert und typischerweise zwei Götterwelten, Feen und eine nahezu unendliche Anzahl von Geistern umfasst. In den Praktiken, die bis ins Mittelalter überlebt haben, herrschen die Kinder von Danu über den Himmel, die Erde und die Anderswelt. Die am meisten verehrten Götter sind Danu und Nuada, Angus, der Gott der Jugend, Macha, die Pferdegöttin, der große Daghda, Manannan mac Lir, der Meeresgott und vor allem Lugh der lange Speer.;;;x
celtic_pagan_FEATURES;§Y*§! Rulers are limited to Tanistry Succession;§Y*§! Seul le mode de succession de Tanistrie est disponible;§Y*§! Herrscher sind auf die tanistische Sukzession beschränkt;;;x
celtic_pagan_reformed;Gentlidecht;;;;;x
celtic_pagan_reformed_DESC;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of Don and her children. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful.;La foi celte réformée a une liturgie standardisée gravée sur les nombreuses pierres levées dans les Isles Britanniques, narrant l'histoire de Don et de ses enfants. Elle est dirigée par le Cercle des Druides avec l'Archidruide comme dirigeant religieux des croyants.;Der reformierte keltische Glaube hat eine standardisierte Liturgie, die auf den vielen erhabenen Steinen auf den britischen Inseln eingraviert ist und die Geschichte von Don und ihren Kindern erzählt. Sie wird vom Kreis der Druiden mit dem Erzdruiden als religiösem Oberhaupt der Gläubigen geleitet.;;;x
celtic_ways;Celtic Rites;Rites Celtes;Keltische Riten;;;x
celtic_ways_desc;This character has taken up ancient celtic traditions.;Ce personnage s'est mis aulx anciennes traditions celtes.;Dieser Charakter hat alte keltische Traditionen aufgegriffen.;;;x
CIRCLE_OF_DRUIDS;The Circle of Druids;;Der Kreis der Druiden;;;x
COUNCIL_OF_ADVISORS;Council of Advisors;;Rat der Beiräte;;;x
COUNCIL_OF_APOSTLES;Council of Apostles;;Rat der Apostel;;;x
COUNCIL_OF_PERFECTI;Council of Perfecti;;Rat der Perfektionisten;;;x
COUNCIL_OF_PONTIFFS;College of Pontiffs;;Kollegium der Päpste;;;x
ebionite;Antinomian;Antinomien;Antinomierisch;;;x
ebionite_DESC;The Ebionite religion.;La religion ébionite.;Die Religion der Ebioniten.;;;
egyptian_pagan;Egyptian;Égyptien;Ägyptisch;;Egipcio;x
egyptian_pagan_DESC;The old Egyptian religion is polytheistic, with a large selection of gods and cults. It originated in ancient Egypt and with the conquests of the Egyptian empire, it would go on to become the dominant religion in the middle east until the rise of the Roman empire.;La religion égyptienne est polythéiste, avec un grand nombre de dieux et de cultes. Elle est née dans l'Ancienne Egypte et s'étendit avec les conquestes de l'Empire Egyptien, au point de devenir la religion dominante au Moyen-Orient jusqu' l'avènement de l'Empire Romain.;Die Ägyptische Religion ist polytheistisch und hat eine große Auswahl an Göttern und Kulten. Sie hat ihren Ursprung im alten Ägypten und wurde mit den Eroberungen des ägyptischen Reiches zur vorherrschenden Religion im Nahen Osten bis zum Aufstieg des römischen Reiches.;;;x
egyptian_pagan_FEATURES;§Y*§! Can restore Luxor Temple\n§Y*§! Can construct pyramids;§Y*§! Peult restaurer le Temple de Luxor \n§Y*§! Peult construire des Pyramides;§Y*§! Kann den Luxor-Tempel wiederherstellen \n§Y*§! Kann Pyramiden errichten;;;x
egyptian_pagan_reformed;Kemetic;Kémite;Kemetisch;;Kemético;x
egyptian_pagan_reformed_DESC;The Kemetic religion is polytheistic, with a large selection of gods and cults. It originated in ancient Egypt and with the conquests of the Egyptian empire, it would go on to become the dominant religion in the middle east until the rise of the Roman empire.;La religion kémite est polythéiste, avec un grand nombre de dieux et de cultes. Elle est née dans l'Ancienne Egypte et s'étendit avec les conquestes de l'Empire Egyptien, au point de devenir la religion dominante au Moyen-Orient jusqu' l'avènement de l'Empire Romain.;Die kemetische Religion ist polytheistisch und hat eine große Auswahl an Göttern und Kulten. Sie hat ihren Ursprung im alten Ägypten und wurde mit den Eroberungen des ägyptischen Reiches zur vorherrschenden Religion im Nahen Osten bis zum Aufstieg des römischen Reiches.;;;x
