#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_Plus_150_transit;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] takes a planned journey from [Root.PlotTarget.Location.GetName] to a nearby town. Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;;;;;x
EVTDESC_Plus_150_bed;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. One of the [Root.PlotTarget.PrimaryTitle.GetRulerTitle]'s personal guard has proven amenable to bribery, allowing for the opportunity to take [Root.PlotTarget.GetHerHim] while [Root.PlotTarget.GetSheHe] sleeps. Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;;;;;x
EVTDESC_Plus_150_hunting;Finally, an opportunity has arisen to abduct [Root.PlotTarget.GetTitledName] when [Root.PlotTarget.GetSheHe] goes on a planned hunting trip over a week from now. The perfect chance to catch [Root.PlotTarget.GetHerHim] away from court! Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;;;;;x
EVTDESC_Plus_150_carouse;Finally, an opportunity to abduct [Root.PlotTarget.GetTitledName] has arisen. The [Root.PlotTarget.GetManWoman]'s amourous nature has betrayed [Root.PlotTarget.GetHerHim]--a planned trip to a brothel in [Root.PlotTarget.Location.GetName] will prove the perfect chance, if we move quickly. Shall I tell my co-conspirators to begin their preparations?;;;;;;;;;;;;;x
EVTOPTA_Plus_150;We must proceed with the plan!;;;;;;;;;;;;;x
EVTOPTB_Plus_150;Not yet, this is too risky;;;;;;;;;;;;;x
EVTDESC_Plus_151;At last, after having watched our target here in [Root.Location.GetName] for so long, an opportunity for abduction has arisen. I must tell the others at once!;;;;;;;;;;;;;x
EVTOPTA_Plus_151;With luck, this will be over soon;;;;;;;;;;;;;x
EVTDESC_Plus_152;My dear [Root.GetTitledFirstNameNoRegnal],\nIt seems the opportunity to abduct [From.PlotTarget.GetTitledFirstNameNoRegnal] is finally upon us. I ask that you stand ready to make your move. If we fail this chance, it will not come again quickly.\n\nMy thanks,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESC_Plus_155;My co-conspirators send word that they have prepared everything we need to discredit [Root.PlotTarget.GetTitledFirstName]. Documents of [Root.PlotTarget.GetHerHis] corruption have been prepared, and courtiers have been bribed to whisper to [Root.Liege.GetTitledFirstName] of [Root.PlotTarget.GetHerHis]'s incompetence. With [Root.PlotTarget.GetHerHis] reputation in tatters, [Root.PlotTarget.GetTitledFirstName] will find it impossible to hold on to [Root.PlotTarget.GetHerHis] position on the council.;;;;;;;;;;;;;x
EVTOPTA_Plus_155;That position will be mine!;;;;;;;;;;;;;x
EVTDESC_Plus_156;I have found myself the target of a vicious campaign of slander at court. Rumors of incompetence and corruption have undermined the authority of my position, and it seems that even [Root.Liege.GetTitledName] have come to believe them as I have been removed from my position at the council.;;;;;;;;;;;;;x
EVTOPTA_Plus_156;I am ruined!;;;;;;;;;;;;;x
EVTDESC_Plus_157;The attempt to discredit [From.GetTitledFirstName] was a success! [Root.Liege.GetTitledFirstName] has dismissed [From.GetHerHim] from the council and [From.GetHerHis] position is now vacant and ready for me to occupy.;;;;;;;;;;;;;x
EVTOPTA_Plus_157;Excellent!;;;;;;;;;;;;;x
EVTDESC_Plus_158;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe it at first, but in the end I could not deny the weight of the evidence and was forced to remove [From.GetTitledFirstName] from [From.GetHerHis] position at court.;;;;;;;;;;;;;x
EVTOPTA_Plus_158;It had to be done;;;;;;;;;;;;;x
EVTDESC_Plus_159;I have found myself the target of a vicious campaign of slander at court. Whispers of incompetence and accusations of corruption have been directed at me, but fortunately [Root.Liege.GetTitledFirstName] have refused to give them credence and ordered an investigation into the source of the rumors. Although the investigation turned up nothing, my position at court is secure.;;;;;;;;;;;;;x
EVTOPTA_Plus_159;Who could have instigated such an underhanded scheme?;;;;;;;;;;;;;x
EVTDESC_Plus_160;Despite the rumors and accusations directed at [From.GetTitledFirstName], [Root.Liege.GetTitledFirstName] refused to dismiss [From.GetHerHim] from the council and has ordered an investigation into the source of the rumors. Fortunately, the investigation turned up no evidence of my involvement.;;;;;;;;;;;;;x
EVTOPTA_Plus_160;It could have been worse...;;;;;;;;;;;;;x
EVTDESC_Plus_161;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe the accusations, and ordered an investigation into the source of the rumors. A thorough questioning of the court turned up nothing, but has at least put a stop to the slanderous accusations.;;;;;;;;;;;;;x
EVTDESC_Plus_162;I have found myself the target of a vicious campaign of slander at court. Whispers of incompetence and accusations of corruption have been directed at me, but fortunately [Root.Liege.GetTitledFirstName] have refused to give them credence and ordered an investigation into their source which revealed the involvement [From.GetTitledName]...;;;;;;;;;;;;;x
EVTOPTA_Plus_162;[From.GetTitledFirstName] will pay for this!;;;;;;;;;;;;;x
EVTDESC_Plus_163;Despite the rumors and accusations directed at [From.GetTitledFirstName], [Root.Liege.GetTitledFirstName] refused to dismiss [From.GetHerHim] from the council. Even worse, [Root.Liege.GetFirstName] ordered an investigation into the source of the rumors, which turned up evidence of my involvement...;;;;;;;;;;;;;x
EVTOPTA_Plus_163;[Root.Liege.GetTitledFirstName] is not pleased...;;;;;;;;;;;;;x
EVTDESC_Plus_164;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe the accusations and ordered an investigation of their source which revealed the involvement of [FromFrom.GetTitledName];;;;;;;;;;;;;x
EVTOPTA_Plus_164;[FromFrom.GetTitledFirstName] will pay for this!;;;;;;;;;;;;;x
EVTDESC_Plus_170;The tithes and taxes for [Root.Liege.GetTitledFirstName] are on their way to [Root.Liege.GetHerHis] castle and my co-conspirators have bribed the guards not to notice if a chest or two should go 'missing'. Everything is ready for the robbery to proceed.;;;;;;;;;;;;;x
EVTOPTA_Plus_170;We'll all be rich!;;;;;;;;;;;;;x
EVTDESC_Plus_171;The taxes and tithes due to me arrived at the castle today and were placed in the treasury. As I was inspecting the chests full of gold, it struck me that there seemed to be fewer of them than what had arrived earlier. A quick check of the treasurer's accounts revealed my worst fears...;;;;;;;;;;;;;x
EVTOPTA_Plus_171;I have been robbed!;;;;;;;;;;;;;x
EVTDESC_Plus_172;As the taxes were being hauled into the treasury, several large chests full of gold made their way onto the back of a wagon which left the castle unnoticed. The gold is now safely locked away in my treasury and my co-conspirators have all received their share.;;;;;;;;;;;;;x
