#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC92000;I fear that the long years of peace have made me complacent and decadent. Where once I would long for the sounds of battle and the glory of victory, I now prefer the comfortable, easy life of luxury in my palaces.;;Ich fürchte, dass die langen Jahre des Friedens mich selbstgefällig und dekadent gemacht haben. Wo ich mich einst nach den Klängen der Schlacht und dem Ruhm des Sieges sehnte, ziehe ich jetzt das bequeme, einfache Leben im Luxus meiner Paläste vor.;;;x
EVTOPTA92000;Perhaps I should contemplate a new campaign?;;Vielleicht sollte ich einen neuen Feldzug in Erwägung ziehen?;;;x
EVTDESC_Plus_2500_low;The [Root.GetOnlyDynastyName] dynasty is considered a §YDecadent Dynasty§! in [Root.PrimaryTitle.GetName];;Die [Root.GetOnlyDynastyName]-Dynastie wird in [Root.PrimaryTitle.GetName] als §YDekadente Dynastie§!;;;x
EVTDESC_Plus_2500_med;The [Root.GetOnlyDynastyName] dynasty is considered a §YVery Decadent Dynasty§! in [Root.PrimaryTitle.GetName];;Die [Root.GetOnlyDynastyName]-Dynastie gilt als §YSehr dekadente Dynastie§! in [Root.PrimaryTitle.GetName];;;x
EVTDESC_Plus_2500_high;The [Root.GetOnlyDynastyName] dynasty is considered an §YExtremely Decadent Dynasty§! in [Root.PrimaryTitle.GetName];;Die [Root.GetOnlyDynastyName]-Dynastie gilt als §YExtrem dekadente Dynastie§! in [Root.PrimaryTitle.GetName];;;x
EVTDESC_Plus_2501;Things appear to be improving for the [Root.GetOnlyDynastyName] dynasty in [Root.PrimaryTitle.GetName]. The number of openly decadent family members has fallen to the point where your subjects have begun to notice, and are commenting that perhaps the [Root.GetOnlyDynastyName]s are not doomed to corruption and heresy after all.;;Die Lage der [Root.GetOnlyDynastyName]-Dynastie in [Root.PrimaryTitle.GetName] scheint sich zu verbessern. Die Zahl der offen dekadenten Familienmitglieder ist so weit zurückgegangen, dass Eure Untertanen dies zu bemerken begannen und anmerkten, dass die [Root.GetOnlyDynastyName]s vielleicht doch nicht zu Korruption und Ketzerei verdammt sind.;;;x
EVTOPTA_Plus_2501;Of course we're not!;;Natürlich sind wir das nicht!;;;x
EVTDESC_Plus_2502;Thing have been getting worse for the [Root.GetOnlyDynastyName] dynasty in [Root.PrimaryTitle.GetName]. More and more of your family members have become openly decadent, flouting Muslim tradition and propriety with their embracing of sin and wealth. Your subjects are beginning to comment that the [Root.GetOnlyDynastyName]s are facing the wrath of Allah if something is not done soon.;;Die Dinge haben sich für die [Root.GetOnlyDynastyName]-Dynastie in [Root.PrimaryTitle.GetName] verschlechtert. Immer mehr Mitglieder Ihrer Familie sind offen dekadent geworden und missachten die muslimische Tradition und den Anstand, indem sie sich der Sünde und dem Reichtum hingeben. Ihre Untertanen beginnen zu kommentieren, dass den [Root.GetOnlyDynastyName]s der Zorn Allahs droht, wenn nicht bald etwas unternommen wird.;;;x
EVTOPTA_Plus_2502;I'm sure it's not as bad as that;;Ich bin sicher, so schlimm ist es nicht.;;;x
EVTDESC_Plus_2507;Your decadent [GetFromRelation], [From.GetTitledFirstNameNoRegnal], approaches you one evening in [Root.Location.GetName], intent on asking for coin: 'Surely you can spare some? You have so much, and I so little. My expenses are so great, alas...';;Euer dekadenter [GetFromRelation], [From.GetTitledFirstNameNoRegnal], kommt eines Abends in [Root.Location.GetName] auf Euch zu und bittet Euch um Münzen: ""Ihr könnt doch sicher etwas entbehren? Ihr habt so viel, und ich habe so wenig. Meine Ausgaben sind so hoch, leider...';;;x
EVTOPTA_Plus_2507;Well, [From.GetSheHe] *is* family...;;Nun, [From.GetSheHe] *ist* Familie...;;;x
EVTOPTB_Plus_2507;More begging for coin? Get out!;;Noch mehr Betteln um Münzen? Raus mit Euch!;;;x
