#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC20425;In short order, your soldiers have the rabble dispersed. Several have been killed and others captured, desperately screaming for mercy. Tales of the brutal assault spread throughout [Root.Location.GetName], and the effect is what you hoped -- fear of your blade and the anger of [Root.Liege.GetTitledFirstNameNoRegnal].;;In kürzester Zeit haben Ihre Soldaten den Pöbel auseinander getrieben. Mehrere wurden getötet und andere gefangen genommen, die verzweifelt um Gnade schrien. Geschichten über den brutalen Angriff verbreiten sich in [Root.Location.GetName], und der Effekt ist das, was Ihr Euch erhofft habt - Angst vor Eurer Klinge und die Wut von [Root.Liege.GetTitledFirstNameNoRegnal].;;;;;;;;;;;x
EVTDESC20425_wounded;The rabble disperses after a quick melee, but not before you receive a knife in your ribs for the trouble. Regardless, several have been killed and others captured. Tales of the brutal assault spread throughout [Root.Location.GetName], and the effect is what you hoped -- fear of your blade and the anger of [Root.Liege.GetTitledFirstNameNoRegnal].;;Der Pöbel zerstreut sich nach einem kurzen Handgemenge, aber nicht, bevor du ein Messer in die Rippen bekommst, um dich zu revanchieren. Nichtsdestotrotz wurden einige getötet und andere gefangen genommen. Geschichten über den brutalen Angriff verbreiten sich in [Root.Location.GetName], und die Wirkung ist, was Ihr Euch erhofft habt - Angst vor Eurer Klinge und der Zorn von [Root.Liege.GetTitledFirstNameNoRegnal].;;;;;;;;;;;x
EVTDESC20426;My liege,\nI am pleased to report that, after soundly defeating a group of rabble in [From.Location.GetName], the local peasantry are cowed and should be less trouble in the years to come.\n\nYour loyal servant,\n[From.GetBestName];;Mein Lehnsherr,\n ich freue mich, Euch berichten zu können, dass die örtlichen Bauern, nachdem sie eine Gruppe von Gesindel in [From.Location.GetName] besiegt haben, eingeschüchtert sind und in den kommenden Jahren weniger Ärger machen sollten.\n\n Euer treuer Diener,\n[From.GetBestName];;;;;;;;;;;x
EVTDESC20426_wounded;My liege,\nI recently engaged in a heated battle with rabble in [From.Location.GetName]. Although wounded, I saw them defeated and tales of my victory have spread throughout the province. The peasantry should be less trouble in the years to come.\n\nYour loyal servant,\n[From.GetBestName];;Mein Lehnsherr,\nich war kürzlich in eine hitzige Schlacht mit dem Pöbel in [From.Location.GetName] verwickelt. Obwohl ich verwundet wurde, habe ich sie besiegt, und die Geschichten über meinen Sieg haben sich in der ganzen Provinz verbreitet. Die Bauernschaft sollte in den kommenden Jahren weniger Ärger machen.\n\n Euer treuer Diener,\n[From.GetBestName];;;;;;;;;;;x
EVTDESC20426_owner;My [Root.GetLordLady],\nI was sent to [From.Location.GetName] to deal with the rebellious rabble, and after a recent engagement I am glad to report my success. They should trouble you far less in the years to come.\n\nSincerely,\n[From.GetBestName];;Meine [Root.GetLordLady],\nIch wurde nach [From.Location.GetName] geschickt, um mit dem rebellischen Pöbel fertig zu werden, und nach einem kürzlichen Einsatz bin ich froh, von meinem Erfolg berichten zu können. Sie sollten Euch in den kommenden Jahren weitaus weniger belästigen.\n\nMit freundlichen Grüßen,\n[From.GetBestName];;;;;;;;;;;x
EVTDESC20427;It turned out the rabble was far better-armed than we suspected. Not only that, more streamed out of nearby homes. Several of my men were killed and I was forced to flee. Sadly, tales of this 'victory' have emboldened angry peasants throughout the province.;;"Es stellte sich heraus, dass der Pöbel viel besser bewaffnet war, als wir vermutet hatten. Nicht nur das, es strömten noch mehr aus den umliegenden Häusern. Mehrere meiner Männer wurden getötet, und ich war gezwungen zu fliehen. Leider haben die Geschichten über diesen ""Sieg"" die wütenden Bauern in der ganzen Provinz ermutigt.";;;;;;;;;;;x
EVTDESC20427_wounded;It turned out the rabble was far better-armed than we suspected. Not only that, more streamed out of nearby homes. Several of my men were killed and I barely escaped with my life after being stabbed. Sadly, tales of this 'victory' have emboldened angry peasants throughout the province.;;"Es stellte sich heraus, dass der Pöbel viel besser bewaffnet war, als wir vermutet hatten. Und nicht nur das, es strömten noch mehr aus den umliegenden Häusern. Mehrere meiner Männer wurden getötet, und ich kam nur knapp mit dem Leben davon, nachdem ich niedergestochen worden war. Traurigerweise haben die Geschichten über diesen ""Sieg"" die wütenden Bauern in der ganzen Provinz ermutigt.";;;;;;;;;;;x
EVTDESC20428;My liege,\nI fear I have troubling news to report. I was recently beset-upon by angry rabble in [From.Location.GetName], and although I escaped with my life the tales of this 'victory' have emboldened their fellows throughout the province. I apologize for the trouble this shall surely cause.\n\nYour loyal servant,\n[From.GetBestName];;"Mein Lehnsherr, ich fürchte, ich habe beunruhigende Neuigkeiten zu berichten. Ich wurde kürzlich von wütendem Pöbel in [From.Location.GetName] bedrängt, und obwohl ich mit dem Leben davonkam, haben die Geschichten über diesen ""Sieg"" ihre Gesellen in der ganzen Provinz ermutigt. Ich entschuldige mich für den Ärger, den dies sicherlich verursachen wird.\n\n Euer treuer Diener,\n[From.GetBestName]";;;;;;;;;;;x
EVTDESC20428_wounded;My liege,\nI fear I have troubling news to report. I was recently beset-upon by angry rabble in [From.Location.GetName], and barely escaped with my life after being stabbed. Sadly, tales of this 'victory' have spread and emboldened their fellows throughout the province. I apologize for the trouble this shall surely cause.\n\nYour loyal servant,\n[From.GetBestName];;"Mein Lehnsherr, ich fürchte, ich habe beunruhigende Neuigkeiten zu berichten. Ich wurde kürzlich von wütendem Gesindel in [From.Location.GetName] belagert und kam nur knapp mit dem Leben davon, nachdem ich niedergestochen wurde. Traurigerweise haben sich die Geschichten über diesen ""Sieg"" in der ganzen Provinz verbreitet und ihre Gesinnungsgenossen ermutigt. Ich entschuldige mich für den Ärger, den dies sicherlich verursachen wird.\n\n Euer treuer Diener,\n[From.GetBestName]";;;;;;;;;;;x
EVTDESC20428_owner;My [Root.GetLordLady],\nI fear I have troubling news. I was recently sent to [From.Location.GetName] on [From.Liege.GetTitledFirstNameNoRegnal]'s business and there I was beset-upon by angry rabble -- barely escaping with my life. Sadly, tales of this 'victory' have spread and emboldened their fellows throughout the province. I apologize for the trouble this shall surely cause.\n\nSincerely,\n[From.GetBestName];;"Meine [Root.GetLordLady],\n Ich fürchte, ich habe beunruhigende Neuigkeiten. Ich wurde vor kurzem im Auftrag von [From.Liege.GetTitledFirstNameNoRegnal]'s nach [From.Location.GetName] geschickt und wurde dort von wütendem Pöbel belagert - ich kam nur knapp mit dem Leben davon. Traurigerweise haben sich die Geschichten über diesen ""Sieg"" in der ganzen Provinz verbreitet und ihre Gesinnungsgenossen ermutigt. Ich entschuldige mich für die Unannehmlichkeiten, die dies sicherlich verursachen wird.\n\nAufrichtig, \n[From.GetBestName]";;;;;;;;;;;x
