#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_950;Inadequate soil preparation in §Y[Root.GetName]§!.;;Unzureichende Bodenvorbereitung in §Y[Root.GetName]§!;;;x
EVTDESC_Plus_951;Poor seed selection hurts farming in §Y[Root.GetName]§!.;;Schlechte Saatgutauswahl schadet der Landwirtschaft in §Y[Root.GetName]§!;;;x
EVTDESC_Plus_952;Lack of manure hurts farming in §Y[Root.GetName]§!.;;Mangel an Dünger schadet der Landwirtschaft in §Y[Root.GetName]§!;;;x
EVTDESC_Plus_953;Lower mean temperature hurts farming in §Y[Root.GetName]§!.;;Niedrigere Durchschnittstemperatur schadet der Landwirtschaft in §Y[Root.GetName]§!;;;x
EVTDESC_Plus_954;Arable land deserted in §Y[Root.GetName]§!.;;Verlassenes Ackerland in §Y[Root.GetName]§!;;;x
EVTDESC_Plus_955;Draining of marshes and fens in §Y[Root.GetName]§!.;;Trockenlegung von Sümpfen und Mooren in §Y[Root.GetName]§!;;;x
EVTDESC_Plus_956;Resettlement on newly claimed land in §Y[Root.GetName]§!.;;Umsiedlung auf neu beanspruchtes Land in §Y[Root.GetName]§!;;;x
EVTDESC_Plus_957;Increased land productivity in §Y[Root.GetName]§!.;;Erhöhte Bodenproduktivität in §Y[Root.GetName]§!;;;x
EVTNAME_Plus_958;Pillaging;;Plünderung;;;x
EVTDESC_Plus_958;Sieges could drag on for months and even years, and the besieging troops had to forage the countryside for supplies. These foraging parties could sometimes devolve into looting and outright vandalism. This was the case in [besieged_settlement_province.GetName], where our troops have have pillaged and torched one of the province's buildings.;;Belagerungen konnten sich über Monate und sogar Jahre hinziehen, und die belagernden Truppen mussten das Land nach Vorräten durchforsten. Diese Beutezüge konnten manchmal in Plünderungen und offenem Vandalismus ausarten. Dies war der Fall in [besieged_settlement_province.GetName], wo unsere Truppen eines der Gebäude der Provinz geplündert und in Brand gesetzt haben.;;;x
EVTOPTA_Plus_958;It can't be helped;;Es kann nicht geholfen werden;;;x
EVTDESC_Plus_959;The besieging troops have destroyed a building in [besieged_settlement.GetName]!;;Die belagernden Truppen haben ein Gebäude in [besieged_settlement.GetName]! zerstört!;;;x
EVTDESC_Plus_960;Word travels swiftly through [Root.GetName] as your soldiers approach, and the [Root.Religion.GetName] faithful gather in large groups. They are terrified, but ready to resist should you give your men the order...;;Die Nachricht verbreitet sich schnell in [Root.GetName], als sich Eure Soldaten nähern, und die Gläubigen von [Root.Religion.GetName] versammeln sich in großen Gruppen. Sie sind verängstigt, aber bereit, Widerstand zu leisten, wenn Ihr Euren Männern den Befehl gebt...;;;x
EVTOPTA_Plus_960;They will be given to [Root.Owner.Religion.GetHighGodName];;Sie werden an [Root.Owner.Religion.GetHighGodName] übergeben.;;;x
EVTOPTB_Plus_960;Perhaps not...;;Vielleicht auch nicht...;;;x
EVTDESC_Plus_962;Due to the extreme depopulation and poverty in the province of [From.Location.GetName] your estates there were reduced.;;Aufgrund der extremen Entvölkerung und Armut in der Provinz [From.Location.GetName] wurden Eure Ländereien dort reduziert.;;;x
