#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

ALEXANDRINE_TOOLTIP;§Y[Root.GetBestName]§! receives the 'Alexandrine' trait:\n§Y*§! §G+2§! Learning\n§Y*§! §G+1§! Stewardship\n§Y*§! §R-1§! Diplomacy\n§Y*§! §G+0.5§! Monthly Prestige\n§Y*§! §G+20§! Opinion from others with 'Alexandrine' trait\n§Y*§! §R-20§! Opinion from others with 'Antiochene' or 'Zealous' traits\n;;§Y[Root.GetBestName]§! erhält die Eigenschaft 'Alexandrine':\n§Y*§! §G+2§! Learning\n§Y*§! §G+1§! Stewardship\n§Y*§! §R-1§! Diplomatie\n§Y*§! §G+0.5§! Monatliches Prestige\n§Y*§! §G+20§! Meinung von anderen mit 'alexandrinischem' Charakterzug\n§Y*§! §R-20§! Meinung von anderen mit 'Antiochenischen' oder 'Eifrigen' Merkmalen\n;;;;;;;;;;;x
ANTIOCHIAN_TOOLTIP;§Y[Root.GetBestName]§! receives the 'Antiochian' trait:\n§Y*§! §G+2§! Learning\n§Y*§! §G+1§! Diplomacy\n§Y*§! §R-1§! Stewardship\n§Y*§! §G+0.5§! Monthly Piety\n§Y*§! §G+20§! Opinion from others with 'Antiochian' trait\n§Y*§! §R-20§! Opinion from others with 'Alexandrine' or 'Cynical' traits\n;;§Y[Root.GetBestName]§! erhält die Eigenschaft 'Antiochenisch':\n§Y*§! §G+2§! Lernen\n§Y*§! §G+1§! Diplomatie\n§Y*§! §R-1§! Stewardship\n§Y*§! §G+0.5§! Monatliche Frömmigkeit\n§Y*§! §G+20§! Meinung von anderen mit 'antiochenischem' Charakterzug\n§Y*§! §R-20§! Meinung von anderen mit 'alexandrinischen' oder 'zynischen' Merkmalen\n;;;;;;;;;;;x
BEGIN_DRIVING_OUT_DAEMONS;Begin driving out the daemons from within.;;Beginne damit, die Dämonen aus deinem Inneren zu vertreiben.;;;;;;;;;;;x
BEGIN_TRANSLATING_BIBLE;Begin the task of translating the Bible\n;;Beginne mit der Aufgabe, die Bibel zu übersetzen\n;;;;;;;;;;;x
BIBLE_TRANSLATION_GOOD;The translation will be good and well-received\n;;Die Übersetzung wird gut sein und gut ankommen\n;;;;;;;;;;;x
BIBLE_TRANSLATION_POOR;The translation will be poor and not well-received\n;;Die Übersetzung wird schlecht sein und nicht gut ankommen\n;;;;;;;;;;;x
choose_messalian_saint;Choose which patron saint will watch over you.;;Wähle einen Schutzheiligen, der über dich wacht.;;;;;;;;;;;x
CREATE_CATHAR_POPE;Elect a Cathar bishop to become leader of the faith, creating the Cathar Papacy;;Wählt einen katharischen Bischof zum Anführer des Glaubens und erschafft das katharische Papsttum.;;;;;;;;;;;x
CREATE_MANICHAEAN_LEADER;Create an Archegos to lead the Manichaean faithful;;Erschaffe einen Archegos, um die manichäischen Gläubigen anzuführen;;;;;;;;;;;x
NOT_STOPPED_PRAYER_LAST_3_YEARS;Have not failed to drive out daemons within last 3 years;;Du hast es in den letzten 3 Jahren nicht versäumt, die Dämonen zu vertreiben.;;;;;;;;;;;x
SEARCH_ADOPTED_CHILD;Begin the search for a suitable child to adopt;;Suche nach einem geeigneten Kind zur Adoption;;;;;;;;;;;x
