#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_Plus_1350;I have been gearing up for this confrontation for some time now. I have gained an audience, and will ask my father to recognize me.;;Ich bereite mich schon seit einiger Zeit auf diese Konfrontation vor. Ich habe eine Audienz bekommen und werde meinen Vater bitten, mich anzuerkennen.;;;;;;;;;;;x
EVTOPTA_Plus_1350;It's now or never...;;Jetzt oder nie...;;;;;;;;;;;x
EVTDESC_Plus_1351;It was rather unexpected when [From.GetTitledFirstName] asked for an audience, but when [From.GetSheHe] arrived [From.GetSheHe] explained that [From.GetSheHe] is a fully-grown [From.GetManWoman]...one that [From.GetSheHe] hopes is worthy of being considered your legitimate [GetFromRelation].;;Es war ziemlich unerwartet, als [From.GetTitledFirstName] um eine Audienz bat, aber als [From.GetSheHe] eintraf, erklärte [From.GetSheHe], dass [From.GetSheHe] eine ausgewachsene [From.GetManWoman] ist ... eine, von der [From.GetSheHe] hofft, dass sie es wert ist, als Eure rechtmäßige [GetFromRelation] betrachtet zu werden.;;;;;;;;;;;x
EVTOPTA_Plus_1351;That is not going to happen;;Das wird nicht passieren;;;;;;;;;;;x
EVTOPTB_Plus_1351;Convince [From.GetHerHim] why this cannot be;;Überzeugen Sie [From.GetHerHim], warum das nicht sein kann;;;;;;;;;;;x
EVTOPTC_Plus_1351;Refuse, but buy [From.GetHerHim] an estate;;Ablehnen, aber [From.GetHerHim] ein Anwesen kaufen;;;;;;;;;;;x
EVTOPTD_Plus_1351;Legitimize [From.GetHerHim];;Legitimieren Sie [From.GetHerHim];;;;;;;;;;;x
EVTDESC_Plus_1352;[From.GetTitledFirstName] shook his head. 'No,' he said. 'That is simply never going to happen. Put it out of your head.' Then he had me escorted from the court.;;[From.GetTitledFirstName] schüttelte den Kopf. 'Nein', sagte er. Das wird einfach nicht passieren. Schlag es dir aus dem Kopf.' Dann ließ er mich aus dem Hof eskortieren.;;;;;;;;;;;x
EVTOPTA_Plus_1352;So be it;;So sei es;;;;;;;;;;;x
EVTOPTB_Plus_1352;This isn't right!;;Das ist nicht richtig!;;;;;;;;;;;x
EVTDESC_Plus_1353;[From.GetTitledFirstName] listened to me for some time, and then he sat me down and we talked at length. He explained the political realities in [From.PrimaryTitle.GetName], and why legitimizing me would complicate things. I'm disappointed, but I do see the truth in his words.;;[From.GetTitledFirstName] hörte mir eine Weile zu, dann setzte er sich mit mir zusammen und wir unterhielten uns ausführlich. Er erklärte mir die politischen Gegebenheiten in [From.PrimaryTitle.GetName] und warum meine Legitimierung die Dinge verkomplizieren würde. Ich bin enttäuscht, aber ich sehe auch die Wahrheit in seinen Worten.;;;;;;;;;;;x
EVTDESC_Plus_1354;[From.GetTitledFirstName] listened to my plea for some time. While he ultimately did refuse to legitimize me, he offered me an estate off of which to live. It will make me a [Root.GetLordLady] of [From.PrimaryTitle.GetName], but is that enough?;;[From.GetTitledFirstName] hat sich mein Bittgesuch eine Zeit lang angehört. Er hat sich zwar letztendlich geweigert, mich zu legitimieren, aber er hat mir ein Anwesen angeboten, von dem ich leben kann. Das macht mich zu einer [Root.GetLordLady] von [From.PrimaryTitle.GetName], aber ist das genug?;;;;;;;;;;;x
EVTOPTB_Plus_1354;No, it's not enough!;;Nein, es ist nicht genug!;;;;;;;;;;;x
EVTDESC_Plus_1355;'Know that I, [From.GetTitledName], hereby consider [Root.GetTitledFirstName] to be my legitimate child and to be considered such throughout [From.PrimaryTitle.GetName]. [Root.GetSheHeCap] will take [Root.GetHerHis] rightful place within the [From.GetOnlyDynastyName] dynasty and among my heirs. By the grace of [From.Religion.GetRandomGodName] shall this be so.';;Wisse, dass ich, [From.GetTitledFirstName], hiermit [Root.GetTitledFirstName] als mein rechtmäßiges Kind betrachte und als solches im gesamten [From.PrimaryTitle.GetName] betrachtet werde. [Root.GetSheHeCap] wird [Root.GetHerHis] rechtmäßigen Platz innerhalb der [From.GetOnlyDynastyName] Dynastie und unter meinen Erben einnehmen. Durch die Gnade von [From.Religion.GetRandomGodName] soll dies so sein.';;;;;;;;;;;x
EVTDESC_Plus_1361;[From.GetTitledFirstName] has inherited the [FromFrom.GetFullName], a title that should rightfully belong to me. I have the feeling that many of [From.GetHerHis] vassals would agree. Perhaps I should make my case to them?;;[From.GetTitledFirstName] hat den [FromFrom.GetFullName] geerbt, einen Titel, der rechtmäßig mir gehören sollte. Ich habe das Gefühl, dass viele von [From.GetHerHis] Vasallen dem zustimmen würden. Vielleicht sollte ich meinen Fall bei ihnen vortragen?;;;;;;;;;;;x
EVTOPTA_Plus_1361;[FromFrom.GetName] is rightfully mine!;;[FromFrom.GetName] gehört rechtmäßig mir!;;;;;;;;;;;x
EVTOPTB_Plus_1361;No, let [From.GetTitledFirstName] have it;;Nein, überlasst [From.GetTitledFirstName] die Sache;;;;;;;;;;;x
