#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
# CBs
cb_faction_overthrow_ruler_desc;dummy;;;;;x
the_anarchy_cb_desc;dummy;;;;;x
two_eriks_cb_desc;dummy;;;;;x
almoravid_1066_desc;dummy;;;;;x
CB_NAME_INVASION_NO_CALLS;dummy;;;;;x
WAR_NAME_INVASION_NO_CALLS;dummy;;;;;x
invasion_nc_desc;dummy;;;;;x
italian_reconquest_desc;dummy;;;;;x
religious_overthrow_ruler_desc;dummy;;;;;x
# Event modifiers
aonach_tailteann;dummy;;;;;x
angry_sidhe;dummy;;;;;x
potential_cadet;dummy;;;;;x
new_buildings_timer;dummy;;;;;x
holding_aonach_tailteann;dummy;;;;;x
hidden_tall;dummy;;;;;x
hidden_dwarf;dummy;;;;;x
hidden_ugly;dummy;;;;;x
hidden_fair;dummy;;;;;x
hidden_weak;dummy;;;;;x
hidden_strong;dummy;;;;;x
hidden_imbecile;dummy;;;;;x
hidden_slow;dummy;;;;;x
hidden_quick;dummy;;;;;x
hidden_genius;dummy;;;;;x
friendship_timer;dummy;;;;;x
teased_about_bastardy;dummy;;;;;x
disposable_bastard_timer;dummy;;;;;x
unwed_daughter_timer;dummy;;;;;x
wench_timer;dummy;;;;;x
chinese_grace_send_artifact_timer;dummy;;;;;x
shattered_realm_mod;dummy;;;;;x
waylit_cd;dummy;;;;;x
wants_crusade_fief_timer;dummy;;;;;x
third_temple_timer;dummy;;;;;x
temple_build_timer;dummy;;;;;x
spying_timer;dummy;;;;;x
spying_target_timer;dummy;;;;;x
seduction_timer;dummy;;;;;x
seduction_target_timer;dummy;;;;;x
replace_regent_timer;dummy;;;;;x
recruit_faction_timer;dummy;;;;;x
recruit_faction_target_timer;dummy;;;;;x
raise_tribal_units_timer;dummy;;;;;x
old_hunt_timer;dummy;;;;;x
nhv_shut_off;dummy;;;;;x
nhv_explained;dummy;;;;;x
new_land_timer;dummy;;;;;x
messalian_prayer_timer;dummy;;;;;x
lower_imperial_decadence_timer;dummy;;;;;x
is_rebuilding_persepolis;dummy;;;;;x
hoping_for_son_timer;dummy;;;;;x
heresy_in_province_timer;dummy;;;;;x
held_divination_timer;dummy;;;;;x
held_bema_feast_timer;dummy;;;;;x
feast_event_timer;dummy;;;;;x
faction_religious_ultimatum_timer;dummy;;;;;x
faction_leader_challenge_timer;dummy;;;;;x
declare_civil_war_timer;dummy;;;;;x
decadent_request_timer;dummy;;;;;x
decadence_event_timer;dummy;;;;;x
court_faction_timer;dummy;;;;;x
court_faction_target_timer;dummy;;;;;x
council_corruption_timer;dummy;;;;;x
conversion_attempted_timer;dummy;;;;;x
conversion_attempt_timer;dummy;;;;;x
change_nick_timer;dummy;;;;;x
ask_claimant_support_timer;dummy;;;;;x
ai_objective_timer;dummy;;;;;x
ai_austerity_timer;dummy;;;;;x
adventurer_target_timer;dummy;;;;;x
unreformed_pagan;dummy;;;;;x
institutions;dummy;;;;;x
scriptures;dummy;;;;;x
pantheon_unification_succes;dummy;;;;;x
pantheon_unification_failure;dummy;;;;;x
faction_disapprove_taxes;dummy;;;;;x
honest_neg_small;dummy;;;;;x
# Landed titles
k_plantagenet_adj;dummy;;;;;x
k_england_saxon_adj;dummy;;;;;x
k_england_norman_adj;dummy;;;;;x
d_cornwall_norman_adj;dummy;;;;;x
d_cornwall_saxon_adj;dummy;;;;;x
d_oxford_norman_adj;dummy;;;;;x
d_oxford_saxon_adj;dummy;;;;;x
d_kent_norman;dummy;;;;;x
d_kent_norman_adj;dummy;;;;;x
d_kent_saxon;dummy;;;;;x
d_kent_saxon_adj;dummy;;;;;x
d_wessex_norman;dummy;;;;;x
d_wessex_norman_adj;dummy;;;;;x
d_wessex_saxon;dummy;;;;;x
d_wessex_saxon_adj;dummy;;;;;x
d_mercia_norman;dummy;;;;;x
d_mercia_norman_adj;dummy;;;;;x
d_mercia_saxon;dummy;;;;;x
d_mercia_saxon_adj;dummy;;;;;x
d_hwicce_norman;dummy;;;;;x
d_hwicce_norman_adj;dummy;;;;;x
d_hwicce_saxon;dummy;;;;;x
d_hwicce_saxon_adj;dummy;;;;;x
d_essex_norman;dummy;;;;;x
d_essex_norman_adj;dummy;;;;;x
d_essex_saxon;dummy;;;;;x
d_essex_saxon_adj;dummy;;;;;x
d_east_anglia_norman;dummy;;;;;x
d_east_anglia_norman_adj;dummy;;;;;x
d_east_anglia_saxon;dummy;;;;;x
d_east_anglia_saxon_adj;dummy;;;;;x
d_york_norman_adj;dummy;;;;;x
d_york_saxon_adj;dummy;;;;;x
d_lancaster_norman_adj;dummy;;;;;x
d_lancaster_saxon_adj;dummy;;;;;x
# Traits
baby_girl_darker_desc;dummy;;;;;x
baby_girl_dark_desc;dummy;;;;;x
baby_girl_tanned_desc;dummy;;;;;x
baby_girl_fair_desc;dummy;;;;;x
baby_boy_darker_desc;dummy;;;;;x
baby_boy_dark_desc;dummy;;;;;x
baby_boy_tanned_desc;dummy;;;;;x
baby_boy_fair_desc;dummy;;;;;x
child_of_ukko;dummy;;;;;x
child_of_ukko_desc;dummy;;;;;x
longevity;dummy;;;;;x
longevity_desc;dummy;;;;;x
homosexual_rumor;dummy;;;;;x
homosexual_rumor_desc;dummy;;;;;x
