#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_Plus_3301;Your [GetFromRelation], [From.GetTitledFirstNameNoRegnal], has approached you with a request: [From.GetSheHe] wants to travel to [Root.TopLiege.Capital.GetName] and spend time in the service of the empire. Even if nothing comes of it, [From.GetSheHe] hopes the experience will be of benefit, and promises to return.;;;;;;;;;;;;;x
EVTOPTA_Plus_3301;Refuse [From.GetHerHis] request;;;;;;;;;;;;;x
EVTOPTB_Plus_3301;Let [From.GetHerHim] go;;;;;;;;;;;;;x
EVTDESC_Plus_3303;To my [GetFromReverseRelation],\nAs it turns out, [From.Liege.Capital.GetName] has been good to me. [From.Liege.GetTitledFirstNameNoRegnal] has seen fit to provide me a position wherein I can serve all of [From.Liege.PrimaryTitle.GetName], so I don't think I'll be returning to [Root.Capital.GetName] soon...if at all.\n\nMay [Root.Religion.GetHighGodName] be with you,\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3306;[From.GetTitledName] has returned home from [Root.TopLiege.Capital.GetName], though not quite in the condition [From.GetSheHe] left in.;;;;;;;;;;;;;x
EVTDESC_Plus_3308;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], having received a fair amount of education while serving in [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court.;;;;;;;;;;;;;x
EVTDESC_Plus_3314;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], but it seems he's brought a souvenir from [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court: a wife.;;;;;;;;;;;;;x
EVTDESC_Plus_3316_male;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], but it seems he's brought a souvenir from [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court: a bastard son who he claims is his own, though he refuses to speak of the mother.;;;;;;;;;;;;;x
EVTDESC_Plus_3316_female;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], but it seems she's brought a souvenir from [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court: a bastard son who she claims is her own, though she refuses to speak of the father.;;;;;;;;;;;;;x
EVTDESC_Plus_3318;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], but whatever [From.GetSheHe] had hoped to find in [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court it seems to have eluded [From.GetHerHim]. [From.GetSheHeCap] mostly remains in [From.GetHerHis] quarters since [From.GetHerHis] return, a black cloud of depression hanging over [From.GetHerHis] head.;;;;;;;;;;;;;x
EVTDESC_Plus_3320;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], and it appears the duty and honor [From.GetSheHe] went looking for in [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court was found at the bottom of a bottle.;;;;;;;;;;;;;x
EVTDESC_Plus_3322;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], and it appears the time spent serving in [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court has made [From.GetHerHim] a much more diligent [From.GetManWoman].;;;;;;;;;;;;;x
EVTDESC_Plus_3324;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], and it appears [From.GetSheHe] did practically nothing during those years other than ply away the time in [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court...an idleness that [From.GetSheHe] is now very much accustomed to.;;;;;;;;;;;;;x
EVTDESC_Plus_3326;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], and it appears the majority of [From.GetHerHis] time was spent serving [From.Religion.GetHighGodName] rather than [Root.TopLiege.GetTitledFirstNameNoRegnal]. [From.GetSheHeCap] has become quite a zealous [From.GetManWoman].;;;;;;;;;;;;;x
EVTDESC_Plus_3328;[From.GetTitledName] has finally returned home from [Root.TopLiege.Capital.GetName], and it seems the time spent in [Root.TopLiege.GetTitledFirstNameNoRegnal]'s court has made [From.GetHerHim] into quite the cynic.;;;;;;;;;;;;;x
