#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_4150;It would seem a Jewish community in your demesne has decided to pack up their belongings and leave for Israel.;;Es scheint, dass eine jüdische Gemeinde in Ihrem Gebiet beschlossen hat, ihre Sachen zu packen und nach Israel zu gehen.;;;x
EVTOPTA_Plus_4150;I see.;;Ich verstehe.;;;x
EVTDESC_Plus_4151;My liege, I bring terrible news from the [From.PrimaryTitle.GetFullName]. The Jewish merchants that you wisely allowed to settle in the city have grown dissatisfied with your rule. They've decided to pack up their things and return to their homeland of Israel.;;Mein Herr, ich bringe schreckliche Nachrichten aus der [From.PrimaryTitle.GetFullName]. Die jüdischen Kaufleute, denen Ihr weise erlaubt habt, sich in der Stadt niederzulassen, sind mit Eurer Herrschaft unzufrieden geworden. Sie haben beschlossen, ihre Sachen zu packen und in ihr Heimatland Israel zurückzukehren.;;;x
EVTOPTA_Plus_4151;What a bunch of ingrates.;;Was für ein undankbarer Haufen.;;;x
EVTDESC_Plus_4152;It would seem that a group of fellow Jews have returned to their rightful home of Israel all the way from [From.PrimaryTitle.GetFullName]. You organize the immediate resettling of them in your lands.;;Es scheint, dass eine Gruppe von jüdischen Mitbürgern aus [From.PrimaryTitle.GetFullName] in ihre rechtmäßige Heimat Israel zurückgekehrt ist. Sie organisieren die sofortige Umsiedlung dieser Menschen in Ihr Land.;;;x
EVTOPTA_Plus_4152;Mazel Tov!;;Mazel Tov!;;;x
EVTNAME_Plus_4153;Greater Israel;;Großes Israel;;;x
EVTDESC_Plus_4153;Genesis 15:18-21\nOn that day, the Lord formed a covenant with Abram, saying, 'To your seed I have given this land, from the river of Egypt until the great river, the Euphrates - the land of the Kenites, Kenizzites, Kadmonites, Hittites, Perizzites, Rephaim, Amorites, Canaanites, Girgashites and Jebusites.\n\nAfter a long absence the Jews of Israel have claimed these lands as their own. Never again shall they be exiled from their own lands.;;Mose 15:18-21\nAn jenem Tag schloss der Herr einen Bund mit Abram und sagte: 'Deinem Samen habe ich dieses Land gegeben, vom Strom Ägyptens bis zum großen Strom, dem Euphrat - das Land der Keniter, Kenisiter, Kadmoniter, Hetiter, Perisiter, Rephaim, Amoriter, Kanaaniter, Girgaschiter und Jebusiter.\n\nNach langer Abwesenheit haben die Juden Israels dieses Land als ihr eigenes beansprucht. Nie wieder sollen sie aus ihrem eigenen Land vertrieben werden.;;;x
EVTOPTA_Plus_4153;Mazel Tov!;;Mazel Tov!;;;x
EVTOPTB_Plus_4153;An ill omen.;;Ein böses Omen.;;;x
