#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_2000;[Root.Guardian.GetTitledFirstNameNoRegnal] has spoken to you a great deal about the ideals behind the Cathar faith, and how one who aspires to be closer to God must conduct themselves. [Root.Guardian.GetHerHisCap] words have made a great impact upon you.;;[Root.Guardian.GetTitledFirstNameNoRegnal] hat mit dir viel über die Ideale des katharischen Glaubens gesprochen und darüber, wie sich jemand verhalten muss, der Gott näher sein will. Die Worte von [Root.Guardian.GetHerHisCap] haben einen großen Eindruck auf dich gemacht.;;;x
EVTOPTA_Plus_2000;I will be a good Cathar, I think;;Ich werde ein guter Katharer sein, denke ich.;;;x
EVTDESC_Plus_2001;The Cathar Church frowns upon contact with members of the opposite sex. Thus you are raised mostly among other Cathar men, and rarely see girls your age at all. You start to feel strange urges, and it occurs to you that the church really only frowns upon reproduction...;;Die katharische Kirche missbilligt den Kontakt mit Mitgliedern des anderen Geschlechts. Daher wächst du hauptsächlich unter anderen Katharern auf und siehst nur selten Mädchen in deinem Alter. Du beginnst, seltsame Triebe zu verspüren, und dir wird klar, dass die Kirche eigentlich nur die Fortpflanzung missbilligt...;;;x
EVTOPTA_Plus_2001;It's technically not banned...;;Es ist technisch gesehen nicht verboten...;;;x
EVTDESC_Plus_2002;The Cathar Church frowns upon contact with members of the opposite sex. Thus you are raised mostly among other Cathar women, and rarely see boys your age at all. You start to feel strange urges, and it occurs to you that the church really only frowns upon reproduction...;;Die katharische Kirche missbilligt den Kontakt mit Mitgliedern des anderen Geschlechts. Deshalb wächst du hauptsächlich unter anderen Katharerinnen auf und siehst nur selten Jungen in deinem Alter. Du beginnst, seltsame Triebe zu verspüren, und es kommt dir in den Sinn, dass die Kirche eigentlich nur die Fortpflanzung missbilligt...;;;x
EVTDESC_Plus_2003;A life of sinful urges is not something you can relegate yourself to. You are a devout Cathar, and that means that such sins are best put behind you.;;Ein Leben mit sündigen Trieben ist nichts, worauf du dich zurückziehen kannst. Du bist ein gläubiger Katharer, und das bedeutet, dass du solche Sünden am besten hinter dir lässt.;;;x
EVTOPTA_Plus_2003;For the glory of God!;;Zum Ruhme Gottes!;;;x
EVTDESC_Plus_2005;Another lost soul brought into this world. Although your new child fills you with joy, you know that having children is frowned upon by the Cathar Church.;;Eine weitere verlorene Seele wurde in diese Welt gebracht. Obwohl dein neues Kind dich mit Freude erfüllt, weißt du, dass es in der katharischen Kirche verpönt ist, Kinder zu haben.;;;x
EVTOPTA_Plus_2005;I love [From.GetHerHim] anyway;;Ich liebe [From.GetHerHim] trotzdem;;;x
EVTDESC_Plus_2006;After a long search, a young boy has been found who might make for an ideal candidate. Your councilors tell you he comes from an orphanage in [adopted_province.GetName], his parents both killed by a recent plague. Although a bit grimy and shy, you feel the child might make a good ruler one day, provided he is cleaned up and raised properly.;;Nach langer Suche ist ein Junge gefunden worden, der ein idealer Kandidat sein könnte. Eure Ratsherren haben Euch erzählt, dass er aus einem Waisenhaus in [adopted_province.GetName] stammt, da seine Eltern beide durch eine kürzlich aufgetretene Seuche getötet wurden. Obwohl er ein wenig schmutzig und schüchtern ist, glaubt Ihr, dass das Kind eines Tages ein guter Herrscher sein könnte, vorausgesetzt, er wird gesäubert und richtig erzogen.;;;x
EVTOPTA_Plus_2006;I suppose he will do;;Ich nehme an, er wird es schaffen.;;;x
EVTTITLE_Plus_2010;The Council of Saint-Félix;;Das Konzil von Saint-Félix;;;x
EVTDESC_Plus_2010;A Cathar heresy has been brewing for some time, begun by numerous ascetic priests who espouse strange beliefs regarding there being two Gods--a 'Good God' who created the spiritual realm, and an 'Evil God' who created the material realm and all of humanity, and the reason why all humans are filled with sin--but with the gathering of these priests at a council in the province of Carcassonne, the heresy has begun to spread like wildfire. At this council, the priests codified many of their laws and spread territories into 'bishoprics', and they have since gained many followers.;;Seit einiger Zeit gibt es eine katharische Ketzerei, die von zahlreichen asketischen Priestern ausgeht, die den seltsamen Glauben vertreten, dass es zwei Götter gibt - einen "guten Gott", der das geistige Reich erschaffen hat, und einen "bösen Gott", der das materielle Reich und die gesamte Menschheit erschaffen hat, und der der Grund dafür ist, dass alle Menschen von Sünde erfüllt sind -, aber mit dem Zusammentreffen dieser Priester auf einem Konzil in der Provinz Carcassonne hat sich die Ketzerei wie ein Lauffeuer verbreitet. Auf diesem Konzil haben die Priester viele ihrer Gesetze kodifiziert und die Gebiete in "Bistümer" aufgeteilt, und sie haben seitdem viele Anhänger gewonnen.;;;x
EVTOPTA_Plus_2010;Another heresy? In MY lands?!;;Noch eine Ketzerei? In MEINEM Land?!;;;x
EVTOPTB_Plus_2010;This heresy must be stopped!;;Dieser Ketzerei muss Einhalt geboten werden!;;;x
EVTOPTC_Plus_2010;They are led by a Bogomilist, I hear;;Sie werden von einem Bogomilisten angeführt, wie ich höre.;;;x
EVTTITLE_Plus_2011;The Albigensian Crusade;;Der Albigenserkreuzzug;;;x
EVTDESC_Plus_2011;The Cathar faithful desire nothing more than peace, but the men of this evil world will not let that be. And so, a change in philosophy is in order. The Cathar are now permitted, no required, to make holy war upon the unbelievers in order to drive them off and bring about the salvation of mankind.;;Die Gläubigen der Katharer wünschen sich nichts sehnlicher als Frieden, aber die Menschen dieser bösen Welt werden das nicht zulassen. Und so ist eine Änderung der Philosophie angebracht. Die Katharer sind nun berechtigt, ja sogar verpflichtet, einen heiligen Krieg gegen die Ungläubigen zu führen, um sie zu vertreiben und das Heil der Menschheit herbeizuführen.;;;x
EVTOPTA_Plus_2011;So must it be;;So muss es sein;;;x
EVTTITLE_Plus_2013;The Cathar Patriarchy;;Das katharische Patriarchat;;;x
EVTDESC_Plus_2013;The growing power of the Cathar Church has led it to organize itself as a reflection of the Catholic Church. Created through the political will of [From.GetTitledName], this new Church has a leader: [new_cathar_pope.GetTitledName], elected at a special gathering of bishops in [From.Capital.GetName]. The Cathar world rejoices at the news!;;Die wachsende Macht der katharischen Kirche hat sie dazu veranlasst, sich als Abbild der katholischen Kirche zu organisieren. Diese neue Kirche wurde durch den politischen Willen von [From.GetTitledName] gegründet und hat einen Anführer: [new_cathar_pope.GetTitledName], der auf einer besonderen Versammlung von Bischöfen in [From.Capital.GetName] gewählt wurde. Die Welt der Katharer jubelt über diese Nachricht!;;;x
EVTOPTA_Plus_2013;Is this their idea of a Pope?;;Ist das ihre Vorstellung von einem Papst?;;;x
EVTOPTB_Plus_2013;And so the Christian world devours itself;;Und so verschlingt sich die christliche Welt;;;x
EVTOPTC_Plus_2013;Glory to Jesus!;;Ruhm für Jesus!;;;x
EVTNAME_Plus_2015;John Wycliff;;John Wycliff;;;x
EVTDESC_Plus_2015;A discredited seminary student by the name of John Wycliff has been spending his time in [new_lollard_stronghold.GetName], preaching his heretical thoughts on the Bible to the peasants--specifically that the Catholic Church must be reformed. He speaks out against the greed and excess of Catholic priests, the Sacrament of the Eucharist, and the over-emphasis of reverence paid to Christian idols. Many peasants, having no love for the corrupt priests of [Root.PrimaryTitle.GetName], have embraced his teachings and the Lollard heresy is spreading like wildfire throughout the countryside.;;Ein in Verruf geratener Seminarstudent namens John Wycliff verbringt seine Zeit in [new_lollard_stronghold.GetName] und predigt den Bauern seine ketzerischen Gedanken über die Bibel, insbesondere, dass die katholische Kirche reformiert werden muss. Er wendet sich gegen die Habgier und die Ausschweifungen der katholischen Priester, das Sakrament der Eucharistie und die übertriebene Verehrung christlicher Götzen. Viele Bauern, die die korrupten Priester von [Root.PrimaryTitle.GetName] nicht lieben, haben seine Lehren angenommen, und die Ketzerei der Lollarden verbreitet sich wie ein Lauffeuer über das Land.;;;x
EVTOPTA_Plus_2015;Where is my Archbishop?;;Wo ist mein Erzbischof?;;;x
EVTOPTB_Plus_2015;Terrible!;;Schrecklich!;;;x
EVTOPTC_Plus_2015;A wise man indeed;;Ein weiser Mann in der Tat;;;x
EVTOPTD_Plus_2015;Let the heathens fight each other;;Lasst die Heiden sich gegenseitig bekämpfen;;;x
EVTDESC_Plus_2016;As you men storm the church, they discover a rich cache of icons and relics, all of it gilded in gold and surely belonging to [From.Owner.GetTitledName]. Such greed and devotion to icons goes against everything the [Root.Religion.GetName] faith stands for...but this is still a holy place, is it not?;;Als eure Männer die Kirche stürmen, entdecken sie ein reiches Versteck mit Ikonen und Reliquien, die allesamt vergoldet sind und sicherlich [From.Owner.GetTitledName] gehören. Eine solche Gier und Hingabe an Ikonen widerspricht allem, wofür der Glaube von [Root.Religion.GetName] steht ... aber dies ist immer noch ein heiliger Ort, nicht wahr?;;;x
EVTOPTA_Plus_2016;Destroy them, and take the gold;;Zerstört sie, und nehmt das Gold;;;x
EVTOPTB_Plus_2016;I will not desecrate such beauty;;Ich werde diese Schönheit nicht entweihen;;;x
EVTNAME_Plus_2017;Translation of the Bible;;Übersetzung der Bibel;;;x
EVTDESC_Plus_2017;Several years ago, [Root.GetTitledName] ordered a translation of the Bible into the vernacular. The [Root.Religion.GetName]s believe, after all, that one of the way the Catholic Church maintains control over the masses is by restricting those who can read it to those educated few versed in the ancient tongue of Latin. A non-Latin Bible is, then, something of a revelation. Fortunately, [Root.GetTitledFirstNameNoRegnal]'s Bible is considered to be a fine translation: clear, easy to read, and already quite popular with the common man.;;Vor einigen Jahren ordnete [Root.GetTitledName] eine Übersetzung der Bibel in die Volkssprache an. Die [Root.Religion.GetName]s glauben nämlich, dass die katholische Kirche die Massen unter anderem dadurch unter Kontrolle hält, dass sie die Bibel nur den wenigen Gebildeten zugänglich macht, die die alte Sprache Latein beherrschen. Eine nicht-lateinische Bibel ist also so etwas wie eine Offenbarung. Glücklicherweise gilt die Bibel von [Root.GetTitledFirstNameNoRegnal] als eine gute Übersetzung: klar, leicht zu lesen und bei den einfachen Menschen bereits recht beliebt.;;;x
EVTOPTA_Plus_2017;Glory to God!;;Gott sei gepriesen!;;;x
EVTOPTB_Plus_2017;This is an affront to God!;;Das ist ein Affront gegen Gott!;;;x
EVTDESC_Plus_2018;Several years ago, [Root.GetTitledName] ordered a translation of the Bible into the vernacular. The [Root.Religion.GetName]s believe, after all, that one of the way the Catholic Church maintains control over the masses is by restricting those who can read it to those educated few versed in the ancient tongue of Latin. A non-Latin Bible is, then, something of a revelation. Unfortunately for [Root.GetTitledFirstNameNoRegnal], [Root.GetHerHis] new Bible is not only considered something of a poor translation -- with far too many parts obviously swayed by the politics of the day -- it is mostly mocked outside of [Root.PrimaryTitle.GetName] and mostly disregarded. Even so, it is of great interest to many, and has aided the spread of the [Root.Religion.GetName]s faith.;;Vor einigen Jahren gab [Root.GetTitledName] eine Übersetzung der Bibel in die Volkssprache in Auftrag. Die [Root.Religion.GetName]s glauben nämlich, dass die katholische Kirche die Kontrolle über die Massen unter anderem dadurch aufrechterhält, dass sie diejenigen, die die Bibel lesen können, auf die wenigen Gebildeten beschränkt, die die alte Sprache Latein beherrschen. Eine nicht-lateinische Bibel ist also so etwas wie eine Offenbarung. Zum Leidwesen von [Root.GetTitledFirstNameNoRegnal] wird [Root.GetHerHis] neue Bibel nicht nur als schlechte Übersetzung angesehen - mit viel zu vielen Teilen, die offensichtlich von der Tagespolitik beeinflusst sind - sie wird außerhalb von [Root.PrimaryTitle.GetName] meist verspottet und missachtet. Dennoch ist es für viele von großem Interesse und hat zur Verbreitung des Glaubens der [Root.Religion.GetName]s beigetragen.;;;x
EVTOPTA_Plus_2018;We will keep working on it;;Wir werden weiter daran arbeiten.;;;x
EVTDESC_Plus_2020;The death of [From.GetTitledFirstNameNoRegnal] means that [From.GetHerHis] efforts to translate the Bible into the vernacular have been put on hold. Not only that, they are in disarray, and it will take a fair amount of effort to continue the task. Alternatively, the plan could be stopped now, and at least some of the expense regained.;;Der Tod von [From.GetTitledFirstNameNoRegnal] bedeutet, dass [From.GetHerHis] Bemühungen, die Bibel in die Volkssprache zu übersetzen, auf Eis gelegt wurden. Nicht nur das, sie sind auch in Unordnung geraten, und es wird ziemlich viel Mühe kosten, die Aufgabe fortzusetzen. Alternativ könnte der Plan jetzt gestoppt und zumindest ein Teil der Kosten wieder eingespielt werden.;;;x
EVTOPTA_Plus_2020;I will continue [From.GetHerHis] efforts;;Ich werde die [From.GetHerHis]-Bemühungen fortsetzen;;;x
EVTOPTB_Plus_2020;[From.GetHerHisCap] dream dies with [From.GetHerHim];;[From.GetHerHisCap] Traum stirbt mit [From.GetHerHim];;;x
EVTDESC_Plus_2021_not_lollard;[Root.GetTitledFirstNameNoRegnal],\nYou are a holy [Root.GetManWoman], it is true...but you are also not a believer in the ideals we Lollards uphold. You revel in excess and greed, and thus I cannot allow you to retain your titles in [From.PrimaryTitle.GetName]. They are to be revoked at once, and given to a more worthy member of the clergy.\n\nSigned,\n[From.GetTitledName];;Ihr seid eine heilige [Root.GetManWoman], das ist wahr ... aber Ihr glaubt auch nicht an die Ideale, die wir Lollards hochhalten. Ihr schwelgt in Exzess und Gier, und deshalb kann ich Euch nicht erlauben, Eure Titel in [From.PrimaryTitle.GetName] zu behalten. Sie sind sofort zu widerrufen und einem würdigeren Mitglied des Klerus zu verleihen.\n\nUnterschrieben,\n[From.GetTitledName];;;x
EVTDESC_Plus_2021_wicked;[Root.GetTitledFirstNameNoRegnal],\nI understand you espouse the Lollard ideals...yet I see no evidence of that in your conduct. You make a mockery of all we believe, and thus I cannot allow you to retain your titles in [From.PrimaryTitle.GetName]. They are to be revoked at once, and given to a more worthy member of the clergy.\n\nSigned,\n[From.GetTitledName];;[Root.GetTitledFirstNameNoRegnal],\nIch verstehe, dass Ihr die lollardischen Ideale vertretet...dennoch sehe ich keinen Beweis dafür in Eurem Verhalten. Ihr macht alles, woran wir glauben, zum Gespött, und deshalb kann ich Euch nicht erlauben, Eure Titel in [From.PrimaryTitle.GetName] zu behalten. Sie sind sofort zu widerrufen und einem würdigeren Mitglied des Klerus zu verleihen.\n\nUnterschrieben,\n[From.GetTitledName];;;x
