#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
ARCHDUCHESS;Archduchess;Archiduchesse;Erzherzogin;;Archiduquesa;x
ARCHDUKE;Archduke;Archiduc;Erzherzog;;Archiduque;x
ARCHDUKE_OF;Archduchy of;Archiduché de;Erzherzogtum;;Archiducado de;x
ARCH_DRUID;Archdruid;Archidruide;Erzdruide;;Archidruido;x
ARCH_DRUIDESSE;Archdruidess;Archidruidesse;Erzdruidin;;Archidruida;x
ARCH_DRUID_FOA;Eldest of the Druids;Aîné des Druides;Ältester der Druiden;;Mayor de los druidas;x
BABA_SHEIKH;Baba Sheikh;;;;;x
BABA_SHEIKHA;Baba Sheikha;;;;;x
CATHAR_MATRIARCH;Cathar Matriarch;Matriarche Cathare;Katharer Matriarchin;;Matriarca Catar;x
CATHAR_PATRIARCH;Cathar Patriarch;Patriarche Cathare;Katharer Patriarch;;Patriarca Catar;x
city_emperor_foa;Your Eminence;Votre Éminence;Deine Eminenz;;Su Eminencia;x
Condotierro;Condotierro;;;;;x
CONSUL;Consul;;;;;x
ELDER;Elder;Aîné;Ältere;;Mayor;x
Emperor;Emperor;Empereur;Kaiser;;Emperador;x
Empress;Empress;Impératrice;Kaiserin;;Emperatriz;x
EUCHITE_PATRIARCH;Euchite Patriarch;Patriarche Euchites;Euchiter Patriarch;;Patriarca Euquites;x
GRANDDUKE_FOA_TUSCANY;Your Serene Highness;Votre Altesse Sérénissime;Ihre Durchlaucht;;Su Alteza Serenísima;x
HEADGUARD;Head Guard;Chef de la Garde;Kopfschutz;;Jefe de Guardia;x
HEADGUARD_FOA;The mighty;Le puissant;Der mächtige;;El poderoso;x
HEAD_CHIEF;Paramount Chief;Chef Suprême;Oberhäuptling;;Jefe Supremo;x
HEAD_CHIEF_FOA;Päällikkö;;;;;x
HEAD_PRIESTESS_african_pagan_reformed;Musoo Hogon;;;;;x
HEAD_PRIESTESS_aztec;Quetzalcoatl;;;;;x
HEAD_PRIESTESS_baltic_pagan_reformed;Kriwe Ponia;;;;;x
HEAD_PRIESTESS_finnish_pagan_reformed;Tietäjätär;;;;;x
HEAD_PRIESTESS_slavic_pagan_reformed;Hlava Knazka;;;;;x
HEAD_PRIEST_west_african_pagan_reformed;Kungo Hogon;;;;;x
HEAD_PRIEST_aztec;Quetzalcoatl;;;;;x
HEAD_PRIEST_baltic_pagan_reformed;Kriwe;;;;;x
HEAD_PRIEST_finnish_pagan_reformed;Tietäjä;;;;;x
HEAD_PRIEST_slavic_pagan_reformed;Hlava Knez;;;;;x
HEAD_PRIEST_german_pagan_reformed;Kuningaz;;;;;x
HERESIARCH;Heresiarch;Hérésiarque;Häresiarch;;Archihereje;x
HIGH_KING;High King;Roi Suprême;Hochkönig;;Gran Rey;x
HIGH_KING_FOA;Great Lord;Grand Seigneur;Großer Herr;;Gran Señor;x
HIGH_PATRIARCH;Patriarch Supreme;Patriarche suprême;Höchster Patriarch;;Patriarca supremo;x
HIGH_QUEEN;High Queen;Reine Suprême;Hochkönigin;;Gran Reina;x
IMAM;Imam;;;;;x
KUNINGAZ;Kuningaz;;;;;x
KUNINGO;Kuningo;;;;;x
LADY;Lady;Dame;Dame;;Señora;x
LADY_FOA;My Lady;Madame;Meine Fürstin;;Mi Señora;x
LATIN_PATRIARCH;Latin Patriarch;Patriarche Latin;Lateinischer Patriarch;;Patriarca Latino;x
LATIN_PATRIARCHATE_OF;Latin Patriarchate of;Patriarcat Latin de;Lateinischer Patriarchat;;Patriarcado Latino de;x
LEADER;Leader;Dirigeant;Anführer;;Líder;x
LEADER_FOA;Commander;Commandant;Kommandant;;Comandante;x
LORD;Lord;Seigneur;Fürst;;Señor;x
LORD_FOA;My Lord;Monseigneur;Mein Fürst;;Mi Señor;x
LORDSHIP_OF;Lordship of;Seigneurie de;Fürstentum;;Señorío de;x
LORDSHIP_FOA;[This.GetLordshipFoa];;;;;x
MARGRAVE;Margrave;Marquis;Markgraf;;Marques;x
MARGRAVINE;Margravine;Marquise;Markgrafin;;Marquesa;x
MARGRAVE_OF;Margraviate of;Margraviat de;Markgrafschaft;;Marca de;x
MARQUIS;Marquess;Marquis;Markgraf;;Marqués;x
MARQUISE;Marchioness;Marquise;Markgräfin;;Marquesa;x
MARQUIS_OF;Marquisate of;Marquisat de;März des;;Marquesado de;x
MASHIAH_FOA;Anointed One;Le Messie;Gesalbte;;Anointed One;x
PADISHAH;Great Sultan;Grand Sultan;Großsultan;;Gran Sultán;x
PAPACY_OF;Papacy of;Papauté de;Papsttum;;Papado de;x
PATRIARCHATE_OF;Patriarchate of;Patriarcat de;Patriarchat;;Patriarcado de;x
PATRIARCH;Patriarch;Patriarche;Patriarch;;Patriarca;x
PARAGON_XROJ;Paragon;Parangon;Vorbild;;Dechado;x
PHARAOH;Pharaoh;Pharaon;Pharao;;Faraón;x
PONTIFEX_MAXIMUS_FOA;Your Holiness;Sa Sainteté;Eure Heiligkeit;;Su Santidad;x
PRINCE;Prince;;Prinz;;Príncipe;x
PRINCESS;Princess;Princesse;Prinzessin;;Princesa;x
PRINCIPALITY_OF;Principality of;Principauté de;Fürstentum;;Principado de;x
ROMAN_PROVINCE_OF;Provincia;;;;;x
SHAYKH;Shaykh;;;;;x
SHAYKHA;Shaykha;;;;;x
SHIA_CALIPH;Shia Caliph;Calife Shiite;Schia Kalif;;Califa Chía;x
temple_emperor_foa;Your Holiness;Votre Sainteté;Eure Heiligkeit;;Su Santidad;x
THE_BALLADS;The Ballads;Les Ballades;Die Balladen;;Las Baladas;x
THE_STONES;The Sacred Stones;Les Pierres Sacrées;Die Heiligen Steine;;Las Piedras Sagradas;x
THE_THEOGONY;The Theogony;La Théogonie;Die Theogonie;;La Teogonía;x
THE_TORAH;The Torah;La Thora;Die Tora;;La Torá;x
SUNNI_CALIPH;Sunni Caliph;Calife Sunnite;Sunni Kalif;;Califa Suní;x
UQQAL;Uqqal;;;;;x
VISCOUNT;Viscount;Vicomte;Vizegraf;;Vizconde;x
VISCOUNTESS;Viscountess;Vicomtesse;Vizegräfin;;Vizcondessa;x
VISCOUNTY_OF;Viscounty of;Vicomte de;Vizegrafschaft;;Vizcondado de;x
WARLORD;Warlord;Seigneur de Guerre;Kriegsherr;;Señor de la Guerra;x
WARLORD_FOA;Warlord;Seigneur;Kriegsherr;;Señor;x
WARRIOR_PRIEST;Warrior Priest;Prêtre-Guerrier;Krieg-Priester;;Párroco-Guerrero;x
WARRIOR_PRIEST_FOA;Warrior Priest;Prêtre-Guerrier;Krieg-Priester;;Párroco-Guerrero;x
ZARATHUSHTROEMA;Zarathushtrotema;Zarathushtrotema;Zarathushtrotema;;Zarathushtrotema;x
ZARATHUSHTROEMA_FOA;The Most Wise;Le Plus Sage;Der Weiseste;;El Más Sabio;x
DUCHIES_OF;Duchies of;Duchés de;Herzogtümer;;Ducados de;x
FREECOUNT;Free Count;Franche Comte;Freigraf;;Franco Conde;x
FREECOUNTESS;Free Countess;Franche Comtesse;Freigräfin;;Franco Condessa;x
FREECOUNTY_OF;Free County of;Franche Comté de;Freigrafschaft;;Franco Condado de;x
LANDGRAVE;Landgrave;Landgrave;Landgraf;;Landgravo;x
LANDGRAVINE;Landgravine;Landgravine;Landgräfin;;Landgravina;x
LANDGRAVIATE_OF;Landgraviate of;Landgraviat de;Landgrafschaft;;Landgraviato de;x
#SPECIAL TITLES
TITLE_KING;King;Roy;König;;Rey;x
TITLE_QUEEN;Queen;Reine;Königin;;Reina;x
TITLE_EMPEROR;Emperor;Empereur;Kaiser;;Emperador;x
TITLE_EMPRESS;Empress;Impératrice;Kaiserin;;Emperadora;x
