#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
emf_ctt_nwo_customize;Prompt with an explanation of New World Order.\nYou may choose to cancel or otherwise supply further options.\n;;Aufforderung mit einer Erklärung zu New World Order.\nSie können wählen, ob Sie abbrechen oder weitere Optionen angeben möchten.\n;;;x
emf_customize_nwo;New World Order;;Neue Weltordnung;;;x
emf_customize_nwo_desc;This scenario customization decision allows you to completely facelift the map in myriad ways: independent counts, de jure dukes, or de jure kings. You can apply the decision to only certain parts of the world, randomize rulers or retain previous rulers where they existed, etc. It can be invoked multiple times with different selections for more complex results.;;Diese Entscheidung zur Anpassung des Szenarios ermöglicht es Ihnen, die Karte auf unzählige Arten komplett umzugestalten: unabhängige Grafen, de jure Herzöge oder de jure Könige. Sie können die Entscheidung nur auf bestimmte Teile der Welt anwenden, Herrscher zufällig auswählen oder frühere Herrscher beibehalten, wo sie existierten, usw. Um komplexere Ergebnisse zu erzielen, kann die Funktion mehrmals mit unterschiedlichen Auswahlen aufgerufen werden.;;;x
#### EVENTS;;;;;;;;;;;;;;x
emf_nwo.1.title;New World Order;;Neue Weltordnung;;;x
emf_nwo.1.desc;With this scenario customization, you can change the face of the map in myriad ways, from dismantling the Christian empires and adding lots of new kingdoms with which to politick to shattering the world into independent counts and using rapid conquest CBs to etch your own new world order (and more).\n\nFirst, select independent counts, de jure dukes, or de jure kings mode. Among a variety of mostly self-explanatory options, you'll be asked whether to apply the new world order to the whole map, only Catholics, only Christians, or only Muslims.\n\nNote that you can take this customization decision again with different selections to get more complex results.;;Mit dieser Szenarioanpassung können Sie das Gesicht der Karte auf unzählige Arten verändern, von der Zerschlagung der christlichen Reiche und der Hinzufügung vieler neuer Königreiche, mit denen Sie Politik machen können, bis hin zur Aufteilung der Welt in unabhängige Grafen und der Verwendung von schnellen Eroberungs-CBs, um Ihre eigene neue Weltordnung zu errichten (und mehr).\n\nWählen Sie zunächst den Modus "Unabhängige Grafen", "De-jure-Herzöge" oder "De-jure-Könige". Unter einer Vielzahl von meist selbsterklärenden Optionen werden Sie gefragt, ob die neue Weltordnung auf die gesamte Karte, nur auf Katholiken, nur auf Christen oder nur auf Muslime angewendet werden soll.\n\nBeachten Sie, dass Sie diese Anpassungsentscheidung mit verschiedenen Auswahlen wiederholen können, um komplexere Ergebnisse zu erhalten.;;;x
emf_nwo.1.opt.a;Independent Counts;;Unabhängige Zählungen;;;x
emf_nwo.1.opt.b;De Jure Dukes;;De Jure Herzöge;;;x
emf_nwo.1.opt.c;De Jure Kings;;De Jure Könige;;;x
emf_nwo.3.desc;To which groups should the New World Order apply?\n\nNote that you can take this customization decision again afterward to affect different groups in complex ways.;;Für welche Gruppen soll die Neue Weltordnung gelten?\n\nBeachten Sie, dass Sie diese Anpassungsentscheidung später noch einmal treffen können, um verschiedene Gruppen auf komplexe Weise zu beeinflussen.;;;x
emf_nwo.3.opt.a;Everyone;;Alle;;;x
emf_nwo.3.opt.b;Only Catholics;;Nur Katholiken;;;x
emf_nwo.3.opt.c;Only Orthodox;;Nur Orthodoxe;;;x
emf_nwo.3.opt.d;Only Christians;;Nur Christen;;;x
emf_nwo.3.opt.e;Only Muslims;;Nur Muslime;;;x
emf_nwo.5.desc;Would you like to spare the Pope's lands?;;Würden Sie die Ländereien des Papstes verschonen wollen?;;;x
emf_nwo.5.opt.a;Yes, spare all of the Papacy;;Ja, das ganze Papsttum verschonen;;;x
emf_nwo.5.opt.b;Yes, but only let the Pope have Rome;;Ja, aber überlasst dem Papst nur Rom;;;x
emf_nwo.5.opt.c;No, the Pope can fend for himself;;Nein, der Papst kann sich selbst versorgen;;;x
emf_nwo.7.desc;Would you like to spare merchant republics?;;Würden Sie Handelsrepubliken verschonen wollen?;;;x
emf_nwo.9.desc.duke;For those rulers which already hold de jure duchies, should they remain the dukes of their capital duchies? Note that this only affects already-existing duchies.;;Sollen die Herrscher, die bereits de jure Herzogtümer besitzen, die Herzöge ihrer Hauptstadtherzogtümer bleiben? Beachten Sie, dass dies nur bereits bestehende Herzogtümer betrifft.;;;x
emf_nwo.9.desc.king;For those rulers which already hold de jure kingdoms, should they remain the kings of their capital kingdoms?\n\nAs an example, the current King of France would remain the King of France (but not Aquitaine).;;Sollen die Herrscher, die bereits de jure Königreiche besitzen, die Könige ihrer Hauptstadtkönigreiche bleiben? So würde zum Beispiel der derzeitige König von Frankreich der König von Frankreich bleiben (aber nicht von Aquitanien).;;;x
emf_nwo.9.opt.a;Yes, but still prefer players over previous rulers;;Ja, aber trotzdem Spieler gegenüber früheren Herrschern bevorzugen;;;x
emf_nwo.9.opt.b;Yes, even if this makes me a vassal;;Ja, auch wenn ich dadurch zu einem Vasallen werde;;;x
emf_nwo.11.desc;Would you like to enable certain rapid conquest CBs for faster conglomeration of the New World Order? The special CBs stop being valid once rulers' realm's grow beyond a certain size/tier, so the world will naturally cool-down.;;Möchten Sie bestimmte schnelle Eroberungs-CBs für eine schnellere Zusammenführung der Neuen Weltordnung aktivieren? Die speziellen CBs sind nicht mehr gültig, sobald die Reiche der Herrscher eine bestimmte Größe/Ebene überschreiten, so dass die Welt natürlich abkühlt.;;;x
emf_nwo.13.desc;How would you like to handle the nomads on the map?;;Wie würdest du die Nomaden auf der Karte behandeln?;;;x
emf_nwo.13.opt.a;Make every clan independent;;Jeden Clan unabhängig machen;;;x
emf_nwo.13.opt.b;Give only a single province to each clan;;Jedem Clan nur eine einzige Provinz zuweisen;;;x
emf_nwo.13.opt.c;Leave them be;;Lasst sie in Ruhe;;;x
## CK2Plus ARR extension;;;;;;;;;;;;;;x
emf_nwo.99.desc;Would you like to run New World Order customization again?;;Möchten Sie die Anpassung der Neuen Weltordnung erneut durchführen?;;;x
emf_nwo.101.desc;Would you like to use the default religions for the world (i.e., the configuration that's already in-place), or would you like to transform the map with Ancient Religions?;;Möchten Sie die Standardreligionen für die Welt verwenden (d.h. die bereits vorhandene Konfiguration), oder möchten Sie die Karte mit Antiken Religionen umgestalten?;;;x
emf_nwo.101.opt.a;Standard Religions;;Standard-Religionen;;;x
