#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_Plus_412;[From.GetTitledFirstNameNoRegnal] owed tribute to [current_suzerain.GetTitledName], but that arrangement doesn't necessarily apply to you, [From.GetHerHis] heir. Of course, [current_suzerain.GetTitledFirstNameNoRegnal] might not agree with that idea...;;[From.GetTitledFirstNameNoRegnal] schuldete [current_suzerain.GetTitledName] Tribut, aber diese Regelung gilt nicht unbedingt für Euch, [From.GetHerHis] Erben. Natürlich könnte [current_suzerain.GetTitledFirstNameNoRegnal] mit dieser Idee nicht einverstanden sein...;;;;;;;;;;;x
EVTOPTA_Plus_412;I will pay tribute to [current_suzerain.GetTitledFirstNameNoRegnal];;Ich werde [current_suzerain.GetTitledFirstNameNoRegnal] Tribut zollen.;;;;;;;;;;;x
EVTOPTB_Plus_412;[Root.PrimaryTitle.GetName] is no-one's tribute;;[Root.PrimaryTitle.GetName] wird von niemandem Tribut gezollt;;;;;;;;;;;x
EVTDESC_Plus_413;Shortly following the death of [FromFrom.GetTitledName], an emissary has arrived in [Root.Capital.GetName] from [FromFrom.GetHerHis] heir, offering to renew the tribute from [From.PrimaryTitle.GetName] towards the [Root.PrimaryTitle.GetFullName]. Turn the emissary away, and [From.PrimaryTitle.GetName] will be free of our control...and our protection.;;Kurz nach dem Tod von [FromFrom.GetTitledName] ist ein Abgesandter von [FromFrom.GetHerHis] Erbe in [Root.Capital.GetName] eingetroffen und hat angeboten, den Tribut von [From.PrimaryTitle.GetName] gegenüber [Root.PrimaryTitle.GetFullName] zu erneuern. Schickt den Abgesandten weg, und [From.PrimaryTitle.GetName] wird frei von unserer Kontrolle ... und unserem Schutz sein.;;;;;;;;;;;x
EVTOPTA_Plus_413;Naturally we will accept their tribute;;Natürlich werden wir ihren Tribut akzeptieren;;;;;;;;;;;x
EVTOPTB_Plus_413;[From.PrimaryTitle.GetName] is more trouble than it's worth;;[From.PrimaryTitle.GetName] macht mehr Ärger, als er wert ist;;;;;;;;;;;x
EVTDESC_Plus_414;Your emissary has returned from [From.Capital.GetName], explaining that [From.GetTitledFirstNameNoRegnal] cheerfully accepted [Root.PrimaryTitle.GetName]'s continued tribute towards the [From.PrimaryTitle.GetFullName].;;Euer Abgesandter ist von [From.Capital.GetName] zurückgekehrt und hat erklärt, dass [From.GetTitledFirstNameNoRegnal] den fortgesetzten Tribut von [Root.PrimaryTitle.GetName] an [From.PrimaryTitle.GetFullName] freudig angenommen hat.;;;;;;;;;;;x
EVTDESC_Plus_415;Your emissary has returned from [From.Capital.GetName] with dire news: [From.GetTitledFirstName] has refused the offer of tribute, declaring that [Root.PrimaryTitle.GetName] is 'more trouble than it's worth'. You are freed from [From.PrimaryTitle.GetName]'s control, but also its protection.;;"Euer Abgesandter ist aus [From.Capital.GetName] mit schlimmen Nachrichten zurückgekehrt: [From.GetTitledFirstName] hat das Angebot des Tributs abgelehnt und erklärt, dass [Root.PrimaryTitle.GetName] ""mehr Ärger macht, als es wert ist"". Ihr seid von der Kontrolle durch [From.PrimaryTitle.GetName] befreit, aber auch von seinem Schutz.";;;;;;;;;;;x
EVTOPTA_Plus_415;Does [From.GetSheHe] mean to attack us?;;Beabsichtigt [From.GetSheHe], uns anzugreifen?;;;;;;;;;;;x
EVTDESC_Plus_416;Shortly following the death of [FromFrom.GetTitledName], an emissary has arrived in [Root.Capital.GetName] from [FromFrom.GetHerHis] heir, declaring that [From.PrimaryTitle.GetName] shall no longer be subject to the [Root.PrimaryTitle.GetFullName] nor shall it offer any further tribute.;;Kurz nach dem Tod von [FromFrom.GetTitledName] ist ein Abgesandter des [FromFrom.GetHerHis]-Erben in [Root.Capital.GetName] eingetroffen und hat erklärt, dass [From.PrimaryTitle.GetName] nicht länger dem [Root.PrimaryTitle.GetFullName] unterworfen sein und keinen weiteren Tribut zahlen wird.;;;;;;;;;;;x
EVTOPTA_Plus_416;Let [From.PrimaryTitle.GetName] go;;Lasst [From.PrimaryTitle.GetName] gehen;;;;;;;;;;;x
EVTOPTB_Plus_416;Is that so? We'll see about that!;;Ist das so? Das werden wir ja sehen!;;;;;;;;;;;x
EVTDESC_Plus_417;The recent death of [From.GetTitledFirstNameNoRegnal] leaves us with a decision to make: does [Root.PrimaryTitle.GetName] offer tribute to [From.GetHerHis] heir, [new_suzerain.GetTitledFirstNameNoRegnal], or does it declare itself free of both [From.PrimaryTitle.GetName]'s control and protection?;;Der kürzliche Tod von [From.GetTitledFirstNameNoRegnal] stellt uns vor eine Entscheidung: Soll [Root.PrimaryTitle.GetName] dem Erben von [From.GetHerHis], [new_suzerain.GetTitledFirstNameNoRegnal], Tribut zollen, oder erklärt es sich frei von der Kontrolle und dem Schutz von [From.PrimaryTitle.GetName]?;;;;;;;;;;;x
EVTOPTA_Plus_417;We will offer tribute to [new_suzerain.GetTitledFirstNameNoRegnal];;Wir werden [new_suzerain.GetTitledFirstNameNoRegnal] Tribut zollen;;;;;;;;;;;x
EVTOPTB_Plus_417;We will be tributes to [From.PrimaryTitle.GetName] no longer!;;Wir werden [From.PrimaryTitle.GetName] nicht länger tributpflichtig sein!;;;;;;;;;;;x
EVTDESC_Plus_418;An emissary has arrived in [Root.Capital.GetName] from [From.GetTitledName], offering to extend the arrangement of tribute between [From.PrimaryTitle.GetName] and [FromFrom.GetTitledFirstNameNoRegnal] to yourself.;;In [Root.Capital.GetName] ist ein Abgesandter von [From.GetTitledName] eingetroffen, der anbietet, die Tributvereinbarung zwischen [From.PrimaryTitle.GetName] und [FromFrom.GetTitledFirstNameNoRegnal] auf Euch auszuweiten.;;;;;;;;;;;x
EVTOPTA_Plus_418;Of course we shall accept;;Natürlich werden wir akzeptieren;;;;;;;;;;;x
EVTOPTB_Plus_418;No, [From.PrimaryTitle.GetName] is more trouble than it's worth;;Nein, [From.PrimaryTitle.GetName] macht mehr Mühe als es wert ist;;;;;;;;;;;x
EVTDESC_Plus_419;An emissary has arrived in [Root.Capital.GetName] from [From.GetTitledName], declaring that, with the death of [FromFrom.GetTitledFirstNameNoRegnal], [From.PrimaryTitle.GetName] shall no longer be subject to the [Root.PrimaryTitle.GetFullName] nor shall it offer any further tribute.;;Ein Abgesandter von [From.GetTitledName] ist in [Root.Capital.GetName] eingetroffen und hat erklärt, dass [From.GetTitledFirstNameNoRegnal] nach dem Tod von [From.GetTitledFirstNameNoRegnal] nicht länger dem [Root.PrimaryTitle.GetFullName] unterworfen ist und keinen weiteren Tribut mehr zahlen muss.;;;;;;;;;;;x
EVTDESC_Plus_425;Little [From.GetFirstName] is the spitting image of [From.GetHerHis] father, [From.Father.GetTitledFirstName]. We are unmarried, of course, but I can hardly deny the child is mine.;;Der kleine [From.GetFirstName] ist das Ebenbild von [From.GetHerHis] Vater, [From.Father.GetTitledFirstName]. Wir sind natürlich unverheiratet, aber ich kann kaum leugnen, dass das Kind von mir ist.;;;;;;;;;;;x
EVTOPTA_Plus_425;I love [From.GetHerHim], anyway;;Ich liebe [From.GetHerHim] jedenfalls;;;;;;;;;;;x
EVTDESC_Plus_430;Recent events have brought to rise the question: is the [Root.PrimaryTitle.GetFullName] truly part of the [Root.Liege.PrimaryTitle.GetFullName]? If not, this is your chance to declare independence from the [Root.Liege.PrimaryTitle.GetRulerTitle] -- but beware, as [Root.Liege.GetSheHe] will have a claim to come after [Root.PrimaryTitle.GetName] later, if [Root.Liege.GetSheHe] can.;;Die jüngsten Ereignisse haben die Frage aufgeworfen: Ist der [Root.PrimaryTitle.GetFullName] wirklich Teil des [Root.Liege.PrimaryTitle.GetFullName]? Wenn nicht, ist dies eure Chance, die Unabhängigkeit vom [Root.Liege.PrimaryTitle.GetRulerTitle] zu erklären -- aber Vorsicht, denn [Root.Liege.GetSheHe] wird später einen Anspruch auf [Root.PrimaryTitle.GetName] erheben, wenn [Root.Liege.GetSheHe] es kann.;;;;;;;;;;;x
EVTOPTA_Plus_430;Declare independence!;;Erklären Sie die Unabhängigkeit!;;;;;;;;;;;x
EVTOPTB_Plus_430;No, I remain faithful to [Root.Liege.PrimaryTitle.GetName];;Nein, ich bleibe [Root.Liege.PrimaryTitle.GetName] treu.;;;;;;;;;;;x
EVTDESC_Plus_431;It seems that [From.GetTitledFirstNameNoRegnal] does not consider [From.GetHerHim]self a part of your realm, and has declared the [From.PrimaryTitle.GetFullName]'s independence from [Root.PrimaryTitle.GetAdjective] rule.;;Es scheint, dass [From.GetTitledFirstNameNoRegnal] [From.GetHerHim] selbst nicht als Teil Eures Reiches betrachtet und die Unabhängigkeit des [From.PrimaryTitle.GetFullName] von der [Root.PrimaryTitle.GetAdjective]-Herrschaft erklärt hat.;;;;;;;;;;;x
EVTOPTA_Plus_431;Oh no!;;Oh nein!;;;;;;;;;;;x

BREAK_TRIBUTE_STATUS;Break the tribute arrangement\n;;Die Tributvereinbarung brechen\n;;;;;;;;;;;x
REFUSE_TRIBUTE_STATUS;Refuse their offer of tribute;;Ihr Tributangebot ablehnen;;;;;;;;;;;x
