#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_1650;[Root.PrimaryTitle.GetFOA],\nI send you this request in the hope that you will grant the [sanction_requester.PrimaryTitle.GetFullName] holy sanction to attack [sanction_target.GetTitledName] in the name of the [Root.Religion.GetName]. With your leave, we will march forward in the name of [Root.Religion.GetHighGodName] and smite our enemies!\n\nYour devoted subject,\n[sanction_requester.GetTitledName];;[Root.PrimaryTitle.GetFOA]\nIch sende Euch diese Bitte in der Hoffnung, dass Ihr dem [sanction_requester.PrimaryTitle.GetFullName] die heilige Sanktion erteilen werdet, [sanction_target.GetTitledName] im Namen der [Root.Religion.GetName] anzugreifen.  Mit Eurer Erlaubnis werden wir im Namen von [Root.Religion.GetHighGodName] vorwärts marschieren und unsere Feinde erschlagen!\n\nEuer ergebener Untertan,\n[sanction_requester.GetTitledName];;;x
EVTOPTA_Plus_1650;In the name of [Root.Religion.GetHighGodName], let it be;;Im Namen von [Root.Religion.GetHighGodName], lass es sein;;;x
EVTOPTB_Plus_1650;[sanction_requester.GetSheHeCap] will need to do better than that;;[sanction_requester.GetSheHeCap] wird es besser machen müssen als das;;;x
EVTOPTC_Plus_1650;[sanction_requester.GetSheHeCap] does not deserve to act in [Root.Religion.GetHighGodName]'s name;;[sanction_requester.GetSheHeCap] verdient es nicht, im Namen von [Root.Religion.GetHighGodName] zu handeln;;;x
EVTDESC_Plus_1651;[Root.PrimaryTitle.GetFOA],\nWe are much in need of [Root.Religion.GetName] champions like yourself. Go in the name of [Root.Religion.GetHighGodName] and smite the heathen, [sanction_target.GetTitledFirstNameNoRegnal]. Let victory be yours.\n\nWith respect,\n[From.GetTitledName];;[Root.PrimaryTitle.GetFOA],\nWir brauchen dringend [Root.Religion.GetName] Champions wie dich. Geht im Namen von [Root.Religion.GetHighGodName] und erschlagt die Heiden, [sanction_target.GetTitledFirstNameNoRegnal]. Möge der Sieg Euer sein.\n\nMit Respekt,\n[From.GetTitledName];;;x
EVTDESC_Plus_1652;[Root.PrimaryTitle.GetFOA],\nWhile I am assured you are a pious [Root.Religion.GetName] [Root.GetManWoman], I feel the need to be convinced that what you intend is in the name of [Root.Religion.GetHighGodName] and not merely a means to acquire more land. Without such assurances, I cannot do as you ask.\n\nWith respect,\n[From.GetTitledName];;[Root.PrimaryTitle.GetFOA],\nWährend ich mir sicher bin, dass Ihr ein frommer [Root.Religion.GetName] [Root.GetManWoman] seid, muss ich davon überzeugt sein, dass das, was Ihr vorhabt, im Namen von [Root.Religion.GetHighGodName] geschieht und nicht nur ein Mittel ist, um mehr Land zu erwerben. Ohne eine solche Zusicherung kann ich Eurer Bitte nicht nachkommen.\n\nMit Respekt,\n[From.GetTitledName];;;x
EVTOPTA_Plus_1652;Offer [From.GetHerHim] a hefty 'donation';;Biete [From.GetHerHim] eine saftige "Spende" an;;;x
EVTOPTB_Plus_1652;Acknowledge the [From.PrimaryTitle.GetRulerTitle]'s superior authority in [Root.PrimaryTitle.GetName];;Erkennen Sie die übergeordnete Autorität des [From.PrimaryTitle.GetRulerTitle]'s in [Root.PrimaryTitle.GetName]] an;;;x
EVTOPTC_Plus_1652;Send a talented relative to serve under the [From.PrimaryTitle.GetRulerTitle];;Schicken Sie einen talentierten Verwandten, um unter dem [From.PrimaryTitle.GetRulerTitle] zu dienen;;;x
EVTOPTD_Plus_1652;Promise [From.GetHerHim] a temple amongst [sanction_target.GetTitledFirstNameNoRegnal]'s lands;;Versprechen Sie [From.GetHerHim] einen Tempel in den Ländern von [sanction_target.GetTitledFirstNameNoRegnal];;;x
EVTOPTE_Plus_1652;[From.GetSheHeCap] will get nothing from me;;[From.GetSheHeCap] wird nichts von mir bekommen;;;x
