#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_Plus_400;The Crusade was a great success, but to whom shall I grant the lands I have gained?;;Der Kreuzzug war ein großer Erfolg, aber wem soll ich die gewonnenen Ländereien geben?;;;;;;;;;;;x
EVTOPTA_Plus_400;To my son;;An meinen Sohn;;;;;;;;;;;x
EVTOPTC_Plus_400;To a capable relative;;An einen fähigen Verwandten;;;;;;;;;;;x
EVTOPTD_Plus_400;To myself;;an mich selbst;;;;;;;;;;;x
EVTOPTE_Plus_400;To my brother;;An meinen Bruder;;;;;;;;;;;x
EVTOPTF_Plus_400;To a valiant retainer;;An einen tapferen Gefolgsmann;;;;;;;;;;;x
EVTDESC_Plus_401;The Crusade was a great success and now I must decide whether to request a fief in the captured lands for one of my relatives.;;Der Kreuzzug war ein großer Erfolg, und nun muss ich entscheiden, ob ich für einen meiner Verwandten ein Lehen in den eroberten Ländern erbitten soll.;;;;;;;;;;;x
EVTOPTA_Plus_401;Request a fief for my son;;Ein Lehen für meinen Sohn erbitten;;;;;;;;;;;x
EVTOPTB_Plus_401;Request a fief for my brother;;Erbitte ein Lehen für meinen Bruder;;;;;;;;;;;x
EVTOPTC_Plus_401;Request a fief for a relative;;Ein Lehen für einen Verwandten erbitten;;;;;;;;;;;x
EVTOPTD_Plus_401;No, our victory belongs to God;;Nein, unser Sieg gehört Gott;;;;;;;;;;;x
EVTDESC_Plus_402;I have distributed fiefs in my new lands among the relatives of the Crusading lords.;;Ich habe die Lehen in meinen neuen Ländereien an die Verwandten der Kreuzfahrer verteilt.;;;;;;;;;;;x

CUSTOMTOOLTIP36;A landless knight will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;Ein landloser Ritter wird unabhängiger Herrscher über §Yalle im Kreuzzug eroberten Ländereien§!.\n;;;;;;;;;;;x
CUSTOMTOOLTIP3;§Y[This.GetTitledFirstName]§! will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;§Y[This.GetTitledFirstName]§! wird unabhängiger Herrscher über §Yalles im Kreuzzug eingenommene Ländereien§!.\n;;;;;;;;;;;x
CUSTOMTOOLTIP41;Might be granted a fief in the captured lands\n;;Kann ein Lehen in den eroberten Ländern erhalten\n;;;;;;;;;;;x
CUSTOMTOOLTIP42;[Root.GetTitledFirstName] will relinquish [Root.GetHerHis] §Yprevious holdings§! and become the independent ruler of §Yall lands taken in the Crusade§!.\n;;[Root.GetTitledFirstName] wird [Root.GetHerHis] §Yvorherige Besitztümer§! aufgeben und unabhängiger Herrscher über §Yalle im Kreuzzug eroberten Ländereien§!.\n werden;;;;;;;;;;;x
CUSTOMTOOLTIP43;[Root.GetTitledFirstName] will become the independent ruler of §Yall lands taken in the Crusade§!.\n;;[Root.GetTitledFirstName] wird der unabhängige Herrscher von §Yalle im Kreuzzug eroberten Länder§!.\n;;;;;;;;;;;x
HOLYTRUCETOOLTIP;[This.GetTitledFirstName] will be unable to §Ydeclare war§! or §Ybe declared on§! for ten years\n;;[From.GetTitledFirstName] wird zehn Jahre lang nicht in der Lage sein, §Yden Krieg zu erklären§! oder §Yangegriffen zu werden§!;;;;;;;;;;;x
