#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
ABANDONS_USURP_EFFORT;You abandon your plot to usurp your wife's titles, for now.\n;;Ihr gebt Euren Plan, die Titel Eurer Frau an Euch zu reißen, vorerst auf.;;;x
AMBUSH_RETAINERS_SUCCESSFUL;You successfully ambush the retainers and kill them;;Ihr habt die Gefolgsleute erfolgreich überfallen und getötet.;;;x
AMBUSH_RETAINERS_FAILED;Your ambush fails and you are possibly injured;;Euer Hinterhalt schlägt fehl und Ihr werdet möglicherweise verletzt.;;;x
AMBUSH_SUCCEEDS;You succeed in killing him, earning notoriety for you and [From.GetFirstName];;Es gelingt Euch, ihn zu töten, was Euch und [From.GetFirstName] Berühmtheit verschafft;;;x
AMBUSH_FAILS;You fail and are possibly captured;;Ihr scheitert und werdet möglicherweise gefangen genommen;;;x
CHARM_RETAINERS_SUCCESSFUL;You convince the retainers you are not a threat;;Ihr überzeugt die Gefolgsleute, dass Ihr keine Bedrohung seid;;;x
CHARM_RETAINERS_FAILED;Your attempt to charm the retainers fails;;Euer Versuch, die Gefolgsleute zu verzaubern, schlägt fehl.;;;x
DO_NOT_INTERVENE;Do not intervene-she is on her own;;Greift nicht ein - sie ist auf sich allein gestellt;;;x
DO_SOMETHING_RASH;Ambush her husband and kill him, no matter the consequences\n;;Überfalle ihren Ehemann und töte ihn, ohne Rücksicht auf die Konsequenzen\n;;;x
GO_ASSIST_HER;Go to assist your [GetFromRelation], and do whatever she needs;;Geht Eurer [GetFromRelation] zu Hilfe und tut, was immer sie braucht;;;x
GO_ASSIST_HER_WITH_TROOPS;Bring a large retinue to [From.Capital.GetName] and protect her;;Bringt ein großes Gefolge nach [From.Capital.GetName] und beschützt sie;;;x
HUSBAND_BRIBERY_SUCCESSFUL;Your husband loses his supporters, thus ending his scheme;;Euer Ehemann verliert seine Unterstützer und beendet damit seinen Plan.;;;x
HUSBAND_BRIBERY_UNSUCCESSFUL;It is not enough-your husband retains enough supporters to act;;Es ist nicht genug - Euer Ehemann hat noch genug Anhänger, um zu handeln.;;;x
HUSBAND_CAMPAIGN_SUCCESSFUL;Your vassals are swayed enough to support your cause;;Eure Vasallen sind genug bewegt, um Eure Sache zu unterstützen;;;x
HUSBAND_CAMPAIGN_UNSUCCESSFUL;Your vassals are not moved enough to support you;;Ihre Vasallen sind nicht genug bewegt, um Sie zu unterstützen;;;x
HUSBAND_INTIMIDATION_SUCCESSFUL;The campaign of intimidation succeeds in stopping your husband;;Die Einschüchterungskampagne hält Ihren Mann erfolgreich auf;;;x
HUSBAND_INTIMIDATION_UNSUCCESSFUL;The campaign of intimidation fails;;Die Einschüchterungskampagne scheitert;;;x
SUBVERT_RETAINERS_FAILED;Your attempt to subvert the retainers fails;;Dein Versuch, die Gefolgsleute zu unterwandern, scheitert;;;x
SUBVERT_RETAINERS_SUCCESSFUL;You subvert the retainers and eliminate their support of your wife;;Du untergräbst die Gefolgsleute und beendest ihre Unterstützung für deine Frau;;;x
TURN_TO_FOR_HELP;Send an urgent letter and ask for help;;Schickt einen dringenden Brief und bittet um Hilfe;;;x
USURPS_TITLES;Will usurp all your titles;;Wird alle deine Titel an sich reißen;;;x
