#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
EVTDESC_Plus_500;The old Anglo-Saxon kingdom of England will now be forfeit...but do not despair! From its ashes a much more powerful and glorious realm will arise!;;Das alte angelsächsische Königreich England wird nun untergehen ... aber verzweifelt nicht! Aus seiner Asche wird ein viel mächtigeres und glorreicheres Reich entstehen!;;;x
EVTOPTA_Plus_500;England shall rule victorious!;;England wird siegreich regieren!;;;x
EVTDESC_Plus_501;The old Anglo-Saxon kingdom of England will now be forfeit...but do not despair! From its ashes a much more powerful and glorious realm will arise!;;Das alte angelsächsische Königreich England wird nun verwirkt sein ... doch verzweifelt nicht! Aus seiner Asche wird ein viel mächtigeres und ruhmreicheres Reich entstehen!;;;x
EVTNAME_Plus_503;The Duchy of Normandy;;Das Herzogtum der Normandie;;;x
EVTDESC_Plus_503;With the domination of this duchy the people are now more commonly referring to Neustria as Normandy.;;Mit der Herrschaft über dieses Herzogtum wird Neustria von den Menschen nun üblicherweise als Normandie bezeichnet.;;;x
EVTDESC_Plus_504;The Islands and Peninsula south of Rome have fallen to those who oppose Christianity. Whispers have been heard that the pope the is frantically considering funding an expedition to reconquer the peninsula.;;Die Inseln und die Halbinsel südlich von Rom sind an die Gegner des Christentums gefallen. Es wurde geflüstert, dass der Papst verzweifelt über die Finanzierung einer Expedition zur Rückeroberung der Halbinsel nachdenkt.;;;x
EVTNAME_Plus_504;The Fall of Sicily;;Der Fall von Sizilien;;;x
EVTOPTA_Plus_504;What will the pope do?;;Was wird der Papst tun?;;;x
EVTOPTB_Plus_504;And so they crumble;;Und so bröckeln sie;;;x
EVTDESC_Plus_509;Unsurprisingly, the pope has chosen a promising local young Italian mercenary band to take control of Southern Italy away from the Heathens. With official Papal support, this young Mercenary captain hopes to achieve the crown of Sicily, as promised by the pope.;;Es überrascht nicht, dass der Papst eine vielversprechende junge italienische Söldnerbande ausgewählt hat, um den Heiden die Kontrolle über Süditalien zu entreißen. Mit offizieller päpstlicher Unterstützung hofft dieser junge Söldnerkapitän, die vom Papst versprochene Krone von Sizilien zu erlangen.;;;x
EVTOPTA_Plus_509;Interesting...;;Interessant...;;;x
EVTNAME_Plus_509;The Champions Head Out;;Die Champions machen sich auf den Weg;;;x
EVTDESC_Plus_510;The re-conquest of Sicily was an astounding success. The pope has motioned to officially crown the King of Sicily today. Already the pope makes plans for future such events, some have even said they've heard rumors of such a thing being called a Crusade. Time can only tell what will happen next.;;Die Rückeroberung Siziliens war ein überwältigender Erfolg. Der Papst hat den Antrag gestellt, den König von Sizilien heute offiziell zu krönen. Der Papst schmiedet bereits Pläne für künftige derartige Ereignisse, einige haben sogar gesagt, sie hätten Gerüchte gehört, dass man so etwas einen Kreuzzug nennen könnte. Die Zeit kann nur zeigen, was als Nächstes passieren wird.;;;x
EVTNAME_Plus_510;King of Sicily;;König von Sizilien;;;x
EVTDESC_Plus_511;In a very surprising and bold move, the Pope has decided to give the Norsemen of the North a chance to prove themselves worthy of the crown of Sicily. Of course they submitted to papal authority prior to being allowed to invade Southern Italy. This should prove to be a very interesting series of events, no matter the outcome.;;In einem sehr überraschenden und kühnen Schritt hat der Papst beschlossen, den Nordmännern des Nordens eine Chance zu geben, sich der Krone Siziliens würdig zu erweisen. Natürlich mussten sie sich der päpstlichen Autorität unterwerfen, bevor sie in Süditalien einfallen durften. Dies dürfte eine sehr interessante Folge von Ereignissen sein, egal wie sie ausgehen.;;;x
EVTDESC_Plus_512;After having heard the success of the Normans, the pope has decided to give them an offer they can't refuse. They'll be allowed to invade southern Italy with full papal support. Should they succeed, they'll be crowned by the pope himself as Kings of Sicily.;;Nachdem der Papst von den Erfolgen der Normannen gehört hat, hat er beschlossen, ihnen ein Angebot zu machen, das sie nicht ablehnen können. Sie dürfen mit voller päpstlicher Unterstützung in Süditalien einmarschieren. Sollten sie Erfolg haben, werden sie vom Papst persönlich zu Königen von Sizilien gekrönt.;;;x
EVTDESC_Plus_513;Having heard the news of southern Italy's struggle, some Croatian mercenaries have volunteered to help the pope. Impressed by their determination and self-sacrifice, he has decided to give official papal support to these mercenaries to take back Italy. Should they succeed, the crown of Sicily awaits them.;;Nachdem sie von den Kämpfen in Süditalien gehört haben, melden sich einige kroatische Söldner freiwillig, um dem Papst zu helfen. Beeindruckt von ihrer Entschlossenheit und Selbstaufopferung hat er beschlossen, diese Söldner bei der Rückeroberung Italiens offiziell päpstlich zu unterstützen. Sollten sie Erfolg haben, erwartet sie die Krone von Sizilien.;;;x
EVTDESC_Plus_514;Having heard the news of southern Italy's struggle, some Serbian mercenaries have volunteered to help the pope. Impressed by their determination and self-sacrifice, he has decided to give official papal support to these mercenaries to take back Italy. Should they succeed, the crown of Sicily awaits them.;;Nachdem sie von den Kämpfen in Süditalien gehört haben, melden sich einige serbische Söldner freiwillig, um dem Papst zu helfen. Beeindruckt von ihrer Entschlossenheit und Selbstaufopferung hat er beschlossen, diese Söldner bei der Rückeroberung Italiens offiziell päpstlich zu unterstützen. Sollten sie Erfolg haben, erwartet sie die Krone von Sizilien.;;;x
EVTDESC_Plus_515;Often forgotten, there are still resident Greeks in southern Italy. After having affirmed their support of the Pope of Rome they now seek to re-conquer their lost lands from the heathen invaders. Motivation is certainly not lacking for these people.;;Oft wird vergessen, dass in Süditalien noch Griechen ansässig sind. Nachdem sie dem Papst von Rom ihre Unterstützung zugesagt haben, wollen sie nun ihr verlorenes Land von den heidnischen Eindringlingen zurückerobern. An Motivation mangelt es diesen Menschen gewiss nicht.;;;x
EVTDESC_Plus_516;An auspicious day it is indeed, for you will be crowned the King of Sicily by none other than the pope himself. As you approach the pope, you can't help but feel a sense of pride rise within you.;;Es ist in der Tat ein verheißungsvoller Tag, denn Sie werden von keinem Geringeren als dem Papst selbst zum König von Sizilien gekrönt werden. Wenn Sie sich dem Papst nähern, können Sie nicht umhin, ein Gefühl des Stolzes in sich aufsteigen zu spüren.;;;x
EVTNAME_Plus_516;The Coronation;;Die Krönung;;;x
EVTOPTA_Plus_516;Finally!;;Endlich!;;;x
EVTDESC_Plus_517;The pope's plans have failed. His trusted champions have been dispersed, and there's little hope for a Christian reconquering of Sicily.;;Die Pläne des Papstes sind gescheitert. Seine treuen Verfechter haben sich zerstreut, und es gibt kaum noch Hoffnung auf eine christliche Rückeroberung Siziliens.;;;x
EVTNAME_Plus_517;The Sicilian Invasion Fails;;Die sizilianische Invasion scheitert;;;x
EVTOPTA_Plus_517;Disaster!;;Eine Katastrophe!;;;x
EVTOPTB_Plus_517;Too bad for the Christians.;;Pech für die Christen.;;;x
EVTNAME_Plus_520;A New Culture;;Eine neue Kultur;;;x
EVTDESC_Plus_520;A New Culture;;Eine neue Kultur;;;x
EVTNAME_Plus_521;A New Culture;;Eine neue Kultur;;;x
EVTDESC_Plus_521;The people of [From.GetName] have taken to calling themselves Albanians.;;Die Einwohner von [From.GetName] nennen sich jetzt Albaner.;;;x
EVTOPTA_Plus_521;I don't care, as long as they pay their taxes;;Das ist mir egal, solange sie ihre Steuern zahlen.;;;x
EVTOPTB_Plus_521;I admire their culture;;Ich bewundere ihre Kultur;;;x
EVTNAME_Plus_522;The Kingdom of Albania;;Das Königreich Albanien;;;x
EVTDESC_Plus_522;The Kingdom of Albania, once de-jure part of Greece, has formed it's own kingdom under [Root.GetTitledFirstName].;;Das Königreich Albanien, einst ein Teil Griechenlands, hat unter [From.GetTitledFirstName] ein eigenes Königreich gegründet.;;;x
EVTOPTA_Plus_522;Good;;Gut;;;x
EVTNAME_Plus_523;The Kingdom of Albania;;Das Königreich Albanien;;;x
EVTDESC_Plus_523;The Kingdom of Albania, once de-jure part of Greece, has formed it's own kingdom under [From.GetTitledFirstName].;;Das Königreich Albanien, einst ein Teil Griechenlands, hat ein eigenes Königreich unter [From.GetTitledFirstName] gegründet.;;;x
EVTOPTA_Plus_523;Interesting;;Interessant;;;x
