#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_Plus_3202_inherit;With the passing of [former_viceroy.GetTitledFirstNameNoRegnal], [From.GetFirstName] has inherited the [viceroy_title.GetFullName]. Under the laws of the [Root.PrimaryTitle.GetFullName], [From.GetSheHe] may only retain the [viceroy_title.GetTier] with your assent.;;;;;;;;;;;;;x
EVTDESC_Plus_3202_usurp;News has reached [Root.Capital.GetName] that [From.GetTitledFirstNameNoRegnal] has taken the [viceroy_title.GetFullName] by force, and thus rules without imperial assent. You could grant [From.GetHerHim] that right, or your could deny [From.GetHerHim] victory...though doing so may mean rebellion.;;;;;;;;;;;;;x
EVTOPTA_Plus_3202;[From.GetSheHeCap] may keep the title;;;;;;;;;;;;;x
EVTOPTB_Plus_3202;No, [From.GetSheHe] may not hold the [viceroy_title.GetTier];;;;;;;;;;;;;x
EVTDESC_Plus_3203;To my loyal subject,\nI hereby grant imperial assent for you to hold the [viceroy_title.GetFullName]. Rule over it wisely, in my name and in the best interests of the [From.PrimaryTitle.GetFullName].\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTOPTA_Plus_3203;My thanks to the [From.PrimaryTitle.GetRulerTitle];;;;;;;;;;;;;x
EVTDESC_Plus_3204;To my loyal subject,\nI am afraid I must inform you that I cannot provide imperial assent for you to hold the [viceroy_title.GetFullName]. My councilors will determine who in the [From.PrimaryTitle.GetFullName] is best suited to become [viceroy_title.GetRulerTitle].\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTOPTA_Plus_3204;Accept [From.GetHerHis] decision;;;;;;;;;;;;;x
EVTOPTB_Plus_3204;Offer [From.GetHerHim] a favor;;;;;;;;;;;;;x
EVTOPTC_Plus_3204;Call in my favor;;;;;;;;;;;;;x
EVTOPTD_Plus_3204;Offer [From.GetHerHim] a gift;;;;;;;;;;;;;x
EVTOPTE_Plus_3204;[From.GetSheHeCap] can take the title from my cold, dead hands!;;;;;;;;;;;;;x
EVTDESC_Plus_3205;[Root.PrimaryTitle.GetFOA],\nI hope there is a way I might retain rulership over the [viceroy_title.GetFullName], but I bow to your wisdom.\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3206;[Root.PrimaryTitle.GetFOA],\nI acknowledge that you have every right to deny me the [viceroy_title.GetFullName], but I hope that you will see the wisdom in reversing your decision. I am not without resources, after all, and would consider it a personal favor -- one you might have use of in the future.\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTOPTA_Plus_3206;I will change my mind for a favor;;;;;;;;;;;;;x
EVTOPTB_Plus_3206;I have no need of a favor from [From.GetHerHim];;;;;;;;;;;;;x
EVTDESC_Plus_3207;To the [GetFromRootCompliment] [Root.GetTitledFirstName],\nYou are wiser than I supposed, and your offer of a favor in exchange for your retention of the [viceroy_title.GetFullName] is hereby accepted.\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3208;To the [GetFromRootInsult] [Root.GetTitledFirstName],\nI have no need of a favor from you. Either think of something better to offer, or accept my decision with a modicum of grace.\n\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3209;[Root.PrimaryTitle.GetFOA],\nWhile I acknowledge your right to deny me the [viceroy_title.GetFullName], I am forced to remind you of the favor you owe me. I hereby call it in, in exchange for the right to continue to hold the title.\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3210;[Root.PrimaryTitle.GetFOA],\nI acknowledge that you have every right to deny me the [viceroy_title.GetFullName], but I hope that you will see the wisdom in reversing your decision. I am a [From.GetManWoman] with resources, resources that I am more than willing to share with a benevolent liege.\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTOPTA_Plus_3210;Accept [From.GetHerHis] generous offer;;;;;;;;;;;;;x
EVTOPTB_Plus_3210;I will not be bribed like a common bureaucrat;;;;;;;;;;;;;x
EVTDESC_Plus_3211;To the [GetFromRootCompliment] [Root.GetTitledFirstName],\nYou are wiser than I had supposed, and your offer of a gift in exchange for your retention of the [viceroy_title.GetFullName] is hereby accepted.\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3212;To the [GetFromRootInsult] [Root.GetTitledFirstName],\nI find your attempt at a bribe, like a was a common bureaucrat in need of having [From.GetHerHis] palm greased, to be insulting. If you have nothing more to say, than accept my decision with whatever grace you have left.\n\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3214;To the [GetFromRootInsult] [Root.GetTitledFirstName],\nI will not have my titles ripped from me without a fight. I shall see you on the battlefield.\n\n[From.GetBestName];;;;;;;;;;;;;x
EVTDESC_Plus_3215_no_change;Your council deliberates for long hours before returning to you with their reluctant verdict: [current_viceroy.GetFirstName] is the only candidate they can agree on who is qualified to hold the [viceroy_title.GetFullName], and they suggest you reverse your decision and grant [current_viceroy.GetHerHim] the title.;;;;;;;;;;;;;x
EVTDESC_Plus_3215_one_choice;Your council deliberates for long hours before returning to you with the name of the one [council_first_pick.GetManWoman] they feel is best suited to hold the [viceroy_title.GetFullName].;;;;;;;;;;;;;x
EVTDESC_Plus_3215_several_choices;Your council deliberates for long hours before returning to you with the names of those they feel are most suited to hold the [viceroy_title.GetFullName]. It is not a long list.;;;;;;;;;;;;;x
EVTOPTA_Plus_3215_default;I suppose I have no option but to accept;;;;;;;;;;;;;x
EVTOPTA_Plus_3215_no_change;[current_viceroy.GetFirstName] shall keep the title after all;;;;;;;;;;;;;x
EVTOPTA_Plus_3215;I choose [council_first_pick.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x
EVTOPTB_Plus_3215;I choose [council_second_pick.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x
EVTOPTC_Plus_3215;I choose [council_third_pick.GetTitledFirstNameNoRegnal];;;;;;;;;;;;;x
EVTOPTD_Plus_3215;I will decide for myself who gets the title;;;;;;;;;;;;;x
EVTDESC_Plus_3216;To the [GetFromRootCompliment] [Root.GetTitledFirstName],\nAfter no small amount of deliberation, my council and I have decided it is best if you keep the [viceroy_title.GetFullName] after all. Congratulations!\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x
EVTOPTA_Plus_3216;I am most relieved to hear it;;;;;;;;;;;;;x
EVTDESC_Plus_3217;To the [GetFromRootCompliment] [Root.GetTitledFirstName],\nAfter no small amount of deliberation, my council and I have decided that you are best suited to administer to the [viceroy_title.GetFullName] on behalf of myself and the [From.PrimaryTitle.GetFullName]. This is an additional responsibility that I know you will approach with wisdom.\n\nSincerely,\n[From.GetBestName];;;;;;;;;;;;;x

CALL_IN_FAVOR;Your Favor will be called in to reverse [This.GetHerHis] decision;;;;;;;;;;;;;x
COUNCIL_FINDS_REPLACEMENT;Your council will propose a replacement to hold the [viceroy_title.GetFullName];;;;;;;;;;;;;x
IS_INFORMED;[This.GetTitledName] is informed of your decision;;;;;;;;;;;;;x
OFFER_BRIBE;[This.GetTitledName] is offered a bribe in exchange for reversing [This.GetHerHis] decision;;;;;;;;;;;;;x
