#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
W_L_1000251302;http://en.wikipedia.org/wiki/Joseph_(Khazar);http://en.wikipedia.org/wiki/Joseph_(Khazar);;;;;;;;;;;x;
W_L_204507;http://en.wikipedia.org/wiki/William_IX,_Count_of_Poitiers;http://en.wikipedia.org/wiki/William_IX,_Count_of_Poitiers;http://de.wikipedia.org/wiki/Wilhelm_von_Poitiers;;;;;;;;;;;x
W_L_204508;http://en.wikipedia.org/wiki/Henry_the_Young_King;http://fr.wikipedia.org/wiki/Henri_le_Jeune;http://de.wikipedia.org/wiki/Heinrich_der_J%C3%BCngere_%28England%29;;;;;;;;;;;x
W_L_204509;http://en.wikipedia.org/wiki/Matilda_of_England,_Duchess_of_Saxony;http://fr.wikipedia.org/wiki/Mathilde_d%27Angleterre_%281156-1189%29;http://de.wikipedia.org/wiki/Mathilde_Plantagenet;;;;;;;;;;;x
W_L_204511;http://en.wikipedia.org/wiki/Geoffrey_II,_Duke_of_Brittany;http://fr.wikipedia.org/wiki/Geoffroy_II_de_Bretagne;http://de.wikipedia.org/wiki/Gottfried_II._%28Bretagne%29;;;;;;;;;;;x
W_L_204512;http://en.wikipedia.org/wiki/Eleanor_of_England,_Queen_of_Castile;http://fr.wikipedia.org/wiki/Ali%C3%A9nor_d%27Angleterre_%281161-1214%29;http://de.wikipedia.org/wiki/Eleonore_Plantagenet;;;;;;;;;;;x
W_L_204513;http://en.wikipedia.org/wiki/Joan_of_England,_Queen_of_Sicily;http://fr.wikipedia.org/wiki/Jeanne_d%27Angleterre_%281165-1199%29;http://de.wikipedia.org/wiki/Johanna_von_England_%281165%E2%80%931199%29;;;;;;;;;;;x
W_L_204516;http://en.wikipedia.org/wiki/Geoffrey_(archbishop_of_York);http://fr.wikipedia.org/wiki/Geoffroy_Plantagen%C3%AAt_%28archev%C3%AAque%29;http://de.wikipedia.org/wiki/Geoffrey_von_York;;;;;;;;;;;x
W_L_212500;http://en.wikipedia.org/wiki/Frederick_VI,_Duke_of_Swabia;http://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_VI_de_Souabe;http://de.wikipedia.org/wiki/Friedrich_V._%28Schwaben%29;;;;;;;;;;;x
W_L_212591;http://en.wikipedia.org/wiki/Philip_of_Alsace;http://fr.wikipedia.org/wiki/Philippe_d%27Alsace;http://de.wikipedia.org/wiki/Philipp_I._%28Flandern%29;;;;;;;;;;;x
W_L_550;http://en.wikipedia.org/wiki/Raoul_I,_Count_of_Vermandois;http://fr.wikipedia.org/wiki/Raoul_Ier_de_Vermandois;http://de.wikipedia.org/wiki/Rudolf_I._%28Vermandois%29;;;;;;;;;;;x
W_L_618;http://en.wikipedia.org/wiki/Mstislav_of_Chernigov;http://fr.wikipedia.org/wiki/Mstislav_de_Tchernigov;;;;;;;;;;;x;
W_L_79003;http://en.wikipedia.org/wiki/Pope_Joan;http://fr.wikipedia.org/wiki/Papesse_Jeanne;http://en.wikipedia.org/wiki/Pope_Joan;;;;;;;;;;;x
W_L_7905;http://en.wikipedia.org/wiki/Frederick_V,_Duke_of_Swabia;http://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_V_de_Souabe;;;;;;;;;;;x;
W_L_91127;https://en.wikipedia.org/wiki/Eleanor,_Countess_of_Vermandois;https://fr.wikipedia.org/wiki/%C3%89l%C3%A9onore_de_Vermandois;https://de.wikipedia.org/wiki/Eleonore_von_Vermandois;;;;;;;;;;;x
W_L_184020;https://en.wikipedia.org/wiki/Agnello_Participazio;https://en.wikipedia.org/wiki/Agnello_Participazio;https://de.wikipedia.org/wiki/Angelo_Partecipazio;;;;;;;;;;;x
W_L_184022;https://en.wikipedia.org/wiki/Giustiniano_Participazio;https://fr.wikipedia.org/wiki/Giustiniano_Participazio;https://de.wikipedia.org/wiki/Giustiniano_Partecipazio;;;;;;;;;;;x
W_L_184023;https://en.wikipedia.org/wiki/Giovanni_I_Participazio;https://fr.wikipedia.org/wiki/Giovanni_Ier_Participazio;https://fr.wikipedia.org/wiki/Giovanni_Ier_Participazio;;;;;;;;;;;x
W_L_184052;https://en.wikipedia.org/wiki/Pietro_Tradonico;https://fr.wikipedia.org/wiki/Pietro_Tradonico;https://de.wikipedia.org/wiki/Pietro_Tradonico;;;;;;;;;;;x
W_L_184026;https://en.wikipedia.org/wiki/Orso_I_Participazio;https://fr.wikipedia.org/wiki/Orso_Ier_Participazio;https://de.wikipedia.org/wiki/Orso_I._Partecipazio;;;;;;;;;;;x
W_L_79029;http://crete.wikia.com/wiki/S.Seleucid;http://crete.wikia.com/wiki/S.Seleucid;http://crete.wikia.com/wiki/S.Seleucid;;;;;;;;;;;x
W_L_89000;http://crete.wikia.com/wiki/Nikon_Pytheid;http://crete.wikia.com/wiki/Nikon_Pytheid;http://crete.wikia.com/wiki/Nikon_Pytheid;;;;;;;;;;;x
#*;;;;;;;;;;;;;;x;
