#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
################################################################################
####  CHARACTER MODIFIERS
################################################################################
emf_faction_rebel_antichrist;Rebel Anti-Christ;;;;;;;;;;;;;x
emf_faction_rebel_antichrist_desc;DEV: All qualifying vassals of my liege will support me in a revolt.;;;;;;;;;;;;;x
################################################################################
####  DECISIONS
################################################################################
emf_debug_faction_court_war;DEV: Court Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_prosperity_war;DEV: Prosperity Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_glory_war;DEV: Glory Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_tradition_war;DEV: Tradition Faction Revolt;;;;;;;;;;;;;x
emf_debug_faction_court_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Court Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_prosperity_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Prosperity Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_glory_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Glory Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_tradition_war_desc;Start an overthrow revolt against [Root.GetTitledFirstName] led by the Tradition Faction, as if they had voted to do so.;;;;;;;;;;;;;x
emf_debug_faction_log_revolt_state;DEV: Log Civil War State;;;;;;;;;;;;;x
emf_debug_faction_log_revolt_state_desc;Dump [Root.GetTitledFirstName]'s civil war state tracking information to game.log.;;;;;;;;;;;;;x
################################################################################
####  EVENTS
################################################################################
emf_faction.1003.desc_courtier;§RDebug Mode: PF Error§!\n\n[From.GetTitledName]\n\nIncoherent non-ruler civil war state!;;;;;;;;;;;;;x
emf_faction.1003.desc_ruler;§RDebug Mode: PF Error§!\n\n[From.GetTitledFirstName] of the [From.PrimaryTitle.GetFullBaseName]\n\nIncoherent civil war state!;;;;;;;;;;;;;x
emf_faction.1010.desc;You may incite a normal faction overthrow revolt, as if the faction had decided to do so, wherein dynamic call-to-arms will work as usual. Alternatively, you may force all qualifying vassals of [From.GetTitledFirstName] to accept the rebel call-to-arms, which will normally result in a much more inclusive revolt.;;;;;;;;;;;;;x
emf_faction.1010.opt.a;Standard Revolt;;;;;;;;;;;;;x
emf_faction.1010.opt.b;Maximal Revolt;;;;;;;;;;;;;x
################################################################################
####  TOOLTIPS
################################################################################
emf_debug_ctt_faction_not_already_revolting;This faction is not already part of a revolt.\n;;;;;;;;;;;;;x
