#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###Sacred Symbols;;;;;;;;;;;;;;x
sacred_the_giants_causeway;The Giants Causeway;;Der Causeway der Riesen;;;;;;;;;;;x
sacred_the_giants_causeway_desc;Ancient meeting place of the giant Fomorians, this place has kept a great importance for the sons of Mil.;;Dieser uralte Treffpunkt der fomorischen Riesen hat für die Söhne von Mil eine große Bedeutung behalten.;;;;;;;;;;;x
sacred_lia_fail;The Lia Fàil;;Der Lia Fàil;;;;;;;;;;;x
sacred_lia_fail_desc;Sacred stone of Kings sitting on top of the hill of Tara, at the touch of the rightful king of Ireland, it screams his name three times.;;Heiliger Stein der Könige auf dem Hügel von Tara, der bei Berührung des rechtmäßigen Königs von Irland dreimal seinen Namen schreit.;;;;;;;;;;;x
sacred_carnac;The Stones of Carnac;;Die Steine von Carnac;;;;;;;;;;;x
sacred_carnac_desc;Whether the remnants of a Roman army turned to stone by Merlin or ancient temple grounds of their primeval ancestors, the stones of Carnac are considered a sacred destination by many Celts.;;Ob es sich nun um die Überreste einer römischen Armee handelt, die von Merlin in Stein verwandelt wurde, oder um uralte Tempelanlagen ihrer urzeitlichen Vorfahren, die Steine von Carnac werden von vielen Kelten als heiliges Ziel betrachtet.;;;;;;;;;;;x
sacred_stonehenge;Stonehenge;;Stonehenge;;;;;;;;;;;x
sacred_stonehenge_desc;An important pilgrimage site, this stone circle, standing from times immemorial, is often used by the Druids for their sacred ceremonies.;;Dieser seit Urzeiten bestehende Steinkreis ist eine wichtige Pilgerstätte und wird häufig von den Druiden für ihre heiligen Zeremonien genutzt.;;;;;;;;;;;x
sacred_hill_of_uisneach;The Hill of Uisneach;;Der Hügel von Uisneach;;;;;;;;;;;x
sacred_hill_of_uisneach_desc;Known as the sacred center of Ireland, this hill is also the chosen site for the annual celebration of Beltaine.;;Dieser als heiliges Zentrum Irlands bekannte Hügel ist auch der Ort, an dem das jährliche Beltaine-Fest gefeiert wird.;;;;;;;;;;;x
sacred_ring_of_brodgar;The Ring of Brodgar;;Der Ring von Brodgar;;;;;;;;;;;x
sacred_ring_of_brodgar_desc;Most important stone circle in in northern Scotland, the Druids have made this a sacred temple to the Gods;;Der wichtigste Steinkreis in Nordschottland, den die Druiden zu einem heiligen Tempel für die Götter gemacht haben.;;;;;;;;;;;x
